OBJECTID,Join_Count,TARGET_FID,Row_Labels,Average_of,Average__1,Comm,BUFF_DIST,ORIG_FID,OBJECTID_1,OBJECTID_12,BLDG_ID,BLDG_NAME,ADDRESS,CITY,ZIPCODE,CSP_SCH_ID,SCH_ID,SCH_NAME,SCH_LABEL,SCH_TYPE,SHARED,COMPLEX,POINT_X,POINT_Y,SCHID,NAME,TOWN_MAIL,TOWN,STATE,ZIP,PRINCIPAL,PHONE,FAX,GRADES,TYPE,Shape_Length,Shape_Area
276,2,276,688,42.351120000000002,-71.080280000000002,0,200.000000000000000,454,17,276,24,Snowden Hs Bldg,150 Newbury Street,Boston,02116,1200,1200,Snowden International,Snowden HS,HS, , ,770246.740985000040382,2953058.869739999994636,00350760,The Kingsley Montessori School,Boston,BOSTON,MA,02116,Carole Forbes,617-226-4900,--,"PK,K,1,2,3,4,5,6",PRI,0.013353153337439,0.000013721247831
277,0,277,690,42.349930000000001,-71.092870000000005,0,200.000000000000000,456,,277,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353000480279,0.000013720991341
278,0,278,693,42.330329999999996,-71.044110000000003,0,200.000000000000000,457,,278,,,,,,,,,,,,,,,,,,,,,,,,,,0.013350488042855,0.000013716777814
279,1,279,698,42.350369999999998,-71.109549999999999,0,200.000000000000000,458,147,279,,,1 University Road,,,,,,,,,,,,00350813,Boston University Academy,Boston,BOSTON,MA,02215,James Berkman,617-353-9000,617-353-8999,"9,10,11,12",PRI,0.013353056614269,0.000013721085365
280,1,280,699,42.346620000000001,-71.064589999999995,0,200.000000000000000,459,16,280,22,Boston HS Bldg,885 Washington Street,Boston,02111,4650,4650,Quincy Lower (K-5),Quincy Lower (K-5),K-12, , ,773779.124763999949209,2952129.104590000119060,,,,,,,,,,,,0.013352575803059,0.000013720279102
281,0,281,701,42.344119999999997,-71.104200000000006,0,200.000000000000000,461,,281,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352255410088,0.000013719741879
282,0,282,702,42.355629999999998,-71.153580000000005,0,200.000000000000000,462,,282,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353731670501,0.000013722217345
283,1,283,705,42.331780000000002,-71.097160000000002,0,200.000000000000000,464,80,283,113,Tobin Bldg,40 Smith Street,Roxbury,02120,4570,4570,Tobin K-8,Tobin K-8,K-8, , ,764784.166036000009626,2946633.151519999839365,,,,,,,,,,,,0.013350673478514,0.000013717088789
284,0,284,707,42.319560000000003,-71.070670000000007,0,200.000000000000000,465,,284,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349108341368,0.000013714463887
285,0,285,708,42.336309999999997,-71.110029999999995,0,200.000000000000000,466,,285,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351253921486,0.000013718062187
286,0,286,712,42.324390000000001,-71.114660000000001,0,200.000000000000000,468,,286,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349726775401,0.000013715500906
287,0,287,715,42.339599999999997,-71.049930000000003,0,200.000000000000000,469,,287,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351675676895,0.000013718769439
288,0,288,717,42.252220000000001,-71.130949999999999,0,200.000000000000000,470,,288,,,,,,,,,,,,,,,,,,,,,,,,,,0.013340501700054,0.000013700027748
289,0,289,718,42.363199999999999,-71.129750000000001,0,200.000000000000000,471,,289,,,,,,,,,,,,,,,,,,,,,,,,,,0.013354702798391,0.000013723846003
290,0,290,720,42.346480000000000,-71.090829999999997,0,200.000000000000000,473,,290,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352557870712,0.000013720248918
291,0,291,721,42.349660000000000,-71.103639999999999,0,200.000000000000000,474,,291,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352965708456,0.000013720932803
292,0,292,722,42.323650000000001,-71.052180000000007,0,200.000000000000000,475,,292,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349632019138,0.000013715342128
293,0,293,723,42.351840000000003,-71.170890000000000,0,200.000000000000000,476,,293,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353245316036,0.000013721401515
294,0,294,726,42.338590000000003,-71.048360000000002,0,200.000000000000000,477,,294,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351546328893,0.000013718552428
295,0,295,727,42.341369999999998,-71.047830000000005,0,200.000000000000000,478,,295,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351902838399,0.000013719150699
296,1,296,730,42.360160000000000,-71.136600000000001,0,200.000000000000000,479,151,296,,,57 Holton Street,,,,,,,,,,,,00490855,German International School Boston,Allston,BOSTON,MA,02134,Christian Nitschke,617-783-2600,617-783-2605,"PK,K,1,2,3,4,5,6,7",PRI,0.013354312594346,0.000013723191371
297,1,297,731,42.296799999999998,-71.078469999999996,0,200.000000000000000,480,111,297,149,"Greenwood, S Bldg",189 Glenway Street,Dorchester,02121,4130,4130,Greenwood Sarah K-8,S. Greenwood K-8,K-8, , ,769615.999992000055499,2933369.999989999923855,,,,,,,,,,,,0.013346195682733,0.000013709578638
298,1,298,732,42.277900000000002,-71.066500000000005,0,200.000000000000000,481,169,298,,,2120 Dorchester Avenue,,,,,,,,,,,,5200,Conservatory Lab Charter School - Dorchester,Dorchester,BOSTON,MA,02124,Robyn Pretlow,617-254-8904,617-254-8909,"3, 4, 5, 6, 7, 8",CHA,0.013343780312381,0.000013705527562
299,0,299,737,42.336709999999997,-71.098100000000002,0,200.000000000000000,484,,299,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351305286754,0.000013718148470
300,0,300,738,42.332070000000002,-71.071449999999999,0,200.000000000000000,485,,300,,,,,,,,,,,,,,,,,,,,,,,,,,0.013350710757868,0.000013717151203
301,0,301,739,42.320430000000002,-71.077749999999995,0,200.000000000000000,486,,301,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349219791286,0.000013714650843
302,0,302,740,42.314610000000002,-71.067329999999998,0,200.000000000000000,487,,302,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348474951398,0.000013713401731
303,0,303,741,42.348509999999997,-71.137670000000000,0,200.000000000000000,488,,303,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352818078241,0.000013720685226
304,1,304,742,42.334479999999999,-71.047780000000003,0,200.000000000000000,489,1375,304,,,133 Dorchester Street,,,,,,,,,,,, ,Julie's Family Learning Program,South Boston,BOSTON,MA,02127,Robert Monahan,617-269-6663,--,"PK, K",PRI,0.013351019392151,0.000013717668920
305,0,305,746,42.306100000000001,-71.078329999999994,0,200.000000000000000,492,,305,,,,,,,,,,,,,,,,,,,,,,,,,,0.013347385439264,0.000013711574293
306,0,306,753,42.295209999999997,-71.056209999999993,0,200.000000000000000,495,,306,,,,,,,,,,,,,,,,,,,,,,,,,,0.013345992442040,0.000013709237650
307,2,307,755,42.352640000000001,-71.076170000000005,0,200.000000000000000,497,110,307,,,151 Commonwealth Avenue,,,,,,,,,,,,00350724,Commonwealth School,Boston,BOSTON,MA,02116,William Wharton,617-266-7525,--,"9,10,11,12",PRI,0.013353348020602,0.000013721573882
308,0,308,756,42.286670000000001,-71.064040000000006,0,200.000000000000000,498,,308,,,,,,,,,,,,,,,,,,,,,,,,,,0.013344900385803,0.000013707406034
309,1,309,758,42.281829999999999,-71.122429999999994,0,200.000000000000000,500,95,309,,,190 Cummins Highway,,,,,,,,,,,,5450,Edward Brooke Charter School - Roslindale,Roslindale,BOSTON,MA,02131,Jon Clark,617-325-7977,617-325-2260,"K,1,2,3,5,6,7,8",CHA,0.013344282074639,0.000013706369150
310,0,310,760,42.321449999999999,-71.054150000000007,0,200.000000000000000,502,,310,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349350545827,0.000013714870413
311,2,311,764,42.296070000000000,-71.116219999999998,0,200.000000000000000,503,67,311,93,Parkman Bldg,25 Walk Hill Street,Jamaica Plain,02130,4661,4661,BTU K-8 Pilot,BTU Pilot School K-8,K-8, , ,760074.829999999958090,2932624.843450000043958,5303,Roxbury Prep - High School,Jamaica Plain,BOSTON,MA,02130,Shradha m Patel,--,--,"9,10,11,12",CHA,0.013346102535515,0.000013709422563
312,0,312,769,42.324109999999997,-71.098550000000003,0,200.000000000000000,505,,312,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349691120148,0.000013715441257
313,1,313,770,42.287700000000001,-71.106700000000004,0,200.000000000000000,506,66,313,92,Haley Bldg,570 American Legion Highway,Roslindale,02131,4210,4210,Haley K-8,Haley K-8,K-8, , ,762311.957841999945231,2929763.373010000213981,,,,,,,,,,,,0.013345032401629,0.000013707627693
314,0,314,774,42.339619999999996,-71.157790000000006,0,200.000000000000000,508,,314,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351678334180,0.000013718773908
315,1,315,779,42.335549999999998,-71.039950000000005,0,200.000000000000000,509,26,315,37,Tynan Bldg,650 E. Fourth Street,South Boston,02127,4590,4590,Tynan Elementary,Tynan,ES, , ,780971.000003000022843,2947390.000000000000000,,,,,,,,,,,,0.013351156522007,0.000013717898731
316,0,316,783,42.299309999999998,-71.058120000000002,0,200.000000000000000,511,,316,,,,,,,,,,,,,,,,,,,,,,,,,,0.013346516855019,0.000013710117533
317,0,317,785,42.346969999999999,-71.070970000000003,0,200.000000000000000,512,,317,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352620803907,0.000013720354593
318,1,318,788,42.316609999999997,-71.103129999999993,0,200.000000000000000,515,77,318,109,Mendell Bldg,164 School Street,Roxbury,02119,4370,4370,Mendell Elementary,Mendell,ES, , ,763914.501298999995925,2940630.627739999908954,,,,,,,,,,,,0.013348730747339,0.000013713830522
319,0,319,789,42.322899999999997,-71.076679999999996,0,200.000000000000000,516,,319,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349535852781,0.000013715180916
320,1,320,795,42.309049999999999,-71.073859999999996,0,200.000000000000000,519,45,320,59,Frederick Middle,270 Columbia Road,Dorchester,02121,2360,2360,Frederick Pilot Middle,Frederick MS,MS, , ,771013.999993999954313,2937930.000000000000000,,,,,,,,,,,,0.013347763047915,0.000013712207551
321,1,321,799,42.320729999999998,-71.056770000000000,0,200.000000000000000,522,152,321,,,790 Columbia Road,,,,,,,,,,,,8089,Pope John Paul II Academy (Columbia Road),Dorchester,BOSTON,MA,02125,Claire Sheridan,617-265-0019,--,"PK,K,1,2,3,4,5,6,7,8",PRI,0.013349258045465,0.000013714714912
322,1,322,802,42.340229999999998,-71.105890000000002,0,200.000000000000000,524,146,322,,,103 Pilgrim Rd,,,,,,,,,,,,00350910,The Winsor School,Boston,BOSTON,MA,02215,Carolyn McClintock,617-735-9500,--,"5,6,7,8,9,10,11,12",PRI,0.013351756747961,0.000013718905549
323,0,323,804,42.312179999999998,-71.093549999999993,0,200.000000000000000,525,,323,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348164052394,0.000013712880301
324,0,324,812,42.265140000000002,-71.099149999999995,0,200.000000000000000,530,,324,,,,,,,,,,,,,,,,,,,,,,,,,,0.013342150533017,0.000013702793708
325,0,325,813,42.301769999999998,-71.114469999999997,0,200.000000000000000,531,,325,,,,,,,,,,,,,,,,,,,,,,,,,,0.013346831555851,0.000013710645321
326,0,326,814,42.319099999999999,-71.086029999999994,0,200.000000000000000,532,,326,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349049093361,0.000013714364414
327,0,327,816,42.345089999999999,-71.031829999999999,0,200.000000000000000,533,,327,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352379977815,0.000013719951071
328,0,328,820,42.313899999999997,-71.119479999999996,0,200.000000000000000,535,,328,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348383394265,0.000013713247739
329,1,329,825,42.312770000000000,-71.058880000000002,0,200.000000000000000,537,109,329,146,Everett Bldg,71 Pleasant Street,Dorchester,02125,4140,4140,Everett Elementary,Everett,ES, , ,775235.999997999984771,2939640.000000000000000,,,,,,,,,,,,0.013348239131762,0.000013713006427
330,1,330,832,42.349800000000002,-71.148049999999998,0,200.000000000000000,542,130,330,139,Taft Bldg,20 Warren Street,Brighton,02135,1470,1470,Boston Green Academy,Boston Green Academy,6/7-12, , ,751868.385101999971084,2952924.990530000068247,,,,,,,,,,,,0.013352983441133,0.000013720962600
331,0,331,834,42.349429999999998,-71.149000000000001,0,200.000000000000000,543,,331,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352936149717,0.000013720883745
332,0,332,835,42.321599999999997,-71.112089999999995,0,200.000000000000000,544,,332,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349369557543,0.000013714901874
333,0,333,839,42.337000000000003,-71.109290000000001,0,200.000000000000000,545,,333,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351342603739,0.000013718210790
334,2,334,843,42.353439999999999,-71.076570000000004,0,200.000000000000000,547,110,334,,,151 Commonwealth Avenue,,,,,,,,,,,,00350724,Commonwealth School,Boston,BOSTON,MA,02116,William Wharton,617-266-7525,--,"9,10,11,12",PRI,0.013353450734639,0.000013721746554
335,0,335,846,42.278739999999999,-71.079840000000004,0,200.000000000000000,549,,335,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343887320467,0.000013705706569
336,1,336,849,42.296390000000002,-71.080460000000002,0,200.000000000000000,551,111,336,149,"Greenwood, S Bldg",189 Glenway Street,Dorchester,02121,4130,4130,Greenwood Sarah K-8,S. Greenwood K-8,K-8, , ,769615.999992000055499,2933369.999989999923855,,,,,,,,,,,,0.013346143102277,0.000013709490404
337,0,337,851,42.371940000000002,-71.033919999999995,0,200.000000000000000,552,,337,,,,,,,,,,,,,,,,,,,,,,,,,,0.013355825347226,0.000013725728375
338,1,338,852,42.374519999999997,-71.033420000000007,0,200.000000000000000,553,3,338,4,Otis Bldg,218 Marion Street,East Boston,02128,4322,4322,Otis Elementary,Otis,ES, , ,782112.823908000020310,2962122.057330000214279,,,,,,,,,,,,0.013356156228115,0.000013726282964
339,2,339,855,42.276499999999999,-71.092669999999998,0,200.000000000000000,555,56,339,77,Mildred Avenue Bldg,5 Mildred Avenue,Mattapan,02126,4671,4671,Mildred Avenue K-8,Mildred Ave K-8,K-8, , ,767008.111766000045463,2926141.952399999834597,5481,KIPP Academy Boston,Mattapan,BOSTON,MA,02126,Emily Hepler,617-238-7300,617-652-7461,"K,1,2,3,4,5,6,7,8",CHA,0.013343600940222,0.000013705226437
340,0,340,863,42.344970000000004,-71.065320000000000,0,200.000000000000000,558,,340,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352364081624,0.000013719923852
341,0,341,868,42.346620000000001,-71.105090000000004,0,200.000000000000000,560,,341,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352575808038,0.000013720279097
342,0,342,870,42.287649999999999,-71.093940000000003,0,200.000000000000000,562,,342,,,,,,,,,,,,,,,,,,,,,,,,,,0.013345025923310,0.000013707616669
343,2,343,873,42.350800000000000,-71.145619999999994,0,200.000000000000000,564,102,343,140,Brighton High School Bldg,25 Warren Street,Brighton,02135,1040,1040,Brighton High,Brighton HS,HS, , ,751997.598536000004970,2952432.801740000024438,,,,,,,,,,,,0.013353111564705,0.000013721177228
344,0,344,874,42.345550000000003,-71.094340000000003,0,200.000000000000000,565,,344,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352438550073,0.000013720048868
345,0,345,880,42.295920000000002,-71.054440000000000,0,200.000000000000000,567,,345,,,,,,,,,,,,,,,,,,,,,,,,,,0.013346083256695,0.000013709390096
346,0,346,882,42.324800000000003,-71.065179999999998,0,200.000000000000000,569,,346,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349779391299,0.000013715589369
347,0,347,883,42.272680000000001,-71.107650000000007,0,200.000000000000000,570,,347,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343113203321,0.000013704408480
348,1,348,890,42.271149999999999,-71.161839999999998,0,200.000000000000000,573,94,348,130,Kilmer Bldg,35 Baker Street,West Roxbury,02132,4031,4031,Kilmer Lower (K1-3),Kilmer Lower (K1-3),K-8, , ,747492.000004000030458,2924280.000020000152290,,,,,,,,,,,,0.013342917802755,0.000013704080815
349,1,349,892,42.306489999999997,-71.107460000000003,0,200.000000000000000,574,76,349,108,English Hs Bldg,144 Mcbride Street,Jamaica Plain,02130,1080,1080,English High,English HS,HS, , ,761771.152624999987893,2936776.039189999923110,,,,,,,,,,,,0.013347435394692,0.000013711658122
350,0,350,894,42.311889999999998,-71.080740000000006,0,200.000000000000000,575,,350,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348126404178,0.000013712817276
351,1,351,895,42.295009999999998,-71.092879999999994,0,200.000000000000000,576,163,351,,,150 American Legion Highway,,,,,,,,,,,,5451,Edward Brooke Charter School - Mattapan,Dorchester,BOSTON,MA,02124, , , , ,CHA,0.013345967025278,0.000013709195281
352,0,352,898,42.330100000000002,-71.039810000000003,0,200.000000000000000,579,,352,,,,,,,,,,,,,,,,,,,,,,,,,,0.013350458403183,0.000013716728108
353,0,353,900,42.297939999999997,-71.114890000000003,0,200.000000000000000,581,,353,,,,,,,,,,,,,,,,,,,,,,,,,,0.013346341192260,0.000013709822502
354,0,354,901,42.303410000000000,-71.071430000000007,0,200.000000000000000,582,,354,,,,,,,,,,,,,,,,,,,,,,,,,,0.013347041165554,0.000013710996859
355,1,355,902,42.354239999999997,-71.076960000000000,0,200.000000000000000,583,111,355,,,107 Marlborough Street,,,,,,,,,,,,00350765,The Learning Project,Boston,BOSTON,MA,02115,Michael Mccord,617-266-8427,--,"K,1,2,3,4,5,6",PRI,0.013353553620438,0.000013721918834
356,0,356,903,42.350679999999997,-71.168459999999996,0,200.000000000000000,584,,356,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353096323022,0.000013721152083
357,0,357,906,42.349829999999997,-71.105029999999999,0,200.000000000000000,585,,357,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352987398440,0.000013720969154
358,0,358,915,42.286259999999999,-71.064149999999998,0,200.000000000000000,588,,358,,,,,,,,,,,,,,,,,,,,,,,,,,0.013344847811068,0.000013707317552
359,0,359,916,42.335079999999998,-71.055269999999993,0,200.000000000000000,589,,359,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351096579821,0.000013717798530
360,0,360,919,42.317030000000003,-71.065119999999993,0,200.000000000000000,591,,360,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348784296646,0.000013713920330
361,0,361,925,42.321710000000003,-71.081999999999994,0,200.000000000000000,594,,361,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349383569565,0.000013714925266
362,0,362,927,42.339919999999999,-71.166129999999995,0,200.000000000000000,595,,362,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351717428794,0.000013718839671
363,0,363,929,42.354019999999998,-71.074420000000003,0,200.000000000000000,597,,363,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353524954749,0.000013721870813
364,1,364,931,42.348610000000001,-71.065539999999999,0,200.000000000000000,598,16,364,22,Boston HS Bldg,885 Washington Street,Boston,02111,4650,4650,Quincy Lower (K-5),Quincy Lower (K-5),K-12, , ,773779.124763999949209,2952129.104590000119060,,,,,,,,,,,,0.013352830991179,0.000013720706809
365,1,365,941,42.275919999999999,-71.125659999999996,0,200.000000000000000,602,71,365,100,Conley Bldg,450 Poplar Street,Roslindale,02131,4080,4080,Conley Elementary,Conley,ES, , ,757100.630477000027895,2925381.509970000013709,,,,,,,,,,,,0.013343527313578,0.000013705103279
366,0,366,942,42.272430000000000,-71.066370000000006,0,200.000000000000000,603,,366,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343081181320,0.000013704354822
367,0,367,945,42.326940000000000,-71.052289999999999,0,200.000000000000000,605,,367,,,,,,,,,,,,,,,,,,,,,,,,,,0.013350053431351,0.000013716049004
368,0,368,947,42.272900000000000,-71.170990000000003,0,200.000000000000000,606,,368,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343141372842,0.000013704455733
369,2,369,950,42.294580000000003,-71.115380000000002,0,200.000000000000000,608,67,369,93,Parkman Bldg,25 Walk Hill Street,Jamaica Plain,02130,4661,4661,BTU K-8 Pilot,BTU Pilot School K-8,K-8, , ,760074.829999999958090,2932624.843450000043958,5303,Roxbury Prep - High School,Jamaica Plain,BOSTON,MA,02130,Shradha m Patel,--,--,"9,10,11,12",CHA,0.013345912198735,0.000013709103074
370,2,370,951,42.280430000000003,-71.082660000000004,0,200.000000000000000,609,54,370,74,Thompson Bldg,100 Maxwell Street,Dorchester,02124,1990,1990,Boston International HS,Boston Intl HS,Special,Shared, ,769575.860503999982029,2927851.905139999929816,,,,,,,,,,,,0.013344103066679,0.000013706068465
371,0,371,952,42.315579999999997,-71.117000000000004,0,200.000000000000000,610,,371,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348598966175,0.000013713609899
372,1,372,956,42.314610000000002,-71.078819999999993,0,200.000000000000000,614,39,372,53,Blue Hill Ave Eec Bldg,263 Blue Hill Ave,Roxbury,02119,4460,4460,Haynes EEC,Haynes EEC,ELC, , ,770048.999992999946699,2940080.000000000000000,,,,,,,,,,,,0.013348474841516,0.000013713401633
373,0,373,958,42.265889999999999,-71.121060000000000,0,200.000000000000000,615,,373,,,,,,,,,,,,,,,,,,,,,,,,,,0.013342246035967,0.000013702953769
374,0,374,959,42.350549999999998,-71.050960000000003,0,200.000000000000000,616,,374,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353079918162,0.000013721124521
375,2,375,960,42.351649999999999,-71.142889999999994,0,200.000000000000000,617,106,375,,,617 Cambridge,,,,,,,,,,,,8103,Saint Joseph Preparatory High School,Brighton,BOSTON,MA,02135,Tom Nunan,617-254-8383,617-254-0240,"9,10,11,12",PRI,0.013353220966974,0.000013721361107
376,1,376,961,42.377079999999999,-71.057060000000007,0,200.000000000000000,618,10,376,13,Harvard-Kent,50 Bunker Hill Street,Charlestown,02129,4280,4280,Harvard/Kent Elem,Harvard/Kent,ES, , ,775732.999997999984771,2962579.999989999923855,,,,,,,,,,,,0.013356485318655,0.000013726835229
377,0,377,963,42.343460000000000,-71.104190000000003,0,200.000000000000000,619,,377,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352170727593,0.000013719599784
378,0,378,969,42.335630000000002,-71.035420000000002,0,200.000000000000000,622,,378,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351167106976,0.000013717916881
379,0,379,974,42.379460000000002,-71.052059999999997,0,200.000000000000000,624,,379,,,,,,,,,,,,,,,,,,,,,,,,,,0.013356790936117,0.000013727347339
380,0,380,977,42.344040000000000,-71.062070000000006,0,200.000000000000000,625,,380,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352244867745,0.000013719724038
381,0,381,981,42.333930000000002,-71.063800000000001,0,200.000000000000000,628,,381,,,,,,,,,,,,,,,,,,,,,,,,,,0.013350949304914,0.000013717551671
382,1,382,984,42.314729999999997,-71.060019999999994,0,200.000000000000000,629,109,382,146,Everett Bldg,71 Pleasant Street,Dorchester,02125,4140,4140,Everett Elementary,Everett,ES, , ,775235.999997999984771,2939640.000000000000000,,,,,,,,,,,,0.013348490306027,0.000013713427579
383,0,383,985,42.361240000000002,-71.062870000000004,0,200.000000000000000,630,,383,,,,,,,,,,,,,,,,,,,,,,,,,,0.013354451342104,0.000013723424060
384,1,384,986,42.354649999999999,-71.072069999999997,0,200.000000000000000,631,132,384,,,67 Brimmer Street,,,,,,,,,,,,00350805,Park Street School,Boston,BOSTON,MA,02108,Tracy Bradley,617-523-7577,617-523-7576,"K,1,2,3,4,7",PRI,0.013353605960601,0.000013722006672
385,1,385,994,42.352400000000003,-71.154430000000005,0,200.000000000000000,634,122,385,,,25 Arlington Street,,,,,,,,,,,,8077,St Columbkille Elem,Brighton,BOSTON,MA,02135,Mary Battles,617-254-3110,617-254-3161,"PK,K,1,2,3,4,5,6,7,8",PRI,0.013353317330079,0.000013721522686
386,2,386,995,42.329990000000002,-71.091329999999999,0,200.000000000000000,635,36,386,49,Timilty Bldg,205 Roxbury Street,Roxbury,02119,2040,2040,Timilty Middle,Timilty MS,MS, , ,766767.968630000017583,2945687.782850000075996,5800,Youth Build Boston,Roxbury,BOSTON,MA,02119, , , , ,CHA,0.013350444054960,0.000013716704065
387,0,387,996,42.345260000000003,-71.069829999999996,0,200.000000000000000,636,,387,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352401503461,0.000013719986753
388,0,388,999,42.356169999999999,-71.149100000000004,0,200.000000000000000,638,,388,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353801005295,0.000013722333771
389,1,389,1001,42.314610000000002,-71.088329999999999,0,200.000000000000000,640,40,389,54,Trotter Bldg,135 Humboldt Avenue,Dorchester,02121,4580,4580,Trotter K-8,Trotter K-8,K-8, , ,767639.999991000047885,2940350.000000000000000,,,,,,,,,,,,0.013348475001010,0.000013713401768
390,0,390,1002,42.306030000000000,-71.124210000000005,0,200.000000000000000,641,,390,,,,,,,,,,,,,,,,,,,,,,,,,,0.013347376709178,0.000013711559531
391,0,391,1003,42.341560000000001,-71.154550000000000,0,200.000000000000000,642,,391,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351927042717,0.000013719191097
392,0,392,1005,42.258740000000003,-71.117980000000003,0,200.000000000000000,644,,392,,,,,,,,,,,,,,,,,,,,,,,,,,0.013341333338877,0.000013701422728
393,1,393,1010,42.315829999999998,-71.087339999999998,0,200.000000000000000,646,40,393,54,Trotter Bldg,135 Humboldt Avenue,Dorchester,02121,4580,4580,Trotter K-8,Trotter K-8,K-8, , ,767639.999991000047885,2940350.000000000000000,,,,,,,,,,,,0.013348631081659,0.000013713663690
394,1,394,1012,42.340519999999998,-71.078069999999997,0,200.000000000000000,647,20,394,27,Hurley Bldg,70 Worcester Street,Boston,02118,4260,4260,Hurley K-8,Hurley K-8,K-8, , ,770330.236568999942392,2948751.748840000014752,,,,,,,,,,,,0.013351794133157,0.000013718968398
395,0,395,1014,42.313260000000000,-71.089399999999998,0,200.000000000000000,648,,395,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348301986972,0.000013713111623
396,0,396,1015,42.282010000000000,-71.058920000000001,0,200.000000000000000,649,,396,,,,,,,,,,,,,,,,,,,,,,,,,,0.013344305509858,0.000013706408686
397,0,397,1018,42.313569999999999,-71.105220000000003,0,200.000000000000000,651,,397,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348341137606,0.000013713177175
398,0,398,1020,42.342860000000002,-71.057180000000002,0,200.000000000000000,652,,398,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352093606712,0.000013719470530
399,0,399,1021,42.341329999999999,-71.076549999999997,0,200.000000000000000,653,,399,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351897827536,0.000013719142284
400,2,400,1022,42.347490000000001,-71.068619999999996,0,200.000000000000000,654,15,400,21,Abraham Lincoln Building,152 Arlington Street,Boston,02116,1450,1450,Quincy Upper School,Quincy Upper (6-12),K-12, , ,772661.999994999961928,2952280.000010000076145,,,,,,,,,,,,0.013352687614145,0.000013720466621
401,0,401,1032,42.358780000000003,-71.158270000000002,0,200.000000000000000,663,,401,,,,,,,,,,,,,,,,,,,,,,,,,,0.013354135788591,0.000013722895137
402,0,402,1034,42.334890000000001,-71.088489999999993,0,200.000000000000000,664,,402,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351071941925,0.000013717757056
403,0,403,1041,42.344310000000000,-71.067070000000001,0,200.000000000000000,668,,403,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352279583275,0.000013719782306
404,1,404,1046,42.332920000000001,-71.081050000000005,0,200.000000000000000,669,168,404,,,2179 Washington Street,,,,,,,,,,,,5101,City On A Hill Charter Public School - Dudley Square,Roxbury,BOSTON,MA,02119,Sonya Pratt,617-516-5888,617-445-9153,"9,10,11,12",CHA,0.013350820253039,0.000013717335222
405,0,405,1047,42.311190000000003,-71.108689999999996,0,200.000000000000000,670,,405,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348036652304,0.000013712666529
