OBJECTID,Join_Count,TARGET_FID,Row_Labels,Average_of,Average__1,comm,ind,BUFF_DIST,ORIG_FID,OBJECTID_1,AUN,SCHOOL_NUM,LOCATION_I,SCHOOL_NAM,SCHOOL_N_1,STREET_ADD,ZIP_CODE,PHONE_NUMB,ACTIVE,GRADE_LEVE,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECI,Shape_Length,Shape_Area
115,2,115,166,39.967120000000001,-75.163740000000004,0,0,400.000000000000000,114,115,126515001,6822,2290,FRANKLIN LEARNING CENTER,Franklin Learning Center,616 N 15TH ST,19130,215-400-7570, ,HIGH,09-12,915,1,District,0.026134732233122,0.000052970651076
116,2,116,167,39.963200000000001,-75.146690000000007,0,0,400.000000000000000,115,116,126515001,3645,5480,"KEARNY, GEN. PHILIP SCHOOL",General Philip Kearny School,601 FAIRMOUNT AVE,19123,215-400-7590, ,ELEMENTARYMIDDLE,K-8,294,1,District,0.026133848621064,0.000052967663777
117,10,117,169,39.962850000000003,-75.164670000000001,1,0,400.000000000000000,116,117,226510024, , ,Spring Garden Academy,Spring Garden Acad,1801 SPRING GARDEN ST,19130,(215)563-9192,O,Pre-school,pre K-K, ,3,Private,0.026133769471375,0.000052967396083
118,1,118,170,39.961649999999999,-75.154529999999994,0,0,400.000000000000000,117,118,126510021,7857,3384,FOLK ARTS CULTURAL TREASURES,Folk Arts-Cultural Treasures Charter School,1023 CALLOWHILL ST,19123,215-569-2600, ,Elem/Middle,K-8, ,2,Charter,0.026133498838093,0.000052966480773
119,1,119,171,39.947789999999998,-75.227649999999997,0,1,400.000000000000000,118,119,126515001,6528,1300,"HARRINGTON, AVERY D. SCHOOL",Avery D. Harrington School,5300 BALTIMORE AVE,19143,215-400-7920, ,ELEMENTARYMIDDLE,K-8,477,1,District,0.026130374917890,0.000052955917841
120,6,120,173,39.953569999999999,-75.173199999999994,1,0,400.000000000000000,119,120,300513960, , ,Greene Towne School Inc,Greene Towne School Inc.,2119-21 ARCH ST,19103,215-563-6368,O,Kindergarten,pre K-K, ,3,Private,0.026131677313830,0.000052960321139
121,3,121,174,39.943179999999998,-75.168940000000006,0,0,400.000000000000000,120,121,126515001,3635,2450,"STANTON, EDWIN M. SCHOOL",Edwin M. Stanton School,901 S 17TH ST,19146,215-400-7960, ,ELEMENTARYMIDDLE,K-08,305,1,District,0.026129336161513,0.000052952404939
122,2,122,175,39.954830000000001,-75.166290000000004,1,0,400.000000000000000,121,122,226511652, , ,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,O,Elem/Mid/High,pre K-12, ,3,Private,0.026131961275693,0.000052961281567
123,1,123,176,39.974769999999999,-75.198329999999999,0,1,400.000000000000000,122,123,226510055, , ,Al Mosheh Shule of Positive Ed,Al Mosheh Shule of Positive Ed,3922 Cambridge St,19104,(215) 765-6462,O,Elem/Middle,K-4, ,3,Private,0.026136458257716,0.000052976487373
124,2,124,177,39.969580000000001,-75.173860000000005,0,0,400.000000000000000,123,124,126515001,3618,2210,BACHE-MARTIN SCHOOL,Bache-Martin School,2201 BROWN ST,19130,215-400-7550, ,ELEMENTARYMIDDLE,K-8,463,1,District,0.026135287300587,0.000052972527856
125,4,125,178,39.995170000000002,-75.112210000000005,0,0,400.000000000000000,124,125,126515001,6525,5230,"CONWELL, RUSSELL MIDDLE SCHOOL",Russell H. Conwell School,1849 E CLEARFIELD ST,19134,215-400-7210, ,MIDDLE,5-8,367,1,District,0.026141063984204,0.000052992059458
126,4,126,179,39.957709999999999,-75.162440000000004,1,0,400.000000000000000,125,126,0, , ,Philadelphia Performing Arts Charter School,Philadelphia Performing Arts Charter School,1600 Vine St,19102,(267) 428-2224, ,Middle/High,5-12, ,2,Charter,0.026132610590575,0.000052963477368
127,0,127,180,39.988520000000001,-75.106340000000003,0,0,400.000000000000000,126,127,,,,,,,,,,,,,,,0.026139561721020,0.000052986979985
128,2,128,181,39.997509999999998,-75.121260000000007,0,1,400.000000000000000,127,128,126515001,3688,5260,"ELKIN, LEWIS SCHOOL",Lewis Elkin School,3199 D ST,19134,215-400-7140, ,ELEMENTARY,K-4,778,1,District,0.026141592498233,0.000052993846240
129,2,129,182,39.929810000000003,-75.163280000000000,0,0,400.000000000000000,128,129,226518692, , ,SS John Neumann and Maria Goretti Catholic High School,SS John Neumann & Maria Goretti Catholic HS,1736 S 10TH ST,19148,(215) 465-8437,O,High School,9-12, ,3,Archdiocese,0.026126325955380,0.000052942226429
130,1,130,184,39.955599999999997,-75.142520000000005,0,0,400.000000000000000,129,130,0, ,8070,OIC CADI,OIC CADI,444 N 3RD ST,19123,215-567-2410, ,High School,9-12, ,1,Contracted,0.026132134640789,0.000052961867943
131,3,131,185,39.916950000000000,-75.172330000000002,0,0,400.000000000000000,130,131,226519022, , ,St Monica Senior School,St Monica Sr,2500 S 16TH ST,19145,(215) 467-5338,O,Elem/Middle,6-8, ,3,Archdiocese,0.026123431768135,0.000052932438511
132,0,132,186,39.939109999999999,-75.194919999999996,0,1,400.000000000000000,131,132,,,,,,,,,,,,,,,0.026128419142781,0.000052949303937
133,3,133,187,39.942210000000003,-75.169150000000002,0,0,400.000000000000000,132,133,126515001,3635,2450,"STANTON, EDWIN M. SCHOOL",Edwin M. Stanton School,901 S 17TH ST,19146,215-400-7960, ,ELEMENTARYMIDDLE,K-08,305,1,District,0.026129117615961,0.000052951666137
134,0,134,188,39.916089999999997,-75.225870000000000,0,1,400.000000000000000,133,134,,,,,,,,,,,,,,,0.026123238450673,0.000052931784836
135,3,135,189,39.941620000000000,-75.149190000000004,0,0,400.000000000000000,134,135,226519162, , ,St Peters School,St Peters School,311-21 LOMBARD ST,19147,(215) 925-3963,O,Elem/Middle,pre K-8, ,3,Private,0.026128984917785,0.000052951217156
136,1,136,191,39.933239999999998,-75.189679999999996,0,0,400.000000000000000,135,136,226510050, , ,Miracle Temple Christian Academy,Miracle Temple Christian Acad,2600 TASKER ST,19145,(215) 755-3680,O,Ungraded,Ungraded, ,3,Private,0.026127097743512,0.000052944835906
137,0,137,192,39.955599999999997,-75.189490000000006,1,0,400.000000000000000,136,137,,,,,,,,,,,,,,,0.026132134783439,0.000052961868341
138,2,138,196,39.925849999999997,-75.181169999999995,0,0,400.000000000000000,137,138,126515001,3776,2320,"GIRARD, STEPHEN SCHOOL",Stephen Girard School,1800 SNYDER AVE,19145,215-400-8180, ,ELEMENTARY,K-04,437,1,District,0.026125434254085,0.000052939210379
139,0,139,197,40.024200000000000,-75.132999999999996,0,0,400.000000000000000,138,139,,,,,,,,,,,,,,,0.026147626333038,0.000053014244631
140,3,140,199,39.951270000000001,-75.173670000000001,1,0,400.000000000000000,139,140,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",Albert M. Greenfield School,2200 CHESTNUT ST,19103,215-400-7810, ,ELEMENTARYMIDDLE,K-08,665,1,District,0.026131158774731,0.000052958568077
141,0,141,200,40.023420000000002,-75.133359999999996,0,0,400.000000000000000,140,141,,,,,,,,,,,,,,,0.026147449829223,0.000053013648638
142,1,142,202,39.940420000000003,-75.187470000000005,0,1,400.000000000000000,141,142,226511235, , ,Crooked Places Made Straight,Crooked Places Made Straight,2617 Washington Ave,19146,(215) 339-5007,O,Elem/Mid/High,K-12, ,3,Private,0.026128714761312,0.000052950304023
143,2,143,205,39.942990000000002,-75.167379999999994,1,0,400.000000000000000,142,143,126513210,7580,3326,UNIVERSAL INSTITUTE,Universal Institute Charter School,801 S 15TH ST,19146,215-732-2876, ,Elem/Middle,K-8, ,2,Charter,0.026129293463261,0.000052952260680
144,0,144,206,39.903790000000001,-75.173890000000000,0,0,400.000000000000000,143,144,,,,,,,,,,,,,,,0.026120472658762,0.000052922431157
145,0,145,207,39.975420000000000,-75.189530000000005,0,0,400.000000000000000,144,145,,,,,,,,,,,,,,,0.026136604743641,0.000052976982550
146,1,146,210,39.960639999999998,-75.141440000000003,0,0,400.000000000000000,145,146,0, ,8070,OIC CADI,OIC CADI,444 N 3RD ST,19123,215-567-2410, ,High School,9-12, ,1,Contracted,0.026133270987771,0.000052965710282
147,2,147,211,39.948680000000003,-75.158969999999997,1,0,400.000000000000000,146,147,300518760, , ,Student Education Center Delaware Valley High School CC,Student Ed Ctr DVHS,204-06 S 13TH ST,19107,(215) 732-5060,O,High School,9-12, ,3,Private,0.026130575357498,0.000052956595716
148,2,148,212,39.962290000000003,-75.197199999999995,0,0,400.000000000000000,147,148,126515001,3783,1390,"POWEL, SAMUEL SCHOOL",Samuel Powel School,301 N 36TH ST,19104,215-400-7740, ,ELEMENTARY,K-04,244,1,District,0.026133643199851,0.000052966968929
149,0,149,214,39.902979999999999,-75.174469999999999,0,0,400.000000000000000,148,149,,,,,,,,,,,,,,,0.026120290448969,0.000052921815260
150,1,150,216,39.964219999999997,-75.190160000000006,0,1,400.000000000000000,149,150,126515001, ,2050,SCIENCE LEADERSHIP ACADEMY MS,Science Leadership Academy Middle School,3509 SPRING GARDEN ST,19104,215-400-8320, ,MIDDLE,05-07,270,1,District,0.026134078365964,0.000052968440444
151,2,151,217,39.936750000000004,-75.173599999999993,0,0,400.000000000000000,150,151,126515001,3622,2260,"CHILDS, GEORGE W. SCHOOL",George W. Childs School,1599 WHARTON ST,19146,215-400-7950, ,ELEMENTARYMIDDLE,K-8,530,1,District,0.026127887685448,0.000052947507107
152,0,152,219,39.948169999999998,-75.142470000000003,0,0,400.000000000000000,151,152,,,,,,,,,,,,,,,0.026130460332177,0.000052956206354
153,3,153,220,39.929160000000003,-75.187320000000000,0,1,400.000000000000000,152,153,226510050, , ,Miracle Temple Christian Academy,Miracle Temple Christian Acad,2600 TASKER ST,19145,(215) 755-3680,O,Ungraded,Ungraded, ,3,Private,0.026126179343004,0.000052941730331
154,1,154,221,39.989069999999998,-75.089600000000004,1,0,400.000000000000000,153,154,226517752, , ,St George School,St George School,2700 E VENANGO ST,19134,(215) 634-8803,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026139686221387,0.000052987401247
155,0,155,226,39.978850000000001,-75.272279999999995,1,0,400.000000000000000,154,155,,,,,,,,,,,,,,,0.026137378864443,0.000052979600197
156,1,156,227,39.946550000000002,-75.180530000000005,0,0,400.000000000000000,155,156,226515462, , ,Philadelphia School,Phila School,2501-29 LOMBARD ST,19146,(215) 545-5323,O,Elem/Middle,pre K-8, ,3,Private,0.026130095521276,0.000052954972974
157,0,157,229,39.918230000000001,-75.209000000000003,0,1,400.000000000000000,156,157,,,,,,,,,,,,,,,0.026123719643099,0.000052933412408
158,0,158,232,39.927379999999999,-75.144890000000004,0,1,400.000000000000000,157,158,,,,,,,,,,,,,,,0.026125778418756,0.000052940374470
159,1,159,234,39.960259999999998,-75.196879999999993,1,0,400.000000000000000,158,159,126515001,3783,1390,"POWEL, SAMUEL SCHOOL",Samuel Powel School,301 N 36TH ST,19104,215-400-7740, ,ELEMENTARY,K-04,244,1,District,0.026133185548872,0.000052965421521
160,2,160,235,39.949339999999999,-75.164259999999999,1,0,400.000000000000000,159,160,300518760, , ,Student Education Center Delaware Valley High School CC,Student Ed Ctr DVHS,204-06 S 13TH ST,19107,(215) 732-5060,O,High School,9-12, ,3,Private,0.026130723762178,0.000052957096941
161,1,161,236,40.024560000000001,-75.147859999999994,0,0,400.000000000000000,160,161,126515001,7239,7100,"COOKE, JAY ELEMENTARY SCHOOL",Jay Cooke School,1300 W LOUDEN ST,19141,215-400-8330, ,ELEMENTARYMIDDLE,K-8,419,1,District,0.026147708005863,0.000053014521470
162,2,162,237,39.941659999999999,-75.179360000000003,0,0,400.000000000000000,161,162,226510071, , ,Philadelphia Free School,Phila Free School,2001 Christian St,19146,(215)218-9586,O,Elem/Mid/High,pre K-12, ,3,Private,0.026128993860607,0.000052951247524
163,1,163,238,39.955329999999996,-75.162890000000004,1,0,400.000000000000000,162,163,226515602, , ,Roman Catholic High School,Roman Catholic HS,303 N BROAD ST,19107,215-627-1270,O,High School,9-12, ,3,Archdiocese,0.026132073722847,0.000052961661676
164,3,164,239,39.951140000000002,-75.178470000000004,1,0,400.000000000000000,163,164,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",Albert M. Greenfield School,2200 CHESTNUT ST,19103,215-400-7810, ,ELEMENTARYMIDDLE,K-08,665,1,District,0.026131129749143,0.000052958470360
165,0,165,240,40.026159999999997,-75.037139999999994,0,1,400.000000000000000,164,165,,,,,,,,,,,,,,,0.026148070086965,0.000053015745618
166,3,166,241,39.955350000000003,-75.163020000000003,1,0,400.000000000000000,165,166,226511652, , ,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,O,Elem/Mid/High,pre K-12, ,3,Private,0.026132078205620,0.000052961676791
167,1,167,243,39.935470000000002,-75.187579999999997,1,1,400.000000000000000,166,167,226510050, , ,Miracle Temple Christian Academy,Miracle Temple Christian Acad,2600 TASKER ST,19145,(215) 755-3680,O,Ungraded,Ungraded, ,3,Private,0.026127599878822,0.000052946533989
168,2,168,244,39.934310000000004,-75.150810000000007,0,0,400.000000000000000,167,168,126515001,3650,2590,"NEBINGER, GEORGE W. SCHOOL",George W. Nebinger School,601 CARPENTER ST,19147,215-400-8110, ,ELEMENTARYMIDDLE,K-8,468,1,District,0.026127338550078,0.000052945649872
169,1,169,245,39.999049999999997,-75.133240000000001,0,1,400.000000000000000,168,169,126515001,7522,5680,"MUNOZ-MARIN, HON LUIS SCHOOL",Honorable Luis Munoz-Marin School,3300 N 3RD ST,19140,215-400-3920, ,ELEMENTARYMIDDLE,K-8,617,1,District,0.026141940294604,0.000052995021855
170,1,170,246,39.970959999999998,-75.123390000000001,0,1,400.000000000000000,169,170,126515001,7244,5160,PENN TREATY HIGH SCHOOL,Penn Treaty High School,600 E THOMPSON ST,19125,215-400-3800, ,MIDDLEHIGH,6-12,523,1,District,0.026135598619762,0.000052973580504
171,1,171,249,40.029429999999998,-75.104169999999996,0,0,400.000000000000000,170,171,0, ,3290,EXCEL ACADEMY SOUTH,Excel Academy South,4641 ROOSEVELT BLVD,19124,215-904-6254, ,High School,9-12, ,1,Contracted,0.026148809824460,0.000053018246080
172,1,172,251,39.993969999999997,-75.130250000000004,0,0,400.000000000000000,171,172,126515001,3702,5410,"SHEPPARD, ISAAC A. SCHOOL",Isaac A. Sheppard School,120 W CAMBRIA ST,19133,215-400-7070, ,ELEMENTARY,K-4,170,1,District,0.026140792470683,0.000052991141035
173,2,173,252,39.935540000000003,-75.155379999999994,1,0,400.000000000000000,172,173,126515001,3650,2590,"NEBINGER, GEORGE W. SCHOOL",George W. Nebinger School,601 CARPENTER ST,19147,215-400-8110, ,ELEMENTARYMIDDLE,K-8,468,1,District,0.026127615414590,0.000052946586246
174,0,174,253,39.952570000000001,-75.190039999999996,0,0,400.000000000000000,173,174,,,,,,,,,,,,,,,0.026131451652863,0.000052959558346
175,1,175,254,39.953360000000004,-75.154719999999998,1,0,400.000000000000000,174,175,0, , ,Freire Charter School,Freire Charter School,1026 Market St,19107,(267) 670-7499, ,Middle School,5-8, ,2,Charter,0.026131629791029,0.000052960160713
176,3,176,256,39.958710000000004,-75.155109999999993,0,0,400.000000000000000,175,176,226510086, , ,Philadelphia Classical School,Phila Classical Sch,1101 Vine Street,19146,(412)915-5510,O,Elem/Middle,K-8, ,3,Private,0.026132835706676,0.000052964238382
177,2,177,259,39.947940000000003,-75.162360000000007,1,0,400.000000000000000,176,177,300518760, , ,Student Education Center Delaware Valley High School CC,Student Ed Ctr DVHS,204-06 S 13TH ST,19107,(215) 732-5060,O,High School,9-12, ,3,Private,0.026130408325230,0.000052956030411
178,1,178,260,39.961350000000003,-75.148200000000003,0,0,400.000000000000000,177,178,126515001,3645,5480,"KEARNY, GEN. PHILIP SCHOOL",General Philip Kearny School,601 FAIRMOUNT AVE,19123,215-400-7590, ,ELEMENTARYMIDDLE,K-8,294,1,District,0.026133430993419,0.000052966251491
179,1,179,261,39.963979999999999,-75.154020000000003,0,0,400.000000000000000,178,179,126515001,3655,5560,SPRING GARDEN SCHOOL,Spring Garden School,1146 MELON ST,19123,215-400-7610, ,ELEMENTARYMIDDLE,K-8,256,1,District,0.026134024144234,0.000052968256921
180,3,180,262,39.946970000000000,-75.154499999999999,1,0,400.000000000000000,179,180,326510174, , ,"Chesterbrook Academy
",Chesterbrook Acad,510 Walnut St,19106,(215)592-8257,O,Pre-school,Preschl, ,3,Private,0.026130189983689,0.000052955292413
181,4,181,263,39.991570000000003,-75.136160000000004,0,0,400.000000000000000,180,181,226519672, , ,Timothy Academy,Timothy Acad,303 W Lehigh Ave,19133,(215) 425-8886,O,Elem/Middle,pre K-8, ,3,Private,0.026140250457123,0.000052989308591
182,4,182,264,39.956530000000001,-75.172579999999996,1,0,400.000000000000000,181,182,300513960, , ,Greene Towne School Inc,Greene Towne School Inc.,2119-21 ARCH ST,19103,215-563-6368,O,Kindergarten,pre K-K, ,3,Private,0.026132344589583,0.000052962578097
183,1,183,265,39.934809999999999,-75.161990000000003,0,0,400.000000000000000,182,183,126515001,3642,2510,"JACKSON, ANDREW SCHOOL",Andrew Jackson School,1213 S 12TH ST,19147,215-400-7970, ,ELEMENTARYMIDDLE,K-8,588,1,District,0.026127451222801,0.000052946031146
184,3,184,266,39.942779999999999,-75.165689999999998,1,0,400.000000000000000,183,184,126515001,6996,2020,CREATIVE AND PERFORMING ARTS,High School for Creative and Performing Arts School,901 S BROAD ST,19147,215-400-8140, ,HIGH,09-12,747,1,District,0.026129245865424,0.000052952099640
185,2,185,269,39.944440000000000,-75.171909999999997,0,0,400.000000000000000,184,185,226511132, , ,The City School,The City School,910 N 6th St,19103,(215) 731-1930,O,Middle/High,6-12, ,3,Private,0.026129619888125,0.000052953364545
186,0,186,270,40.040129999999998,-75.058549999999997,1,0,400.000000000000000,185,186,,,,,,,,,,,,,,,0.026151232031832,0.000053026434437
187,0,187,272,39.953809999999997,-75.187470000000005,0,1,400.000000000000000,186,187,,,,,,,,,,,,,,,0.026131731374724,0.000052960504226
188,3,188,273,39.925510000000003,-75.159199999999998,0,0,400.000000000000000,187,188,226518692, , ,SS John Neumann and Maria Goretti Catholic High School,SS John Neumann & Maria Goretti Catholic HS,1736 S 10TH ST,19148,(215) 465-8437,O,High School,9-12, ,3,Archdiocese,0.026125357709495,0.000052938951679
189,0,189,274,39.910339999999998,-75.150850000000005,0,1,400.000000000000000,188,189,,,,,,,,,,,,,,,0.026121945037303,0.000052927411038
190,2,190,276,39.970990000000000,-75.155720000000002,1,0,400.000000000000000,189,190,0, ,3840,PHILADELPHIA OIC WORKFORCE ACADEMY,Philadelphia OIC Workforce Academy,1231 N BROAD ST,19122,215-236-7700, ,High School,9-12, ,1,Contracted,0.026135605344254,0.000052973603120
191,1,191,277,39.945410000000003,-75.179739999999995,0,0,400.000000000000000,190,191,226515462, , ,Philadelphia School,Phila School,2501-29 LOMBARD ST,19146,(215) 545-5323,O,Elem/Middle,pre K-8, ,3,Private,0.026129838420689,0.000052954103471
192,2,192,278,39.943190000000001,-75.161799999999999,0,0,400.000000000000000,191,192,300511820, , ,Beginnings Learning Center,Beginnings Learning Ctr,620 S 10TH ST,19147,(215) 627-3668,O,Pre-K,pre K-K, ,3,Private,0.026129338503504,0.000052952413195
193,1,193,279,39.942439999999998,-75.147379999999998,0,0,400.000000000000000,192,193,226519162, , ,St Peters School,St Peters School,311-21 LOMBARD ST,19147,(215) 925-3963,O,Elem/Middle,pre K-8, ,3,Private,0.026129169586235,0.000052951841718
194,0,194,280,39.975360000000002,-75.190029999999993,0,0,400.000000000000000,193,194,,,,,,,,,,,,,,,0.026136591181534,0.000052976936801
195,2,195,282,39.935130000000001,-75.153859999999995,1,0,400.000000000000000,194,195,126515001,3650,2590,"NEBINGER, GEORGE W. SCHOOL",George W. Nebinger School,601 CARPENTER ST,19147,215-400-8110, ,ELEMENTARYMIDDLE,K-8,468,1,District,0.026127523227410,0.000052946274734
196,4,196,283,39.970199999999998,-75.145030000000006,0,0,400.000000000000000,195,196,226519142, , ,St Peter the Apostle School,St Peter the Apostle Sch,1009 N 5th St,19123,(215) 922-5958,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026135426918191,0.000052972999777
197,0,197,287,39.957439999999998,-75.229280000000003,0,0,400.000000000000000,196,197,,,,,,,,,,,,,,,0.026132549380558,0.000052963269881
198,2,198,291,39.922590000000000,-75.185209999999998,1,0,400.000000000000000,197,198,126515001,7664,2410,GIRARD ACADEMIC MUSIC PROGRAM,Girard Academic Music Program,2136 W RITNER ST,19145,215-400-8230, ,MIDDLEHIGH,05-12,620,1,District,0.026124700380038,0.000052936728333
