OBJECTID,Row_Labels,Average_of,Average__1,comm,ind,ASSET_NAME,OBJECTID_1,ACREAGE,ACREAGE_1,AREA,PERCENTAGE
534,572,39.962719999999997,-75.246570000000006,0,0,Cobbs Creek Park,1165,729.252538899999990,8.308625900788806,10.816376682631514,26.773720583932793
535,572,39.962719999999997,-75.246570000000006,0,0,Cobbs Creek Park Community Garden,1249,1.510726440000000,0.112702423865002,0.146724669069815,0.363186805314689
536,572,39.962719999999997,-75.246570000000006,0,0,Cobbs Stone Quay with Fire Pit,1171,0.012157470000000,0.002512260177070,0.003270577743931,0.008095643969634
537,573,39.958080000000002,-75.162360000000007,1,0,Vine Street Park,1372,11.868121490000000,1.262132078088308,1.643014657946936,4.067217229001999
538,574,39.916829999999997,-75.171350000000004,0,0,Marconi Plaza,122,18.846212479999998,11.248757041819108,14.634370758403122,36.248301585778023
539,574,39.916829999999997,-75.171350000000004,0,0,Tenaglia Bocce Courts Building,465,0.096361110000000,0.096361293198952,0.125365368544610,0.310521153416034
540,575,39.958120000000001,-75.150459999999995,0,0,Franklin Square,119,7.164952180000000,0.392485520294664,0.510915985072945,1.264751437188077
541,575,39.958120000000001,-75.150459999999995,0,0,Vine Street Park,1372,11.868121490000000,0.560717388584761,0.729929065590259,1.806909280043032
542,585,39.938170000000000,-75.154790000000006,0,0,"Frank Palumbo, Sr. Park",412,0.201635110000000,0.201635554329363,0.262414700642501,0.649783288031171
543,589,39.933439999999997,-75.191239999999993,1,0,Lanier Park,1003,4.119986350000000,1.319167019014771,1.716650190300060,4.251005908796712
544,589,39.933439999999997,-75.191239999999993,1,0,Vare Recreation Center,237,4.107693920000000,0.000333680198940,0.000434211101478,0.001075253402514
545,599,39.921630000000000,-75.148340000000005,1,0,Burke Playground,323,1.711826600000000,1.213157704412046,1.578421723244673,3.909369110485920
546,599,39.921630000000000,-75.148340000000005,1,0,Burke Playground Building,469,0.180692160000000,0.180692217933819,0.235097452465323,0.582279567676348
547,599,39.921630000000000,-75.148340000000005,1,0,Burke Playground Storage Building,1341,0.003173310000000,0.003173327834192,0.004128774154075,0.010225975672037
548,600,39.924129999999998,-75.245480000000001,0,0,Cobbs Creek Park,1165,729.252538899999990,9.784746612787815,12.738027487549772,31.547880062670181
549,603,39.942509999999999,-75.163539999999998,0,0,Hawthorne Park,273,0.874580500000000,0.160754359785697,0.209215112662049,0.518019688199952
550,606,39.930979999999998,-75.191770000000005,0,0,Vare Recreation Center,237,4.107693920000000,1.427076998349094,1.857025611091812,4.598785505531604
551,609,39.963110000000000,-75.179119999999998,0,0,Benjamin Franklin Parkway,1033,64.509472470000006,16.230971385905892,21.130283548936930,52.303386450783805
552,609,39.963110000000000,-75.179119999999998,0,0,Benjamin Franklin Parkway Medians,133,13.931207640000000,1.659172167816930,2.160044858321468,5.346717696152272
553,609,39.963110000000000,-75.179119999999998,0,0,Binswanger Triangle,1015,0.230761670000000,0.229352253170423,0.298589568212435,0.739093043414146
554,609,39.963110000000000,-75.179119999999998,0,0,Eakins Oval,979,7.817977990000000,7.817977462872320,10.178226739301952,25.193969844110022
555,609,39.963110000000000,-75.179119999999998,0,0,East Fairmount Park,24,659.240958959999944,1.461199502439185,1.902903363974896,4.710220276693013
556,609,39.963110000000000,-75.179119999999998,0,0,Paine's Park,886,2.887717420000000,2.841037350415409,3.698701374830217,9.155324722725879
557,609,39.963110000000000,-75.179119999999998,0,0,Park Towne,980,3.687199170000000,1.371064355696650,1.784937356467765,4.418221276092191
558,609,39.963110000000000,-75.179119999999998,0,0,Philadelphia Museum of Art,51,24.683204270000001,1.461591045448735,1.902903363974897,4.710220276693013
559,609,39.963110000000000,-75.179119999999998,0,0,River Field,1000,6.861626730000000,4.946815402043305,6.440071641753473,15.940986076654518
560,609,39.963110000000000,-75.179119999999998,0,0,River Field Clubhouse,437,0.093892230000000,0.093892172696433,0.122236082984229,0.302568636703215
561,609,39.963110000000000,-75.179119999999998,0,0,Schuylkill Banks,2,17.745484919999999,5.012339025302345,6.524776492536159,16.150654372609104
562,609,39.963110000000000,-75.179119999999998,0,0,Von Colln Field,180,6.528407340000000,0.204414661491139,0.266124382621692,0.658732590880867
563,612,39.947980000000001,-75.172759999999997,0,0,Guard Box (Rittenhouse Square),935,0.002745230000000,0.002745254583968,0.003573293944266,0.008846832136762
564,612,39.947980000000001,-75.172759999999997,0,0,Rittenhouse Square,112,7.313901870000000,4.130345998162865,5.376168680346833,13.310425225516745
565,612,39.947980000000001,-75.172759999999997,0,0,Rittenhouse Square Maintenance Building,515,0.011128990000000,0.011129056108124,0.014485828623677,0.035864302292067
566,616,39.944310000000002,-75.155079999999998,0,0,South Street Community Garden,1327,0.205610960000000,0.043041648481177,0.056018589939404,0.138699270124805
567,616,39.944310000000002,-75.155079999999998,0,0,Starr Garden Playground,309,2.166848140000000,0.168570538710738,0.219394390428491,0.543209706899524
568,617,39.957870000000000,-75.175830000000005,0,0,Benjamin Franklin Parkway,1033,64.509472470000006,1.204780421564421,1.568442905639633,3.882629806110112
569,617,39.957870000000000,-75.175830000000005,0,0,Coxe Park,422,0.109275670000000,0.109275461183988,0.142250942825626,0.352137619148338
570,617,39.957870000000000,-75.175830000000005,0,0,Former BSA Building,1070,0.154628280000000,0.154628778628347,0.201296472203770,0.498302921982640
571,617,39.957870000000000,-75.175830000000005,0,0,Winter Street,1009,1.607994450000000,1.204818178978879,1.568442905639633,3.882629806110112
572,618,39.946849999999998,-75.144409999999993,1,0,I-95 Park,428,12.845365760000000,1.075704168379098,1.400029615102663,3.466277491888484
573,618,39.946849999999998,-75.144409999999993,1,0,Irish Memorial,1004,1.852460380000000,0.430243053359764,0.560000495120586,1.386482893464045
574,618,39.946849999999998,-75.144409999999993,1,0,Korean War Veteran's Memorial,1005,1.308608340000000,0.083118425907722,0.108181746214851,0.267842871245430
575,621,39.938850000000002,-75.174750000000003,0,1,"Charles H. Chew, Sr. Playground",290,2.798553960000000,2.798555227912646,3.642072123177505,9.018299486561556
576,621,39.938850000000002,-75.174750000000003,0,1,"Charles H. Chew, Sr. Playground Building",495,0.057040710000000,0.057040715462704,0.074233153222709,0.183812067678148
577,621,39.938850000000002,-75.174750000000003,0,1,"Charles H. Chew, Sr. Playground Garden",1351,0.025111020000000,0.025111036509415,0.032679673632574,0.080919617726988
578,627,39.934289999999997,-75.158869999999993,0,0,Dr. Nicola Capitolo Playground,236,4.091991230000000,4.091992833752294,5.325019389688798,13.186385634332554
579,627,39.934289999999997,-75.158869999999993,0,0,Dr. Nicola Capitolo Playground Building,490,0.102966830000000,0.102966740463455,0.133993616697742,0.331809402560435
580,627,39.934289999999997,-75.158869999999993,0,0,Dr. Nicola Capitolo Playground Community Garden,1334,0.191492940000000,0.191492514118083,0.249196149137430,0.617086301597268
581,628,39.939120000000003,-75.191659999999999,0,1,Donald P. Finnegan Recreation Center,291,2.802023940000000,2.510155584021244,3.266734214724855,8.088876829207043
582,628,39.939120000000003,-75.191659999999999,0,1,Donald P. Finnegan Recreation Center Building,494,0.039506230000000,0.026840497564511,0.034930251125093,0.086492037733147
583,629,39.997250000000001,-75.119330000000005,0,0,McPherson Square,183,6.391130050000000,0.251906788972974,0.328106899811049,0.811757486563401
584,632,39.952759999999998,-75.149929999999998,1,0,Ben-Gurion Place,1309,0.387166130000000,0.012762684459362,0.016612658518451,0.041127122459759
585,635,39.936489999999999,-75.148690000000002,0,0,Beck Park,421,0.074275520000000,0.054246143012725,0.070594743973080,0.174808770161349
586,635,39.936489999999999,-75.148690000000002,0,0,Mario Lanza Park,372,0.506920240000000,0.506920369505588,0.659704019388592,1.633578391385554
587,640,39.976579999999998,-75.152879999999996,0,0,11th & Cecil B. Moore Playground,210,5.181687050000000,0.607724961622508,0.791369910019975,1.958483006235636
588,640,39.976579999999998,-75.152879999999996,0,0,Marie Dendy Recreation Center,245,3.743164330000000,1.445025451502554,1.881604543116454,4.656596713484250
589,640,39.976579999999998,-75.152879999999996,0,0,Marie Dendy Recreation Center Building,573,0.067845940000000,0.067846014565846,0.088344836309519,0.218635884951065
590,640,39.976579999999998,-75.152879999999996,0,0,Yorktown & N Dondill Place,1361,0.100268630000000,0.005444163816195,0.007089055981629,0.017544002487942
591,640,39.976579999999998,-75.152879999999996,0,0,Yorktown & Queens Place,1362,0.129907820000000,0.129907972758242,0.169157559419270,0.418631288989207
592,640,39.976579999999998,-75.152879999999996,0,0,Yorktown Commons,1367,0.776314960000000,0.135355352589262,0.176246615400899,0.436175291477149
593,641,39.932020000000001,-75.160910000000001,1,0,Dr. Nicola Capitolo Playground,236,4.091991230000000,1.266311002926998,1.647884274953431,4.080801543499865
594,641,39.932020000000001,-75.160910000000001,1,0,South Philadelphia Older Adults Center,314,1.875232310000000,1.558180244716094,2.027638203584157,5.021219776540044
595,641,39.932020000000001,-75.160910000000001,1,0,South Philadelphia Older Adults Center Building,482,0.250605260000000,0.250605615252476,0.326109132090470,0.807572879850315
596,641,39.932020000000001,-75.160910000000001,1,0,South Philadelphia Older Adults Center Garden,1336,0.120736360000000,0.120736698838688,0.157112938246588,0.389072661621577
597,646,39.972830000000002,-75.146079999999998,0,0,Narcissa S. Cruz Recreation Center,219,4.809898730000000,4.808444437422903,6.261000508871451,15.495566297081778
598,646,39.972830000000002,-75.146079999999998,0,0,Narcissa S. Cruz Recreation Center Building,567,0.263751300000000,0.263751021452872,0.343424517564345,0.849953193969768
599,647,39.945110000000000,-75.141930000000002,1,0,Foglietta Plaza,313,2.056976600000000,2.056976607147389,2.677227599263037,6.628607046346147
600,647,39.945110000000000,-75.141930000000002,1,0,I-95 Park,428,12.845365760000000,5.619338281586331,7.313572116537910,18.107835015218239
601,647,39.945110000000000,-75.141930000000002,1,0,I-95 Park Electric Utilities Building 1,505,0.003206350000000,0.003206338764738,0.004173143592369,0.010332378550633
602,647,39.945110000000000,-75.141930000000002,1,0,I-95 Park Electric Utilities Building 2,506,0.003003090000000,0.003003131768174,0.003908664195889,0.009677548161315
603,647,39.945110000000000,-75.141930000000002,1,0,I-95 Park Electric Utilities Building 3,507,0.003059750000000,0.003059700189833,0.003982284331681,0.009859825884360
604,647,39.945110000000000,-75.141930000000002,1,0,I-95 Park Electric Utilities Building 4,508,0.003254730000000,0.003254682481016,0.004236064384328,0.010488165531560
605,647,39.945110000000000,-75.141930000000002,1,0,I-95 Park Electric Utilities Building 5,509,0.003091530000000,0.003091564929529,0.004023759816699,0.009962515955356
606,647,39.945110000000000,-75.141930000000002,1,0,I-95 Park Electric Utilities Building 6,510,0.003336400000000,0.003336484347021,0.004342528031283,0.010751761230552
607,647,39.945110000000000,-75.141930000000002,1,0,I-95 Park Toilet Building,511,0.041429900000000,0.041430074185860,0.053922663545386,0.133508315704310
608,647,39.945110000000000,-75.141930000000002,1,0,Korean War Veteran's Memorial,1005,1.308608340000000,1.308608291612391,1.703202732147872,4.216997327675525
609,647,39.945110000000000,-75.141930000000002,1,0,Vietnam Memorial,1006,1.979563150000000,1.749326178897769,2.276778755028298,5.637126893024012
610,648,39.963250000000002,-75.167820000000006,0,0,Matthias Baldwin Park,302,2.152068960000000,0.655986230869191,0.854000990011629,2.113888141561556
611,654,40.030600000000000,-75.187569999999994,0,0,Abraham Rittenhouse Home,648,0.042337370000000,0.042337431942632,0.055172696958950,0.136435156734530
612,654,40.030600000000000,-75.187569999999994,0,0,Historic RittenhouseTown,1179,12.479509390000000,5.729495563537149,7.466457742747118,18.463613137153256
613,654,40.030600000000000,-75.187569999999994,0,0,Saylor's Grove,1302,3.311342110000000,3.311342283344678,4.315208759327911,10.670969807025413
614,654,40.030600000000000,-75.187569999999994,0,0,Saylor's Grove Guard Box,859,0.002742260000000,0.002742225046113,0.003573586814839,0.008837031794000
615,654,40.030600000000000,-75.187569999999994,0,0,Wissahickon Valley Park,7,2084.101325730000099,23.153522037513682,30.182691877232180,74.638009811339728
616,657,39.938519999999997,-75.151499999999999,0,0,Weccacoe Playground,269,0.903741930000000,0.903742407436736,1.176137054699234,2.912300041890203
617,657,39.938519999999997,-75.151499999999999,0,0,Weccacoe Playground Building,496,0.062378930000000,0.062378962087900,0.081180231716251,0.201015001851422
618,659,39.925500000000000,-75.188119999999998,0,1,Smith Playground,111,7.590754960000000,7.590755240419078,9.876844487980378,24.461195443086513
619,659,39.925500000000000,-75.188119999999998,0,1,Smith Playground Building,474,0.100445990000000,0.100446019695372,0.130697164846407,0.323687276544229
620,665,39.948729999999998,-75.172600000000003,0,0,Guard Box (Rittenhouse Square),935,0.002745230000000,0.002745254583968,0.003573293944266,0.008846736627297
621,665,39.948729999999998,-75.172600000000003,0,0,Rittenhouse Square,112,7.313901870000000,7.185305005233185,9.352584927523251,23.155065586194347
622,665,39.948729999999998,-75.172600000000003,0,0,Rittenhouse Square Maintenance Building,515,0.011128990000000,0.011129056108124,0.014485828623677,0.035863915104852
623,668,39.947319999999998,-75.179320000000004,0,0,Fitler Square,358,0.720029610000000,0.720029604986772,0.937183661511568,2.320320048555641
624,668,39.947319999999998,-75.179320000000004,0,0,Fitler Square Building,1340,0.002619720000000,0.002619747932130,0.003409846750939,0.008442246812056
625,672,39.948169999999998,-75.221260000000001,0,0,Cedar Park,347,0.838993540000000,0.838993334401575,1.092036189782162,2.703677620542378
626,673,39.957839999999997,-75.164180000000002,1,0,Vine Street Park,1372,11.868121490000000,2.652006735250777,3.452321682205243,8.546114675468914
627,676,39.960850000000001,-75.143400000000000,0,0,Madison War Memorial,417,0.141197930000000,0.103695178434357,0.134994778567938,0.334160881103562
628,676,39.960850000000001,-75.143400000000000,0,0,Northern Liberties Recreation Center,1007,0.654731000000000,0.090552479866310,0.117888518420446,0.291816702877470
629,676,39.960850000000001,-75.143400000000000,0,0,Northern Liberties Recreation Center Building,439,0.253581630000000,0.003976694848751,0.005177183563711,0.012815401007632
630,678,39.984229999999997,-75.099029999999999,1,1,Rev. M. Monkiewicz Recreation Center,229,9.556990930000000,3.771341356499663,4.911254998800416,12.153038766003759
631,678,39.984229999999997,-75.099029999999999,1,1,Rev. M. Monkiewicz Recreation Center Building,616,0.104188690000000,0.104188929943210,0.135682181278031,0.335749377568588
632,680,39.967390000000002,-75.128919999999994,0,0,Penn Treaty Park,167,8.160449190000000,6.673981206891248,8.689158589506119,21.506782546318817
633,682,39.947749999999999,-75.160809999999998,1,0,Sartain Garden,1326,0.084075770000000,0.084075902166412,0.109432273539620,0.270935495958375
634,684,39.943539999999999,-75.246650000000002,0,0,61st & Cobbs Creek,333,6.689912150000000,2.649586034746220,3.448577334488669,8.538601810691256
635,684,39.943539999999999,-75.246650000000002,0,0,Cobbs Creek Park,1165,729.252538899999990,11.110393883698293,14.463788209200377,35.812022238105030
636,684,39.943539999999999,-75.246650000000002,0,0,Robert Wilson III Park,36,1.161171130000000,1.161172183241889,1.511275947934538,3.741886086310235
637,685,39.959110000000003,-75.158310000000000,0,1,Vine Street Park,1372,11.868121490000000,0.142461477930112,0.185453092030184,0.459074942449354
638,686,39.955399999999997,-75.171130000000005,1,0,Benjamin Franklin Parkway,1033,64.509472470000006,0.010314388955852,0.013427783099934,0.033241225606589
639,686,39.955399999999997,-75.171130000000005,1,0,Logan Square,1024,9.209228050000000,0.010314849462235,0.013427783099934,0.033241225606589
640,689,40.030119999999997,-75.035169999999994,0,0,Russo Park Playground,137,12.462940059999999,7.317550997700566,9.536000954645960,23.581494976840002
641,689,40.030119999999997,-75.035169999999994,0,0,Russo Park Playground Building 2,1081,0.056403430000000,0.056403228567227,0.073502999704056,0.181764937582080
642,696,39.940939999999998,-75.150850000000005,0,0,Edward Shippen Plaza/Bainbridge Green,391,0.348398460000000,0.279779180560724,0.364120790491775,0.901588794278402
643,697,39.962499999999999,-75.173180000000002,1,0,Barnes Foundation Museum,203,5.387681140000000,1.840283775364236,2.395749857092319,5.930205961988121
644,697,39.962499999999999,-75.173180000000002,1,0,Barnes Museum Building,1111,0.909827730000000,0.265554357220647,0.345708747114421,0.855733776704711
645,697,39.962499999999999,-75.173180000000002,1,0,Benjamin Franklin Parkway,1033,64.509472470000006,8.016205553601155,10.435893965116591,25.831995952082188
646,697,39.962499999999999,-75.173180000000002,1,0,Benjamin Franklin Parkway Medians,133,13.931207640000000,0.259663710590085,0.338051272696297,0.836779210010822
647,697,39.962499999999999,-75.173180000000002,1,0,Rodin Museum,240,4.190618850000000,4.157858897359533,5.412951107125900,13.398692201692267
648,697,39.962499999999999,-75.173180000000002,1,0,Rodin Museum Building,436,0.142317950000000,0.142317937713692,0.185278694745912,0.458620843473661
649,697,39.962499999999999,-75.173180000000002,1,0,Von Colln Field,180,6.528407340000000,1.760238687773690,2.291628353042066,5.672473727438651
650,703,39.947899999999997,-75.152670000000001,1,0,Guard Box (Washington Square),934,0.003642670000000,0.003642620524525,0.004741131758725,0.011738202223408
651,703,39.947899999999997,-75.152670000000001,1,0,Washington Square,117,7.188231450000000,7.101764119566480,9.243513632660665,22.885302032645018
652,703,39.947899999999997,-75.152670000000001,1,0,Washington Square Maintenance Building,513,0.004307580000000,0.004307611977940,0.005606723139412,0.013881253120619
653,704,39.955570000000002,-75.180480000000003,1,1,Schuylkill Banks,2,17.745484919999999,1.282920969071771,1.670033199774685,4.134249788736570
654,708,39.938659999999999,-75.173159999999996,0,1,"Charles H. Chew, Sr. Playground",290,2.798553960000000,2.798555227912645,3.642072123177505,9.018323881767806
655,708,39.938659999999999,-75.173159999999996,0,1,"Charles H. Chew, Sr. Playground Building",495,0.057040710000000,0.057040715462704,0.074233153222709,0.183812564904184
656,708,39.938659999999999,-75.173159999999996,0,1,"Charles H. Chew, Sr. Playground Garden",1351,0.025111020000000,0.025111036509415,0.032679673632574,0.080919836620890
657,709,39.949390000000001,-75.174070000000000,0,0,Guard Box (Rittenhouse Square),935,0.002745230000000,0.002745254583968,0.003573293944266,0.008846652438471
658,709,39.949390000000001,-75.174070000000000,0,0,Rittenhouse Square,112,7.313901870000000,3.939593942209699,5.127880708979951,12.695451056043744
659,709,39.949390000000001,-75.174070000000000,0,0,Rittenhouse Square Maintenance Building,515,0.011128990000000,0.011129056108124,0.014485828623677,0.035863573810536
660,710,39.940359999999998,-75.236609999999999,0,0,Cobbs Creek Park,1165,729.252538899999990,14.191175092506041,18.474426120828319,45.744367598088395
661,710,39.940359999999998,-75.236609999999999,0,0,Whitby Avenue Playground,31,4.631945410000000,3.525711075946011,4.588547709990639,11.361663513354504
662,718,39.945340000000002,-75.151619999999994,0,0,Guard Box (Washington Square),934,0.003642670000000,0.003642620524525,0.004741131758725,0.011738634464161
663,718,39.945340000000002,-75.151619999999994,0,0,Washington Square,117,7.188231450000000,3.316207865992983,4.316309596032299,10.686811327005726
664,719,39.980110000000003,-75.116150000000005,0,1,Frederick Cione Playground,222,4.752239390000000,1.351393042454837,1.759822404839905,4.354988436836951
665,719,39.980110000000003,-75.116150000000005,0,1,Frederick Cione Playground Building,598,0.111465080000000,0.034262903260037,0.044618380014871,0.110415987716009
666,723,39.949919999999999,-75.143739999999994,0,0,Christ Church Park,387,0.132027210000000,0.132026833504217,0.171853474887306,0.425466378916929
667,724,40.035260000000001,-75.069980000000001,1,0,Max Myers Playground,138,12.370387300000001,0.029891597739464,0.038958513029862,0.096333033067028
668,726,39.950159999999997,-75.249369999999999,0,0,Cobbs Creek Environmental Education Center,1301,2.223073630000000,0.802862506020632,1.045063545652577,2.587308139700435
669,726,39.950159999999997,-75.249369999999999,0,0,Cobbs Creek Park,1165,729.252538899999990,14.621600669189355,19.034764885244659,47.125174664976683
670,726,39.950159999999997,-75.249369999999999,0,0,Rufus O. Williams Memorial Playground,37,4.222527340000000,4.222525167069764,5.496232358454503,13.607255537589797
671,729,39.949080000000002,-75.212900000000005,0,0,Clarence H Clark Park,141,12.034016060000001,0.513299438869704,0.668111204258620,1.654096842387396
672,730,39.947710000000001,-75.151100000000000,1,0,Guard Box (Washington Square),934,0.003642670000000,0.003642620524525,0.004741131758725,0.011738234074500
673,730,39.947710000000001,-75.151100000000000,1,0,Washington Square,117,7.188231450000000,6.525281907875232,8.493175956973442,21.027655946366391
674,730,39.947710000000001,-75.151100000000000,1,0,Washington Square Maintenance Building,513,0.004307580000000,0.004307611977940,0.005606723139412,0.013881290786785
675,731,39.990229999999997,-75.186729999999997,0,0,East Fairmount Park,24,659.240958959999944,15.648334285446511,20.378646381053770,50.423177202201408
676,731,39.990229999999997,-75.186729999999997,0,0,Joseph E. Mander Playground,57,22.259878960000002,14.042992398972503,18.289730545757678,45.254542772117496
677,731,39.990229999999997,-75.186729999999997,0,0,Joseph E. Mander Playground Building,630,0.156502690000000,0.156502388178654,0.203826827821515,0.504331645273655
678,731,39.990229999999997,-75.186729999999997,0,0,Joseph E. Mander Playground Pool Building,631,0.034960770000000,0.034960896170982,0.045532773218281,0.112662394231816
679,732,39.939290000000000,-75.178240000000002,0,1,Julian Abele Park,399,0.286051990000000,0.121287251873560,0.157850832119483,0.390859093432120
680,734,39.933630000000001,-75.145690000000002,0,0,I-95 Park,428,12.845365760000000,0.471783719931867,0.614026792164607,1.520533645990478
681,734,39.933630000000001,-75.145690000000002,0,0,Mummers Museum,404,0.249968430000000,0.249968505673212,0.325289055774339,0.805523407592221
682,734,39.933630000000001,-75.145690000000002,0,0,Mummers Museum Building,1231,0.145994110000000,0.145993808548466,0.189984635537442,0.470464862840182
683,734,39.933630000000001,-75.145690000000002,0,0,Rizzo Ice Rink,250,1.278129410000000,1.278130294695805,1.663243083926490,4.118740587288928
684,734,39.933630000000001,-75.145690000000002,0,0,Rizzo Ice Rink House,488,0.316672230000000,0.316671738054903,0.412089324260975,1.020469612544717
685,734,39.933630000000001,-75.145690000000002,0,0,Shot Tower Playground,330,1.438159320000000,1.438158983245086,1.871546596186147,4.634569054402283
686,734,39.933630000000001,-75.145690000000002,0,0,Shot Tower Recreation Center Building,492,0.164358910000000,0.164359267594960,0.213888248425659,0.529658123005810
687,736,39.996139999999997,-75.147080000000003,0,0,12th & Cambria Playground,308,2.337383580000000,1.197047249259247,1.559193695551485,3.857606781481192
688,744,39.957140000000003,-75.151100000000000,0,0,Franklin Square,119,7.164952180000000,4.446127807626075,5.787723753192360,14.327472888518777
689,744,39.957140000000003,-75.151100000000000,0,0,Franklin Square Carousel Booth,1101,0.000718120000000,0.000718139976333,0.000934838110321,0.002314185723426
690,744,39.957140000000003,-75.151100000000000,0,0,Franklin Square Maintenance Building & Restooms,521,0.016219830000000,0.015053940885315,0.019596349660085,0.048510637418371
691,744,39.957140000000003,-75.151100000000000,0,0,Franklin Square Mini Golf Building 1,1102,0.014466980000000,0.014467074519526,0.018832521816589,0.046619786509470
692,744,39.957140000000003,-75.151100000000000,0,0,Franklin Square Mini Golf Building 2,1103,0.014427660000000,0.014427725021543,0.018781290712848,0.046492964241995
693,744,39.957140000000003,-75.151100000000000,0,0,Franklin Square Shed,1105,0.002661590000000,0.002661630183559,0.003464790627697,0.008577066891858
694,744,39.957140000000003,-75.151100000000000,0,0,Franklin Square Storage Facility,520,0.008021830000000,0.000062128706305,0.000080875453770,0.000200206665114
695,744,39.957140000000003,-75.151100000000000,0,0,Pavillion in Franklin Square,1104,0.047425010000000,0.047425037182539,0.061735705743857,0.152826342102249
696,744,39.957140000000003,-75.151100000000000,0,0,SquareBurger,1106,0.014435250000000,0.014435339622900,0.018791138568734,0.046517342545839
697,744,39.957140000000003,-75.151100000000000,0,0,Vine Street Park,1372,11.868121490000000,0.246505228433686,0.320894865607533,0.794373173826909
698,747,39.960599999999999,-75.170000000000002,1,0,Barnes Foundation Museum,203,5.387681140000000,1.470261656751324,1.914041302327485,4.737961138270317
699,747,39.960599999999999,-75.170000000000002,1,0,Barnes Museum Building,1111,0.909827730000000,0.046518772393501,0.060559904532448,0.149908193654542
700,747,39.960599999999999,-75.170000000000002,1,0,Benjamin Franklin Parkway,1033,64.509472470000006,1.877360051636777,2.444040425638269,6.049905267433204
701,747,39.960599999999999,-75.170000000000002,1,0,Galusha Pennypacker Park,1151,1.154618500000000,0.218883336236940,0.284942818026524,0.705339010604021
702,747,39.960599999999999,-75.170000000000002,1,0,Logan Square,1024,9.209228050000000,0.417502061964045,0.543500625225187,1.345365347033651
703,747,39.960599999999999,-75.170000000000002,1,0,Matthias Baldwin Park,302,2.152068960000000,2.146732742164376,2.794741415028777,6.918020107413227
704,747,39.960599999999999,-75.170000000000002,1,0,Shakespeare Park,1152,1.183946240000000,0.198614567613252,0.258557807198664,0.640026336429630
705,750,39.949800000000003,-75.207149999999999,0,0,Clarence H Clark Park,141,12.034016060000001,0.104564914301286,0.136101825809252,0.336954792385877
706,756,39.979340000000001,-75.138760000000005,0,0,3rd & Norris Playground,1318,0.232810310000000,0.101676316872125,0.132406018473225,0.327665495013106
707,771,39.962949999999999,-75.140960000000007,0,0,Northern Liberties Recreation Center,1007,0.654731000000000,0.099032167459777,0.128928059342329,0.319133896932956
708,772,39.932209999999998,-75.152889999999999,0,0,Gold Star Park,272,0.882945930000000,0.225110996700938,0.292939078740106,0.725428929156867
709,772,39.932209999999998,-75.152889999999999,0,0,Manton Street Park,430,0.061390290000000,0.061390041869683,0.079887422255589,0.197831738357414
710,772,39.932209999999998,-75.152889999999999,0,0,Manton Street Park Community Garden,1335,0.015563100000000,0.015563170745231,0.020252503143840,0.050152925077697
711,772,39.932209999999998,-75.152889999999999,0,0,Sacks Playground,247,3.738516020000000,1.305947632551697,1.699467029107363,4.208528791600824
712,772,39.932209999999998,-75.152889999999999,0,0,Sacks Playground Shed,1128,0.002921150000000,0.002921121324325,0.003801312277611,0.009413499580863
713,779,39.957189999999997,-75.158730000000006,1,0,Vine Street Park,1372,11.868121490000000,0.721783456036212,0.939601186531384,2.325975229218209
714,780,40.035380000000004,-75.069609999999997,1,0,Max Myers Playground,138,12.370387300000001,0.230999908027660,0.301068313752634,0.744452765988521
715,782,39.950679999999998,-75.168930000000003,1,0,Rittenhouse Square,112,7.313901870000000,0.288849999414360,0.375974874952461,0.930809936613960
716,785,39.954639999999998,-75.149510000000006,1,0,Franklin Square,119,7.164952180000000,6.171541175223981,8.033771632111517,19.888266570530345
717,785,39.954639999999998,-75.149510000000006,1,0,Franklin Square Carousel Booth,1101,0.000718120000000,0.000718139976333,0.000934838110321,0.002314269111662
718,785,39.954639999999998,-75.149510000000006,1,0,Franklin Square Maintenance Building & Restooms,521,0.016219830000000,0.016219852385940,0.021114065825774,0.052269617405137
719,785,39.954639999999998,-75.149510000000006,1,0,Franklin Square Mini Golf Building 1,1102,0.014466980000000,0.014467074519526,0.018832521816589,0.046621466384053
720,785,39.954639999999998,-75.149510000000006,1,0,Franklin Square Mini Golf Building 2,1103,0.014427660000000,0.014427725021543,0.018781290712848,0.046494639546727
721,785,39.954639999999998,-75.149510000000006,1,0,Franklin Square Storage Facility,520,0.008021830000000,0.008021877297419,0.010442402636330,0.025851031965861
722,785,39.954639999999998,-75.149510000000006,1,0,SquareBurger,1106,0.014435250000000,0.014435339622900,0.018791138568734,0.046519018729007
723,785,39.954639999999998,-75.149510000000006,1,0,Vine Street Park,1372,11.868121490000000,0.319966157652812,0.416524622262036,1.031141175039793
724,786,39.974679999999999,-75.199340000000007,0,1,Clayborne & Lewis Playground,368,0.590677080000000,0.590676327993796,0.769110871487980,1.903448376920795
725,786,39.974679999999999,-75.199340000000007,0,1,Clayborne & Lewis Playground Building,965,0.043083000000000,0.043082988935542,0.056097685254466,0.138834402041468
726,786,39.974679999999999,-75.199340000000007,0,1,Philadelphia Zoological Gardens,91,54.761651510000000,5.749715452632540,7.486444736519489,18.527967307322044
727,786,39.974679999999999,-75.199340000000007,0,1,West Fairmount Park,8,1395.358889650000037,16.041559371646180,20.892359514620445,51.705845388991548
