OBJECTID,Row_Labels,Average_of,Average__1,comm,ind,OBJECTID_1,NAME,Acres,Acres_1,AREA,PERCENTAGE
153,432,33.752640000000000,-84.384159999999994,1,0,1481,Hurt Park,1.860000000000000,0.933261421400161,0.935689709320221,3.015838663227243
154,437,33.759709999999998,-84.389070000000004,1,0,1489,Walton Spring Park,0.180000000000000,0.179999853410285,0.184273745003857,0.593935819752911
155,442,33.773840000000000,-84.348960000000005,0,0,1359,Springdale Park,5.240000000000000,1.382487687007076,1.382943163786483,4.457402563946376
156,444,33.682870000000001,-84.506360000000001,0,0,1621,Coventry Station CE,16.120000000000001,2.263210956933904,2.262761350311833,7.293042143390821
157,446,33.786479999999997,-84.378140000000002,0,0,1332,Piedmont Park,193.490000000000009,11.213401408287400,11.213570454571764,36.142684140115641
158,448,33.740139999999997,-84.345370000000003,0,0,1482,Brownwood Park,12.660000000000000,0.412149145352357,0.412039224394307,1.328055494354208
159,450,33.771129999999999,-84.367699999999999,0,0,1452,Historic Fourth Ward Park,18.510000000000002,0.098503401541282,0.098510564639473,0.317511678855897
160,451,33.759270000000001,-84.389439999999993,1,0,1489,Walton Spring Park,0.180000000000000,0.179999853410285,0.184273745003857,0.593935780808408
161,453,33.791660000000000,-84.374219999999994,0,0,1332,Piedmont Park,193.490000000000009,14.450790610009854,14.451008461165790,46.577350423181159
162,453,33.791660000000000,-84.374219999999994,0,0,1414,McClatchey Park,4.910000000000000,0.085862772334031,0.085853563305802,0.276716432207425
163,453,33.791660000000000,-84.374219999999994,0,0,1418,Prado-Piedmont Beauty Spot,0.120000000000000,0.120000000001302,0.117485856438361,0.378671143941442
164,453,33.791660000000000,-84.374219999999994,0,0,1419,Westminster Park,0.010000000000000,0.009999999999903,0.012217922805755,0.039379844908147
165,454,33.781509999999997,-84.399150000000006,0,0,1462,Home Park,1.690000000000000,1.690000421176614,1.689522306280984,5.445522526192085
166,458,33.753700000000002,-84.390270000000001,1,0,1298,Marietta Street Island,0.170000000000000,0.095260088953427,0.096657043990437,0.311536913117513
