OBJECTID,Row_Labels,Average_of,Average__1,Comm,ACRES,SITE_NAME,OBJECTID_1,ACRES_1,AREA,PERCENTAGE
1914,351,42.337960000000002,-71.108310000000003,0,0.501509880000000,Beth Israel/Deaconess Plaza,8234,0.501510503831620,0.676692266740540,0.403940935819623
1915,351,42.337960000000002,-71.108310000000003,0,1.370000000000000,Windsor School Athletic Field,8757,1.369998562283133,1.852929882904258,1.106077707247500
1916,351,42.337960000000002,-71.108310000000003,0,1.712231310000000,Harvard Medical School Quadrangle,8160,0.158015820334668,0.213202968584133,0.127268199863169
1917,351,42.337960000000002,-71.108310000000003,0,1.920000000000000,Riverway IV,8507,0.394441187548912,0.532781920255344,0.318035890216900
1918,351,42.337960000000002,-71.108310000000003,0,2.360000000000000,Riverway II,8525,0.601502758314289,0.812731413394526,0.485147390966810
1919,351,42.337960000000002,-71.108310000000003,0,5.300000000000000,Riverway III,8506,3.600717965309222,4.855142800259625,2.898202067124766
1920,351,42.337960000000002,-71.108310000000003,0,17.180000000000000,Riverway I,8505,6.243129482476713,8.426466160836064,5.030048064618417
1921,352,42.298240000000000,-71.057050000000004,0,0.010000000000000,Scalia Square,8458,0.009999913720121,0.011901694089859,0.007108951423190
1922,352,42.298240000000000,-71.057050000000004,0,5.726272820000000,Doherty/Gibson Playground,8068,2.201015006277558,2.967916176917212,1.772753674435476
1923,353,42.274340000000002,-71.109189999999998,0,0.960000000000000,Mattahunt School Woods,8412,0.028365499865608,0.118629232057178,0.070884422630517
1924,353,42.274340000000002,-71.109189999999998,0,1.020000000000000,Mattahunt Woods Buffer,8411,1.019999317074248,1.383752509299194,0.826832442428069
1925,353,42.274340000000002,-71.109189999999998,0,1.030000000000000,Pendergast Entrance,8550,1.029999817785416,1.391695391959345,0.831578546247703
1926,353,42.274340000000002,-71.109189999999998,0,3.310000000000000,Mattahunt Schoolyard,8413,2.066322354132932,2.769459503147813,1.654832746321848
1927,353,42.274340000000002,-71.109189999999998,0,3.570000000000000,Mattahunt Woods III,8386,1.027226320262190,1.382972305139089,0.826366247709754
1928,353,42.274340000000002,-71.109189999999998,0,3.740000000000000,Mattahunt Woods II,8410,2.478373101433033,3.336253546506089,1.993508701793793
1929,353,42.274340000000002,-71.109189999999998,0,5.651440640000000,Harvard-Livermore Tract,8312,5.651440675672835,8.025497565077785,4.795468632461223
1930,353,42.274340000000002,-71.109189999999998,0,6.010000000000000,Mattahunt Woods I,8444,3.267141996538625,4.406526513306215,2.633027983787553
1931,353,42.274340000000002,-71.109189999999998,0,6.812379460000000,Prendergast Preventorium,8790,6.812379236477826,8.799574325027736,5.258002050652002
1932,353,42.274340000000002,-71.109189999999998,0,10.406848660000000,Oak Lawn Cemetery,7955,8.990025384460049,7.078081004578722,4.229359632875036
1933,353,42.274340000000002,-71.109189999999998,0,22.920000000000002,Oak Lawn Golf Range,7971,14.552856778930121,19.617239886142180,11.721872415589003
1934,353,42.274340000000002,-71.109189999999998,0,47.229999999999997,Calvary Cemetery,8786,22.945924830361740,30.933054693465358,18.483401469611284
1935,354,42.340350000000001,-71.151240000000001,0,0.160000000000000,Shubow Park II,8591,0.160000203118865,0.209907727208081,0.125296464961502
1936,354,42.340350000000001,-71.151240000000001,0,0.390156540000000,Euston Path Rock,7837,0.209866309944438,0.280870766224525,0.167655162518508
1937,354,42.340350000000001,-71.151240000000001,0,0.570000000000000,Shubow Park I,8590,0.570000302330621,0.771318322855784,0.460409249813189
1938,354,42.340350000000001,-71.151240000000001,0,5.527804080000000,Commonwealth Avenue Outbound,8175,0.947744629688813,1.278937353405740,0.763413197886261
1939,354,42.340350000000001,-71.151240000000001,0,6.966953060000000,Reilly Playground,7830,2.491300354195567,3.361390025543817,2.006454422423371
1940,354,42.340350000000001,-71.151240000000001,0,115.802331769999995,Chestnut Hill Reservoir,8174,0.936450751436191,1.263489727147428,0.754192322657146
1941,355,42.328609999999998,-71.082750000000004,1,0.111240600000000,Winthrop Street Garden,8051,0.111240341846256,0.150067049917712,0.089593318635073
1942,355,42.328609999999998,-71.082750000000004,1,0.150000000000000,Phyllis Wheatley/Warren Place,8345,0.150000174841827,0.200459266793152,0.119678576829491
1943,355,42.328609999999998,-71.082750000000004,1,0.220000000000000,Boston Evening Academy Garden,8344,0.219999932949713,0.291416611440653,0.173982105589951
1944,355,42.328609999999998,-71.082750000000004,1,0.313331340000000,Mt. Pleasant Play Area,8614,0.313331344053923,0.537649803963890,0.320988719555926
1945,355,42.328609999999998,-71.082750000000004,1,0.384893310000000,St James Street Park,8022,0.384893207652731,0.530065845719444,0.316460930225207
1946,355,42.328609999999998,-71.082750000000004,1,0.530000000000000,Justice Gourdin Park I,8664,0.530000117192626,0.680529737062056,0.406291171890674
1947,355,42.328609999999998,-71.082750000000004,1,0.800774880000000,Eliot Burying Ground,8582,0.502357690955007,0.671684404993769,0.401010314734746
1948,355,42.328609999999998,-71.082750000000004,1,0.815125140000000,Boys Club Park,8163,0.815125025745734,1.099645441744533,0.656512435620258
1949,356,42.271320000000003,-71.104740000000007,0,0.960000000000000,Mattahunt School Woods,8412,0.165887594790136,0.693769475983255,0.414567046514338
1950,356,42.271320000000003,-71.104740000000007,0,1.020000000000000,Mattahunt Woods Buffer,8411,1.019999317074248,1.383752509299194,0.826871476399196
1951,356,42.271320000000003,-71.104740000000007,0,3.310000000000000,Mattahunt Schoolyard,8413,0.157750593278508,0.211430650599381,0.126341938346832
1952,356,42.271320000000003,-71.104740000000007,0,3.570000000000000,Mattahunt Woods III,8386,3.139473884268041,4.226727206076591,2.525711889762160
1953,356,42.271320000000003,-71.104740000000007,0,3.740000000000000,Mattahunt Woods II,8410,3.047483040708744,4.102358961450515,2.451394731628715
1954,356,42.271320000000003,-71.104740000000007,0,5.651440640000000,Harvard-Livermore Tract,8312,0.177493936120096,0.252055579080870,0.150617662774687
1955,356,42.271320000000003,-71.104740000000007,0,6.010000000000000,Mattahunt Woods I,8444,6.009995304849196,8.105923673878115,4.843754234052534
1956,357,42.282660000000000,-71.055769999999995,1,1.311939640000000,Martin/Hilltop Playground,8079,0.635503257902509,0.857961918321091,0.512590564955139
1957,357,42.282660000000000,-71.055769999999995,1,54.217449989999999,Cedar Grove Cemetery,8213,8.468371756179351,11.407651663962090,6.815517666197109
1958,358,42.291159999999998,-71.075190000000006,0,0.102924100000000,Spencer Street Garden,8570,0.102924007149734,0.139681450366017,0.083441788470540
1959,358,42.291159999999998,-71.075190000000006,0,0.154809320000000,Wheatland Avenue Victory Garden,8096,0.154809625263171,0.208734520232112,0.124692159467618
1960,358,42.291159999999998,-71.075190000000006,0,0.234840210000000,Elmhurst Street Park,8565,0.234840412611126,0.316620843225016,0.189140428858072
1961,358,42.291159999999998,-71.075190000000006,0,0.339182220000000,Codman Square,8104,0.339181876343165,0.457312765335972,0.273185844863805
1962,358,42.291159999999998,-71.075190000000006,0,1.371399830000000,Nightingale Garden,8080,0.150613836492086,0.203084023596717,0.121316710946941
1963,358,42.291159999999998,-71.075190000000006,0,2.625227840000000,Codman Burying Ground,8073,2.625227526007034,3.539499358451509,2.114397838693818
1964,358,42.291159999999998,-71.075190000000006,0,10.621638050000000,St Mary's Cemetery,8801,3.783828116992606,5.044035744150402,3.013165760366695
1965,359,42.271210000000004,-71.092410000000001,0,1.182371300000000,Woodhaven,7992,1.182372346564222,1.647737572517637,0.984619410918970
1966,359,42.271210000000004,-71.092410000000001,0,1.200000000000000,Woodhaven Street Lot,8481,1.199999958995227,1.620989531831397,0.968635894791775
1967,359,42.271210000000004,-71.092410000000001,0,10.305758100000000,Gladeside I,7993,0.708195044701203,0.953082444892066,0.569522411273894
1968,359,42.271210000000004,-71.092410000000001,0,17.045617119999999,Hunt Playground,8758,1.179329306528949,1.694151891702653,1.012354676762504
1969,359,42.271210000000004,-71.092410000000001,0,183.319999999999993,Neponset River Reservation I,8766,4.056699297603064,5.471698306868654,3.269659230628289
1970,362,42.345880000000001,-71.141300000000001,0,0.350383990000000,Commonwealth Tenants Association CG,8360,0.350384197374199,0.472823979546136,0.282209901522582
1971,362,42.345880000000001,-71.141300000000001,0,0.450000000000000,Brian Honan Park,8403,0.449999997165356,1.300291399740818,0.776092422858412
1972,362,42.345880000000001,-71.141300000000001,0,4.860000000000000,St. Elizabeth's Hospital Campus,8405,0.407261020484751,0.549983045820733,0.328263091371013
1973,362,42.345880000000001,-71.141300000000001,0,5.104860270000000,Fidelis Way Park,8799,5.103902729157284,6.615475339734625,3.948515144988351
1974,362,42.345880000000001,-71.141300000000001,0,5.527804080000000,Commonwealth Avenue Outbound,8175,2.276158201789072,3.071569761872158,1.833298304476332
1975,363,42.347310000000000,-71.075909999999993,1,0.050946060000000,Harcourt/West Canton Garden,8184,0.050946110683323,0.105667574210035,0.063067374740184
1976,363,42.347310000000000,-71.075909999999993,1,0.052125540000000,Warren & Clarendon Streets Garden,8125,0.052125648781662,0.070339940097501,0.041982182277730
1977,363,42.347310000000000,-71.075909999999993,1,0.060163410000000,Childe Hassam Park,8242,0.060163340655423,0.081860889538984,0.048858426397278
1978,363,42.347310000000000,-71.075909999999993,1,0.087036200000000,Follen Garden,8224,0.087036122547012,0.129448928951878,0.077261204990815
1979,363,42.347310000000000,-71.075909999999993,1,0.092179660000000,Braddock Park,8185,0.005458622042147,0.007365970188128,0.004396357214147
1980,363,42.347310000000000,-71.075909999999993,1,0.170000000000000,Dartmouth Square,8435,0.169999852999799,0.228048373600866,0.136109987801816
1981,363,42.347310000000000,-71.075909999999993,1,0.190000000000000,BPL Courtyard,8436,0.190000136395415,0.251937280799205,0.150368010413526
1982,363,42.347310000000000,-71.075909999999993,1,0.270000000000000,Frieda Garcia Park,8639,0.269999960213246,0.361388963028357,0.215693918675305
1983,363,42.347310000000000,-71.075909999999993,1,0.283680060000000,Hayes Park,8105,0.178520775369902,0.233670455500640,0.139465510521475
1984,363,42.347310000000000,-71.075909999999993,1,0.289326010000000,Copley Place Plaza,8258,0.289326524067405,0.390444204536672,0.233035452424619
1985,363,42.347310000000000,-71.075909999999993,1,0.530000000000000,Tent City Courtyards,8438,0.529999166645982,0.710871948402628,0.424281790297178
1986,363,42.347310000000000,-71.075909999999993,1,0.998565380000000,Dartmouth Street Mall,8167,0.190392549408645,0.259023095179164,0.154597157473833
1987,363,42.347310000000000,-71.075909999999993,1,1.062659100000000,Prudential Center Plaza I,7865,0.001344814305905,0.001814832089902,0.001083177089661
1988,363,42.347310000000000,-71.075909999999993,1,1.854288210000000,Copley Square Park,7864,1.854288010244138,2.502416107736146,1.493559548445480
1989,363,42.347310000000000,-71.075909999999993,1,47.680000000000000,Southwest Corridor Park,8789,2.781220635589640,3.814092404857107,2.276429612292266
1990,364,42.334479999999999,-71.089460000000003,0,0.150000000000000,Alice Taylor Homes Playlots,8694,0.150000149567779,0.202477262685912,0.120872245781798
1991,364,42.334479999999999,-71.089460000000003,0,0.177544670000000,Southwest Corridor Park Extension,8461,0.177544851055605,0.239544767243707,0.143000323087830
1992,364,42.334479999999999,-71.089460000000003,0,0.275502830000000,Whittier Playground,8015,0.275502932518678,0.371708384071274,0.221897642049386
1993,364,42.334479999999999,-71.089460000000003,0,0.276802730000000,United Nbhd of Lower Roxbury CG,8190,0.276803299778372,0.386835402478928,0.230927972974750
1994,364,42.334479999999999,-71.089460000000003,0,0.280000000000000,Schroeder Plaza,8460,0.280000547996277,0.371551158409389,0.221803783516361
1995,364,42.334479999999999,-71.089460000000003,0,2.810000000000000,Roxbury Heritage State Park I,8581,0.227525700615571,0.307712146236911,0.183693999398286
1996,364,42.334479999999999,-71.089460000000003,0,3.043534610000000,Melnea Cass Boulevard I,8685,0.407730546956082,0.791836559250251,0.472700301945404
1997,364,42.334479999999999,-71.089460000000003,0,9.605648240000001,Madison Park H.S. Athletic Fields,8052,8.893078089581536,11.998274474492710,7.162574019424754
1998,364,42.334479999999999,-71.089460000000003,0,47.680000000000000,Southwest Corridor Park,8789,7.559945117049451,10.367508741701027,6.189060678461137
1999,365,42.352849999999997,-71.073849999999993,0,0.332354360000000,Clarendon Street Playlot,7866,0.332354523768952,0.437120499275449,0.260871403921843
2000,365,42.352849999999997,-71.073849999999993,0,0.998565380000000,Dartmouth Street Mall,8167,0.435426666895104,0.592384330862871,0.353532109131580
2001,365,42.352849999999997,-71.073849999999993,0,1.854288210000000,Copley Square Park,7864,1.204918596079864,1.626073019230755,0.970432528580299
2002,365,42.352849999999997,-71.073849999999993,0,10.869999999999999,Commonwealth Avenue Mall I,8527,3.915660128503443,5.284561333198712,3.153800694288469
2003,365,42.352849999999997,-71.073849999999993,0,23.510000000000002,Public Garden,7858,15.679688095830995,21.158258921660142,12.627146790380111
2004,365,42.352849999999997,-71.073849999999993,0,171.689999999999998,Charles River Reservation,8770,4.244254967879286,5.728705562527407,3.418863826401498
2005,366,42.352670000000003,-71.071079999999995,0,0.054863930000000,Lincoln Square,8561,0.054863945894450,0.073718413459902,0.043994917541124
2006,366,42.352670000000003,-71.071079999999995,0,0.226750820000000,Statler Park,8576,0.226751410402628,0.313977574563765,0.187380830031138
2007,366,42.352670000000003,-71.071079999999995,0,1.490000000000000,Central Burying Ground,7857,0.360662430057496,0.486439116772773,0.290305336574236
2008,366,42.352670000000003,-71.071079999999995,0,10.869999999999999,Commonwealth Avenue Mall I,8527,2.606598222008889,3.517855922923872,2.099445362246918
2009,366,42.352670000000003,-71.071079999999995,0,23.510000000000002,Public Garden,7858,23.509997539848101,31.724522334596600,18.933095255791390
2010,366,42.352670000000003,-71.071079999999995,0,45.740000000000002,Boston Common,7856,8.405325151615173,11.343515148665730,6.769774201170234
2011,366,42.352670000000003,-71.071079999999995,0,171.689999999999998,Charles River Reservation,8770,0.355835388840015,0.480290695733215,0.286635978215207
2012,367,42.348979999999997,-71.097179999999994,1,0.180000000000000,BU Yard,8606,0.180000313035249,0.247442209152588,0.147681273286744
2013,367,42.348979999999997,-71.097179999999994,1,0.610000000000000,BU Grounds East,8607,0.610000260236072,1.387114039408686,0.827873175863341
2014,367,42.348979999999997,-71.097179999999994,1,0.620000000000000,Boylston Street I,8519,0.007073588227564,0.009496578512232,0.005667855986887
2015,367,42.348979999999997,-71.097179999999994,1,0.830000000000000,BU Grounds South,8605,0.258251930333058,0.380755651761326,0.227246918202875
2016,367,42.348979999999997,-71.097179999999994,1,0.980000000000000,Commonwealth Avenue Mall II,7931,0.980000907675243,1.310280212313935,0.782016337388992
2017,367,42.348979999999997,-71.097179999999994,1,1.490000000000000,Charlesgate II,8510,0.091400685074510,0.123138042449258,0.073492646873879
2018,367,42.348979999999997,-71.097179999999994,1,2.400000000000000,Boylston Street II,8520,0.095441269383164,0.095523390635887,0.057011356332806
2019,367,42.348979999999997,-71.097179999999994,1,2.780000000000000,Fenway Park Field,7925,2.780000090229789,3.756757045067217,2.242150463110151
2020,367,42.348979999999997,-71.097179999999994,1,6.520000000000000,Charlesgate I,8751,1.738081714045296,2.370905697363998,1.415030901270345
2021,367,42.348979999999997,-71.097179999999994,1,171.689999999999998,Charles River Reservation,8770,6.566102698556158,8.862631801816564,5.289496701659135
2022,368,42.337359999999997,-71.078040000000001,0,0.022074760000000,Washington Manor Community Garden,8353,0.022074843923937,0.029785054228550,0.017779891810628
2023,368,42.337359999999997,-71.078040000000001,0,0.091574660000000,Rutland Green,8223,0.091574761216991,0.118739162629270,0.070880161876936
2024,368,42.337359999999997,-71.078040000000001,0,0.110000000000000,Rutland's Haven Community Garden,8427,0.110000226780801,0.155008148957013,0.092530572449977
2025,368,42.337359999999997,-71.078040000000001,0,0.138330950000000,Newland Street Park,8320,0.138330939644276,0.206979845087975,0.123554559424544
2026,368,42.337359999999997,-71.078040000000001,0,0.149550970000000,Concord Square,8118,0.013083916888837,0.017654849055271,0.010538886507542
2027,368,42.337359999999997,-71.078040000000001,0,0.164810750000000,West Springfield Garden,8226,0.164810753149238,0.222376719994474,0.132745570727015
2028,368,42.337359999999997,-71.078040000000001,0,0.220245220000000,Northhampton St Community Garden,8321,0.220245337499789,0.297160064017972,0.177386743973570
2029,368,42.337359999999997,-71.078040000000001,0,0.282006510000000,Rutland/Washington Community Garden,8119,0.282006981877730,0.380512302674539,0.227143033625272
2030,368,42.337359999999997,-71.078040000000001,0,0.343756410000000,Worcester Square,8113,0.343756069820917,0.463815252127097,0.276869900576985
2031,368,42.337359999999997,-71.078040000000001,0,0.434022640000000,Kendall & Lenox Streets Garden,8121,0.024157371337049,0.032594888945345,0.019457194691697
2032,368,42.337359999999997,-71.078040000000001,0,0.434929210000000,Massachusetts Avenue Malls,8189,0.413021745966610,0.557286129191939,0.332666410763102
2033,368,42.337359999999997,-71.078040000000001,0,0.560000000000000,Piano Craft Garden,8500,0.487698900230361,0.652723770564388,0.389636961336655
2034,368,42.337359999999997,-71.078040000000001,0,0.570000000000000,Worcester Street Garden,8123,0.387148920547338,0.521942962502859,0.311568659013016
2035,368,42.337359999999997,-71.078040000000001,0,0.890130360000000,Chester Square,8132,0.890130987096633,1.201044530308145,0.716951583997986
2036,368,42.337359999999997,-71.078040000000001,0,0.922055780000000,Frederick Douglass Green,8274,0.052268011240192,0.070525015812297,0.042099206584070
2037,368,42.337359999999997,-71.078040000000001,0,1.477161270000000,South End South Burying Ground,8112,1.477160563935728,1.983415431672928,1.183980110295425
2038,368,42.337359999999997,-71.078040000000001,0,2.444435630000000,Blackstone Square,8110,0.087738816484444,0.118387629562288,0.070670317709763
2039,368,42.337359999999997,-71.078040000000001,0,5.493407720000000,Ramsay Park,8122,3.455414870425068,4.662087552934594,2.782986784808210
2040,371,42.339309999999998,-71.080359999999999,0,0.022074760000000,Washington Manor Community Garden,8353,0.022074843923937,0.029785054228550,0.017779349205023
2041,371,42.339309999999998,-71.080359999999999,0,0.040000000000000,Wellington Common,8225,0.040000149399545,0.058979999688837,0.035206449601654
2042,371,42.339309999999998,-71.080359999999999,0,0.046058080000000,Wellington Green,8128,0.046057590303707,0.073405378424145,0.043817273136899
2043,371,42.339309999999998,-71.080359999999999,0,0.091574660000000,Rutland Green,8223,0.091574761216991,0.118739162629270,0.070877998760676
2044,371,42.339309999999998,-71.080359999999999,0,0.094797880000000,Blackwood/Claremont Garden,8129,0.009465775666105,0.013489433135019,0.008052137170710
2045,371,42.339309999999998,-71.080359999999999,0,0.105729690000000,Hiscock Park,8135,0.002266149471670,0.003058465924290,0.001825665089691
2046,371,42.339309999999998,-71.080359999999999,0,0.138330950000000,Newland Street Park,8320,0.138330939644276,0.206979845087975,0.123550788794379
2047,371,42.339309999999998,-71.080359999999999,0,0.149550970000000,Concord Square,8118,0.149552053533856,0.201798815559480,0.120458119144634
2048,371,42.339309999999998,-71.080359999999999,0,0.152017450000000,Saranac/New Castle Garden,8120,0.152016988521899,0.205122529476124,0.122442116552467
2049,371,42.339309999999998,-71.080359999999999,0,0.155807240000000,Rutland Square,8134,0.155807131158854,0.210240583528323,0.125497194765385
2050,371,42.339309999999998,-71.080359999999999,0,0.164810750000000,West Springfield Garden,8226,0.164810753149238,0.222376719994474,0.132741519606153
2051,371,42.339309999999998,-71.080359999999999,0,0.190000000000000,South End Library Park,8689,0.189999954066172,0.255320020754748,0.152406095124085
2052,371,42.339309999999998,-71.080359999999999,0,0.434022640000000,Kendall & Lenox Streets Garden,8121,0.434022442367763,0.585614763766459,0.349566238984413
2053,371,42.339309999999998,-71.080359999999999,0,0.434929210000000,Massachusetts Avenue Malls,8189,0.297870773515833,0.401914068673437,0.239911283106117
2054,371,42.339309999999998,-71.080359999999999,0,0.490000000000000,Carter School Grounds,8431,0.490000400960386,0.659308575780882,0.393555684429097
2055,371,42.339309999999998,-71.080359999999999,0,0.560000000000000,Piano Craft Garden,8500,0.559999803038651,0.749489455034755,0.447386620292687
2056,371,42.339309999999998,-71.080359999999999,0,0.570000000000000,Worcester Street Garden,8123,0.569999483753127,0.768456796301024,0.458708640433265
2057,371,42.339309999999998,-71.080359999999999,0,0.890130360000000,Chester Square,8132,0.890130987096633,1.201044530308145,0.716929704115266
2058,371,42.339309999999998,-71.080359999999999,0,0.922055780000000,Frederick Douglass Green,8274,0.922055725754325,1.244126055223599,0.742646006992518
2059,371,42.339309999999998,-71.080359999999999,0,4.914550220000000,Carter Playground,8114,3.139533543479502,4.236182822430608,2.528670020822751
2060,371,42.339309999999998,-71.080359999999999,0,47.680000000000000,Southwest Corridor Park,8789,2.555942580449274,3.505152039574045,2.092301784985533
2061,372,42.341639999999998,-71.083250000000007,0,0.040000000000000,Wellington Common,8225,0.040000149399545,0.058979999688837,0.035205164899708
2062,372,42.341639999999998,-71.083250000000007,0,0.046058080000000,Wellington Green,8128,0.046057590303707,0.073405378424145,0.043815674221453
2063,372,42.341639999999998,-71.083250000000007,0,0.083516580000000,Harry Ellis Dickson Park,7933,0.082803711453031,0.112082158871052,0.066901846493524
2064,372,42.341639999999998,-71.083250000000007,0,0.088514920000000,Greenwich/Cumberland Garden,8130,0.088515087030900,0.132415046386687,0.079038548115289
2065,372,42.341639999999998,-71.083250000000007,0,0.094797880000000,Blackwood/Claremont Garden,8129,0.094798197808430,0.135094470412630,0.080637896456543
2066,372,42.341639999999998,-71.083250000000007,0,0.149550970000000,Concord Square,8118,0.135097799240706,0.182294894836031,0.108811832264084
2067,372,42.341639999999998,-71.083250000000007,0,0.152017450000000,Saranac/New Castle Garden,8120,0.152016988521899,0.205122529476124,0.122437648574946
2068,372,42.341639999999998,-71.083250000000007,0,0.155807240000000,Rutland Square,8134,0.043073631567542,0.058122021553757,0.034693037705995
2069,372,42.341639999999998,-71.083250000000007,0,0.434929210000000,Massachusetts Avenue Malls,8189,0.086203209082281,0.116313131651116,0.069427314367281
2070,372,42.341639999999998,-71.083250000000007,0,0.490000000000000,Carter School Grounds,8431,0.490000400960386,0.659308575780882,0.393541323374250
2071,372,42.341639999999998,-71.083250000000007,0,0.560000000000000,Piano Craft Garden,8500,0.559999803038651,0.749489455034755,0.447370294918551
2072,372,42.341639999999998,-71.083250000000007,0,0.570000000000000,Worcester Street Garden,8123,0.569999483753127,0.768456796301024,0.458691901912632
2073,372,42.341639999999998,-71.083250000000007,0,0.922055780000000,Frederick Douglass Green,8274,0.922055725754325,1.244126055223599,0.742618907447370
2074,372,42.341639999999998,-71.083250000000007,0,1.751345300000000,Titus Sparrow Park,8115,1.751333736266320,2.427209867687843,1.448801696998358
2075,372,42.341639999999998,-71.083250000000007,0,4.914550220000000,Carter Playground,8114,4.183784597294639,5.645194166062912,3.369616693041982
2076,372,42.341639999999998,-71.083250000000007,0,9.919982310000000,Christian Science Plaza,8183,7.481472001143566,10.095752283677470,6.026155066269726
2077,372,42.341639999999998,-71.083250000000007,0,47.680000000000000,Southwest Corridor Park,8789,3.400729926451473,4.663671057761638,2.783745498350188
2078,374,42.349020000000003,-71.091589999999997,0,0.620000000000000,Boylston Street I,8519,0.242729533249939,0.325874223320372,0.194491840158539
2079,374,42.349020000000003,-71.091589999999997,0,0.770000000000000,The Fenway II,8521,0.427863508722154,0.576251871229791,0.343924983351934
2080,374,42.349020000000003,-71.091589999999997,0,0.980000000000000,Commonwealth Avenue Mall II,7931,0.980000907675243,1.310280212313935,0.782015855748498
2081,374,42.349020000000003,-71.091589999999997,0,1.490000000000000,Charlesgate II,8510,1.489998499410297,2.007375528095289,1.198063953541502
2082,374,42.349020000000003,-71.091589999999997,0,2.400000000000000,Boylston Street II,8520,2.400000075107782,2.402065125310681,1.433626942450834
2083,374,42.349020000000003,-71.091589999999997,0,6.520000000000000,Charlesgate I,8751,6.520000948860710,8.893889896864581,5.308149244158060
2084,374,42.349020000000003,-71.091589999999997,0,10.869999999999999,Commonwealth Avenue Mall I,8527,2.101774466756543,2.836547533141245,1.692939514505367
2085,374,42.349020000000003,-71.091589999999997,0,50.280000000000001,The Fenway I,8598,1.738253021357216,0.314905548491400,0.187945394938506
2086,374,42.349020000000003,-71.091589999999997,0,70.920000000000002,Back Bay Fens,8504,6.182153012108114,8.244923076472821,4.920825724630277
2087,374,42.349020000000003,-71.091589999999997,0,171.689999999999998,Charles River Reservation,8770,5.797736660547953,7.825525683238073,4.670516356995120
2088,375,42.358840000000001,-71.056960000000004,1,0.029349720000000,Liberty Square,8261,0.029349789247518,0.039613481555573,0.023638913635358
2089,375,42.358840000000001,-71.056960000000004,1,0.030000000000000,Union Street Park II,8469,0.030000061677664,0.043955251852190,0.026229817767890
2090,375,42.358840000000001,-71.056960000000004,1,0.051824030000000,Grain Exchange Plaza,8187,0.051824354836225,0.069948065737456,0.041740746331737
2091,375,42.358840000000001,-71.056960000000004,1,0.070000000000000,Central Court,8660,0.069999786194338,0.094061062000451,0.056129914205078
2092,375,42.358840000000001,-71.056960000000004,1,0.080000000000000,School Street Park,7884,0.079999782343313,0.100939998424437,0.060234844588478
2093,375,42.358840000000001,-71.056960000000004,1,0.100000000000000,Marketplace Plaza II,8260,0.099999692352628,0.133006213470633,0.079370009141648
2094,375,42.358840000000001,-71.056960000000004,1,0.125965510000000,Jenney Plaza,8186,0.125965496704649,0.170017977425625,0.101456376137614
2095,375,42.358840000000001,-71.056960000000004,1,0.130000000000000,Pemberton Square Access,8388,0.130000974290994,0.170581061781883,0.101792390593913
2096,375,42.358840000000001,-71.056960000000004,1,0.176630840000000,Angell Memorial Square,7881,0.176630578423602,0.238395299835881,0.142259798497892
2097,375,42.358840000000001,-71.056960000000004,1,0.184852390000000,Pemberton Square I,7879,0.184852707873421,0.249500011846623,0.148886414434166
2098,375,42.358840000000001,-71.056960000000004,1,0.226758710000000,Old City Hall Grounds,8808,0.226758354027945,0.330769876408391,0.197383320893594
2099,375,42.358840000000001,-71.056960000000004,1,0.250000000000000,Armenian Heritage Park,8368,0.243235802367708,0.333323759168475,0.198907322612952
2100,375,42.358840000000001,-71.056960000000004,1,0.290000000000000,Marketplace Plaza I,8259,0.289999892432268,0.396558961712987,0.236642240952989
2101,375,42.358840000000001,-71.056960000000004,1,0.430548040000000,King's Chapel Burying Ground,8809,0.430548491853274,0.582711293764673,0.347726617473065
2102,375,42.358840000000001,-71.056960000000004,1,0.510000000000000,Union Street Park I,7882,0.510000244944152,0.686080673503266,0.409411168899154
2103,375,42.358840000000001,-71.056960000000004,1,0.820000000000000,Ashburton Place Plaza,8501,0.024759349363190,0.033383639851863,0.019921323456132
2104,375,42.358840000000001,-71.056960000000004,1,0.820000000000000,Faneuil Square,8297,0.819998719823076,1.102367778226080,0.657825964307906
2105,375,42.358840000000001,-71.056960000000004,1,1.062164940000000,Pemberton Square II,7880,1.062165174553701,1.433643701950591,0.855511263425362
2106,375,42.358840000000001,-71.056960000000004,1,1.545218640000000,Norman B. Leventhal Park,7878,1.545218327703562,2.079527078707520,1.240935133333174
2107,375,42.358840000000001,-71.056960000000004,1,1.560000000000000,Quincy Market Square,7890,1.559994907594948,2.103983984081781,1.255529525222694
2108,375,42.358840000000001,-71.056960000000004,1,1.860000000000000,Granary Burying Ground,7859,0.345195496698088,0.465077627258255,0.277530008289529
2109,375,42.358840000000001,-71.056960000000004,1,2.830000000000000,North End Park,8383,1.446875375858307,1.951362680161944,1.164454424509430
2110,375,42.358840000000001,-71.056960000000004,1,4.710000000000000,Wharf District Park,8384,0.803638407257903,1.084893544656646,0.647398405760383
2111,375,42.358840000000001,-71.056960000000004,1,5.931465180000000,City Hall Plaza,7876,5.931465578311297,8.116731130858179,4.843570892263274
2112,376,42.359020000000001,-71.147660000000002,1,4.282346100000000,Portsmouth Street Playground,8621,4.282346809906857,5.751147624640399,3.431925140867140
2113,376,42.359020000000001,-71.147660000000002,1,6.981152380000000,Leo M. Birmingham Parkway,8306,3.791636844137102,5.117633267935616,3.053883402108719
