OBJECTID,Row_Labels,Average_of,Average__1,SITE_NAME,ACRES,OBJECTID_1,ACRES_1,AREA,PERCENTAGE
1,0,42.291739999999997,-71.077179999999998,St Mary's Cemetery,10.621638050000000,8801,0.331591422710624,0.442028267905421,1.056557148855775
2,0,42.291739999999997,-71.077179999999998,Wheatland Avenue Victory Garden,0.154809320000000,8096,0.154809714472758,0.208734640516107,0.498927540757013
3,3,42.343840000000000,-71.061179999999993,Fourth Street Park,0.660000000000000,8747,0.659999290010850,0.889531456095102,2.124466963383184
4,7,42.356510000000000,-71.061980000000005,Boston Common,45.740000000000002,7856,7.854100236856907,10.599602443553923,25.309990783819554
5,7,42.356510000000000,-71.061980000000005,Granary Burying Ground,1.860000000000000,7859,1.860000208729200,2.505955297940093,5.983781545891794
6,8,42.349089999999997,-71.157079999999993,Rogers Park,8.171169620000001,7836,1.011222276366452,1.364630976230049,3.258878458802745
7,10,42.346960000000003,-71.092399999999998,Back Bay Fens,70.920000000000002,8504,7.879054736929062,10.508022058668976,25.095070292524905
8,10,42.346960000000003,-71.092399999999998,Boylston Street I,0.620000000000000,8519,0.319577382706144,0.429045571775919,1.024638958911459
9,10,42.346960000000003,-71.092399999999998,Boylston Street II,2.400000000000000,8520,2.218574256315090,2.220483200929580,5.302918256126770
10,10,42.346960000000003,-71.092399999999998,Charlesgate I,6.520000000000000,8751,2.038909231775525,2.781262511975697,6.642161374453318
11,10,42.346960000000003,-71.092399999999998,Charlesgate II,1.490000000000000,8510,1.398598942185081,1.884239005122107,4.499905883091184
12,10,42.346960000000003,-71.092399999999998,The Fenway I,50.280000000000001,8598,0.988690140041406,0.179113171104793,0.427754870906805
13,10,42.346960000000003,-71.092399999999998,The Fenway II,0.770000000000000,8521,0.414339259553107,0.558037244995558,1.332694565240028
14,11,42.290810000000000,-71.089179999999999,Franklin Field BHA Playground,0.390000000000000,8423,0.389999830413307,0.526848478752226,1.259316841613307
15,11,42.290810000000000,-71.089179999999999,Harambee Park,45.557800880000002,8800,4.998726955368026,6.619279271504293,15.821949198163097
16,11,42.290810000000000,-71.089179999999999,ReVision House Urban Farm #1,0.351908560000000,7999,0.351908320840892,0.474469745585995,1.134116858166786
17,11,42.290810000000000,-71.089179999999999,ReVision House Urban Farm #2,0.376428850000000,8346,0.075132677538215,0.048113112664952,0.115003944255303
18,13,42.350459999999998,-71.042810000000003,Podium Plaza,0.460000000000000,8538,0.459999509233479,0.622260155489450,1.485988998426408
19,15,42.287860000000002,-71.171520000000001,Sawmill Brook/Brook Farm,146.637042549999990,8146,6.386596103893505,8.774502217880226,20.974508953451661
20,15,42.287860000000002,-71.171520000000001,St Joseph's Cemetery,128.275772579999995,8153,5.129735052567008,6.961087940939675,16.639736103260802
21,15,42.287860000000002,-71.171520000000001,VFW Parkway I,12.440000000000000,8803,1.161512305873849,1.566159344874501,3.743736383662124
22,16,42.361229999999999,-71.063749999999999,Ashburton Place Plaza,0.820000000000000,8501,0.247267642248474,0.333397045082075,0.796034757394636
23,16,42.361229999999999,-71.063749999999999,Bowdoin Mall,0.500000000000000,8496,0.351418621115499,0.475973944013055,1.136458191929461
24,16,42.361229999999999,-71.063749999999999,Cardinal Cushing Park I,0.350000000000000,7877,0.350000219302338,0.473341297207844,1.130172358291148
25,16,42.361229999999999,-71.063749999999999,Cardinal Cushing Park II,0.070000000000000,8495,0.069999943665701,0.092117956380119,0.219945245887484
26,16,42.361229999999999,-71.063749999999999,New Chardon Square,1.910000000000000,8275,1.240740630418109,1.678332423857966,4.007266901614053
27,16,42.361229999999999,-71.063749999999999,Old West Church Yard,0.190000000000000,8687,0.190000031168020,0.253561396866307,0.605415338907477
28,16,42.361229999999999,-71.063749999999999,Somerset Street Plaza,0.930300390000000,7867,0.652065719924905,0.641962004772385,1.532779238039607
29,16,42.361229999999999,-71.063749999999999,Temple Street Park,0.059114790000000,8298,0.059114657845792,0.075892522503697,0.181204622627729
30,18,42.345129999999997,-71.040379999999999,Marine Industrial Park Entrance I,1.240000000000000,8268,0.266990417197647,0.362056756617221,0.864682227273609
31,18,42.345129999999997,-71.040379999999999,Williams Tunnel Portal Park,0.200000000000000,8539,0.054648239756329,0.073299505374956,0.175057579805587
32,19,42.344310000000000,-71.090779999999995,Agassiz Road,0.600000000000000,8514,0.248998502411641,0.338255158787863,0.807848489836849
33,19,42.344310000000000,-71.090779999999995,Back Bay Fens,70.920000000000002,8504,13.346311227246693,17.799512436491948,42.510243726009847
34,19,42.344310000000000,-71.090779999999995,Fire Alarm House Grounds,0.840000000000000,8524,0.840000958885983,1.139526049782801,2.721508821168099
35,19,42.344310000000000,-71.090779999999995,Symphony Road Garden,0.297886150000000,7928,0.219567857219724,0.296282219751920,0.707605302014646
36,19,42.344310000000000,-71.090779999999995,The Fenway I,50.280000000000001,8598,11.125978459256244,2.015605499411111,4.813833038470537
37,19,42.344310000000000,-71.090779999999995,The Fenway II,0.770000000000000,8521,0.082589565717928,0.111232649709133,0.265654863654066
38,20,42.338949999999997,-71.092439999999996,Back Bay Fens,70.920000000000002,8504,2.512206928004857,3.350443257068305,8.002473071913350
39,20,42.338949999999997,-71.092439999999996,Huntington-Hemenway Mall,0.330000000000000,8420,0.330000295196689,0.444057054227339,1.060622235983445
40,20,42.338949999999997,-71.092439999999996,The Fenway I,50.280000000000001,8598,0.985961982818446,0.178618932443268,0.426628086894360
41,20,42.338949999999997,-71.092439999999996,Wentworth Field,2.981506990000000,7929,1.586801046162374,2.141036632651346,5.113827241403459
42,22,42.338270000000001,-71.106160000000003,Beth Israel/Deaconess Plaza,0.501509880000000,8234,0.501510068873973,0.676691679848592,1.616283054176501
43,22,42.338270000000001,-71.106160000000003,Joslin Park,0.304008850000000,8615,0.103615568014830,0.141598893792922,0.338209999240489
44,22,42.338270000000001,-71.106160000000003,Windsor School Athletic Field,1.370000000000000,8757,0.798712940983943,1.080263233083331,2.580216677221705
45,25,42.348709999999997,-71.071730000000002,Frieda Garcia Park,0.270000000000000,8639,0.269999466049121,0.361388301600627,0.863037373821780
46,27,42.349919999999997,-71.086219999999997,Commonwealth Avenue Mall I,10.869999999999999,8527,2.359554469058001,3.184446530482163,7.604685267146831
47,28,42.346269999999997,-71.042169999999999,Williams Tunnel Portal Park,0.200000000000000,8539,0.200000204187908,0.268259620204253,0.640659712646367
48,29,42.248550000000002,-71.126959999999997,Amatucci Playground,0.448679410000000,7960,0.448679156429426,0.627701291343331,1.501375005385699
49,29,42.248550000000002,-71.126959999999997,Neponset River Reservation I,183.319999999999993,8766,0.720380568805083,0.971653270174805,2.324060749691539
50,29,42.248550000000002,-71.126959999999997,Reservation Road Park,8.699999999999999,8216,1.665951925383216,2.406642389613627,5.756357013277632
51,31,42.349089999999997,-71.094989999999996,Charles River Reservation,171.689999999999998,8770,0.525447626811739,0.709225709886439,1.693703560569779
52,31,42.349089999999997,-71.094989999999996,Charlesgate I,6.520000000000000,8751,0.526681826074795,0.718443173326121,1.715715806360630
53,31,42.349089999999997,-71.094989999999996,Charlesgate II,1.490000000000000,8510,0.006936622832144,0.009345248955877,0.022317410678067
54,31,42.349089999999997,-71.094989999999996,Commonwealth Avenue Mall II,0.980000000000000,7931,0.979998973586701,1.310277626400059,3.129077034621376
55,32,42.348570000000002,-71.140150000000006,Commonwealth Avenue Outbound,5.527804080000000,8175,0.951143055166888,1.283523370725725,3.065210277427950
56,32,42.348570000000002,-71.140150000000006,Fidelis Way Park,5.104860270000000,8799,0.533557690024606,0.691576216866178,1.651568312592831
57,32,42.348570000000002,-71.140150000000006,Ringer Playground,10.255854940000001,7824,1.001970925086802,1.353050312891061,3.231249091012487
58,33,42.346359999999997,-71.090950000000007,Back Bay Fens,70.920000000000002,8504,9.102615233122430,12.139842259619515,28.992426385147890
59,33,42.346359999999997,-71.090950000000007,Boylston Street I,0.620000000000000,8519,0.007594701603014,0.010196194311813,0.024350597534301
60,33,42.346359999999997,-71.090950000000007,Boylston Street II,2.400000000000000,8520,2.258861315271958,2.260804924385060,5.399264581833870
61,33,42.346359999999997,-71.090950000000007,Charlesgate I,6.520000000000000,8751,0.035094770171277,0.047872542397965,0.114329423040326
62,33,42.346359999999997,-71.090950000000007,Charlesgate II,1.490000000000000,8510,1.398598942185081,1.884239005122107,4.499948144280019
63,33,42.346359999999997,-71.090950000000007,Fire Alarm House Grounds,0.840000000000000,8524,0.087678130854825,0.118942142920696,0.284058165581807
64,33,42.346359999999997,-71.090950000000007,The Fenway I,50.280000000000001,8598,4.278987611686387,0.775190334370255,1.851313075003019
65,33,42.346359999999997,-71.090950000000007,The Fenway II,0.770000000000000,8521,0.427863457650101,0.576251802445317,1.376207170110979
66,35,42.271529999999998,-71.172650000000004,Havey Beach,15.327710300000000,8236,0.848092287403131,1.133519270861282,2.710248625203913
67,35,42.271529999999998,-71.172650000000004,VFW Parkway I,12.440000000000000,8803,0.548895718059776,0.740119716212704,1.769628884939594
68,36,42.331229999999998,-71.076960000000000,Bynoe Park,2.670000000000000,8042,1.454720613351238,1.966180482804708,4.696754596153079
69,36,42.331229999999998,-71.076960000000000,Melnea Cass Boulevard I,3.043534610000000,8685,0.349630705385125,0.679003270241157,1.621983209679172
70,38,42.329450000000001,-71.035200000000003,Carson Beach,24.732077870000001,8768,0.637492457188306,0.856959808465564,2.047137594129672
71,38,42.329450000000001,-71.035200000000003,Columbia Road/Day Boulevard,16.850000000000001,8814,0.701290382789062,0.946059992729894,2.259983441798992
72,38,42.329450000000001,-71.035200000000003,L Street Beach,5.571016150000000,8199,5.571015098091317,7.515830502148252,17.954096586634087
73,38,42.329450000000001,-71.035200000000003,M Street Beach,4.402672910000000,8200,0.766755975035331,1.034446660632071,2.471124814935714
74,39,42.352260000000001,-71.075990000000004,Clarendon Street Playlot,0.332354360000000,7866,0.332353803915070,0.437119552506665,1.043834318482467
75,39,42.352260000000001,-71.075990000000004,Commonwealth Avenue Mall I,10.869999999999999,8527,2.497966784124937,3.371247310998529,8.050483258257691
76,39,42.352260000000001,-71.075990000000004,Dartmouth Street Mall,0.998565380000000,8167,0.072041087348217,0.098009641044075,0.234045414526253
77,40,42.358190000000000,-71.154709999999994,Charles River Reservation,171.689999999999998,8770,2.339377466274427,3.157587092510119,7.539565254169037
78,40,42.358190000000000,-71.154709999999994,Leo M. Birmingham Parkway,6.981152380000000,8306,2.791420479523532,3.767625143978548,8.996190696894688
79,42,42.346310000000003,-71.048349999999999,Wormwood Park,0.130000000000000,8374,0.001956495056551,0.002648160235585,0.006324353123063
80,45,42.321629999999999,-71.092020000000005,Malcolm X Park I,15.119999999999999,8023,2.642432833928584,3.564320165693900,8.515624513021542
81,47,42.296810000000001,-71.132919999999999,Allandale Field,2.630000000000000,8287,0.141195466577192,0.190126382168062,0.454413111546590
82,47,42.296810000000001,-71.132919999999999,Allandale Woods I,49.579999999999998,8154,0.954401190266302,1.286843494156324,3.075630796656962
83,47,42.296810000000001,-71.132919999999999,Allandale Woods II,10.590000000000000,8406,0.352456278288339,0.475721906712229,1.137003026065547
84,47,42.296810000000001,-71.132919999999999,Allandale Woods ROW,0.160000000000000,8328,0.159999805592181,0.220938575835004,0.528056046514946
85,47,42.296810000000001,-71.132919999999999,Allandale Woods V,2.780000000000000,8489,0.847928752453383,1.144224727948985,2.734763650403026
86,47,42.296810000000001,-71.132919999999999,Centre Street II,0.190000000000000,8528,0.101331515471530,0.244012176577558,0.583203294300578
87,47,42.296810000000001,-71.132919999999999,Centre Street IV,0.320000000000000,8532,0.102054498294161,0.135781264020095,0.324525118342389
88,47,42.296810000000001,-71.132919999999999,Centre Street V,0.260000000000000,8531,0.160437080599247,0.218871385632983,0.523115341699828
89,47,42.296810000000001,-71.132919999999999,Duck Pond Outlet,0.190000000000000,8493,0.189999853172198,0.255471200392473,0.610591027700033
90,47,42.296810000000001,-71.132919999999999,Recuperative Center Lawn,0.310000000000000,8492,0.310000297553729,0.418703162023764,1.000724909925604
91,47,42.296810000000001,-71.132919999999999,VFW Parkway I,12.440000000000000,8803,0.398216090870222,0.536946400689729,1.283333127621830
92,47,42.296810000000001,-71.132919999999999,VFW Parkway II,0.650000000000000,8804,0.649999692524273,0.871767599315744,2.083575266268935
93,47,42.296810000000001,-71.132919999999999,Weld Hill Tract,14.109999999999999,8005,6.674111484760969,8.998271177834315,21.506391474094801
94,48,42.309049999999999,-71.120800000000003,Arborway I,12.449999999999999,8726,2.462013889427673,4.473626004443792,10.690179528603034
95,48,42.309049999999999,-71.120800000000003,Arnold Arboretum,224.259999999999991,8753,3.212086610373122,4.331218176186011,10.349881692162990
96,48,42.309049999999999,-71.120800000000003,Centre Street I,2.250000000000000,8529,0.424609638290899,0.572521040950001,1.368096641422118
97,49,42.325240000000001,-71.074950000000001,Dudley Town Common,0.620040860000000,8016,0.620041392359904,0.832438241143933,1.988690743380883
98,49,42.325240000000001,-71.074950000000001,Magazine Street Garden,0.192241300000000,8563,0.192241472825348,0.252538946414277,0.603314264355615
99,49,42.325240000000001,-71.074950000000001,Nuestra Playground,0.233418490000000,8053,0.233418184994326,0.310382423370611,0.741502037937411
100,51,42.350220000000000,-71.091809999999995,Charles River Reservation,171.689999999999998,8770,3.488463541576743,4.708572092522115,11.244352763077172
101,51,42.350220000000000,-71.091809999999995,Charlesgate I,6.520000000000000,8751,5.198922119093761,7.091815058351094,16.935680006523739
102,51,42.350220000000000,-71.091809999999995,Charlesgate II,1.490000000000000,8510,0.091400774965037,0.123138163552766,0.294061325254793
103,51,42.350220000000000,-71.091809999999995,Commonwealth Avenue Mall I,10.869999999999999,8527,0.872049682741265,1.176915228289749,2.810544203017379
104,51,42.350220000000000,-71.091809999999995,Commonwealth Avenue Mall II,0.980000000000000,7931,0.328633894669935,0.439389888222810,1.049289425036689
105,52,42.300719999999998,-71.049310000000006,Commercial Point,2.380000000000000,8769,1.864724979077083,2.516024965831008,6.013078829440078
106,52,42.300719999999998,-71.049310000000006,Savin Hill Cove,1.774425010000000,8280,0.719513564415926,0.970292598149411,2.318914144147848
107,54,42.301380000000002,-71.112440000000007,Arborway I,12.449999999999999,8726,0.976050988601278,1.773542831346413,4.238567826123850
108,54,42.301380000000002,-71.112440000000007,Arborway II,1.150000000000000,8486,0.434666900638302,0.587446698446441,1.403931515827837
109,54,42.301380000000002,-71.112440000000007,Arborway Overpass Path,1.163757870000000,8318,0.563922034175571,0.760457621499964,1.817408156516545
110,54,42.301380000000002,-71.112440000000007,Forest Hills Station Mall,1.330000000000000,8727,1.329999967530157,1.801727261203362,4.305925442459858
111,54,42.301380000000002,-71.112440000000007,Southwest Corridor Park,47.680000000000000,8789,2.163739445369791,2.967295035521342,7.091501285384634
112,57,42.340310000000002,-71.109930000000006,Joslin Park,0.304008850000000,8615,0.008007675164219,0.010943123382233,0.026136895260055
113,57,42.340310000000002,-71.109930000000006,Riverway I,17.180000000000000,8505,4.745707374234991,6.405368126748682,15.298779880589642
114,57,42.340310000000002,-71.109930000000006,Riverway II,2.360000000000000,8525,0.495043719832452,0.668887343491264,1.597591275082495
115,57,42.340310000000002,-71.109930000000006,Riverway V,0.450000000000000,8526,0.073156881313231,0.098496195261354,0.235251367378304
116,57,42.340310000000002,-71.109930000000006,Windsor School Athletic Field,1.370000000000000,8757,0.276646304986518,0.374165506166878,0.893668498747483
117,58,42.313609999999997,-71.046790000000001,Boston College HS Athletic Fields,19.530000000000001,8314,0.728895966715377,0.933577761324850,2.230718820780352
118,58,42.313609999999997,-71.046790000000001,Malibu Beach,26.117477260000001,8205,0.915783808649323,1.235085583284146,2.951150691503824
119,58,42.313609999999997,-71.046790000000001,Patten's Cove,9.578596109999999,8305,7.713591179815711,10.492724414270155,25.071631739554050
120,58,42.313609999999997,-71.046790000000001,UMass Harborwalk,13.085313620000001,8204,0.956320043673165,1.289827751766233,3.081953277621586
121,63,42.306249999999999,-71.067009999999996,Norton Street Playground,0.065906890000000,8090,0.060001013630831,0.083357821720885,0.199200637869424
