FID,Row_Labels,Average_of,Average__1,comm,ind
555,841,39.967230000000001,-75.168570000000003,0,0
556,842,39.959589999999999,-75.196830000000006,1,0
557,843,39.964630000000000,-75.177980000000005,0,0
558,845,39.935670000000002,-75.189149999999998,0,0
559,847,39.941420000000001,-75.147599999999997,0,0
560,848,39.992959999999997,-75.217650000000006,0,0
561,850,39.974200000000003,-75.156639999999996,0,0
562,851,39.951470000000000,-75.168769999999995,1,0
563,853,39.943230000000000,-75.177390000000003,0,0
564,855,39.953800000000001,-75.166619999999995,1,0
565,856,39.955199999999998,-75.169569999999993,1,0
566,857,39.935859999999998,-75.161760000000001,0,0
567,858,39.947820000000000,-75.193799999999996,1,0
568,859,39.949440000000003,-75.199929999999995,0,0
569,860,39.974179999999997,-75.180430000000001,0,0
570,861,40.044660000000000,-75.054659999999998,1,0
571,862,40.029049999999998,-75.105480000000000,0,0
572,863,39.944389999999999,-75.163139999999999,1,0
573,864,39.956769999999999,-75.138729999999995,1,0
574,866,39.998539999999998,-75.129260000000002,0,0
575,867,40.022370000000002,-75.078190000000006,0,0
576,868,40.039580000000001,-75.045820000000006,0,0
577,870,40.032760000000003,-75.080569999999994,0,0
578,872,39.955750000000002,-75.215630000000004,0,0
579,873,39.963630000000002,-75.170959999999994,0,0
580,874,39.972029999999997,-75.244919999999993,0,0
581,878,39.974969999999999,-75.194919999999996,0,1
582,879,39.942610000000002,-75.172309999999996,0,0
583,880,39.904020000000003,-75.239970000000000,1,1
584,883,39.905990000000003,-75.193939999999998,0,1
585,886,39.905400000000000,-75.173590000000004,0,0
586,889,40.019010000000002,-75.147149999999996,0,0
587,890,39.905980000000000,-75.193619999999996,0,1
588,892,39.954920000000001,-75.196439999999996,1,0
589,894,39.918559999999999,-75.154240000000001,0,0
590,896,39.953350000000000,-75.183740000000000,1,1
591,900,39.944699999999997,-75.158220000000000,0,0
592,902,39.954610000000002,-75.206440000000001,0,0
593,904,39.958889999999997,-75.168769999999995,1,0
594,905,39.956240000000001,-75.162750000000003,1,0
595,909,39.956240000000001,-75.147530000000003,0,0
596,910,40.020159999999997,-75.148820000000001,1,0
597,913,39.947180000000003,-75.237809999999996,0,0
598,914,39.956240000000001,-75.219579999999993,0,0
599,915,39.930090000000000,-75.175030000000007,0,0
600,916,39.951120000000003,-75.199179999999998,0,0
601,917,39.961170000000003,-75.232830000000007,1,1
602,918,39.998410000000000,-75.140850000000000,0,0
603,919,39.934609999999999,-75.180890000000005,0,0
604,920,39.948390000000003,-75.219229999999996,0,0
605,921,39.959429999999998,-75.245350000000002,0,0
606,924,39.953370000000000,-75.171589999999995,1,0
607,925,39.949199999999998,-75.163129999999995,1,0
608,926,39.961179999999999,-75.146580000000000,0,0
609,927,39.930700000000002,-75.170050000000003,0,0
610,928,40.016939999999998,-75.149529999999999,0,0
611,929,39.945329999999998,-75.241780000000006,0,0
612,930,39.961520000000000,-75.151790000000005,0,0
613,931,39.946320000000000,-75.159490000000005,0,0
614,933,40.022750000000002,-75.032870000000003,0,0
615,934,39.938459999999999,-75.171599999999998,0,1
616,935,39.959190000000000,-75.216960000000000,0,0
617,939,39.948290000000000,-75.155820000000006,1,0
618,940,39.942070000000001,-75.182670000000002,0,0
619,941,39.919730000000001,-75.188299999999998,1,0
620,942,39.951430000000002,-75.199240000000003,0,0
621,947,39.956569999999999,-75.152420000000006,1,0
622,949,39.990389999999998,-75.127039999999994,0,0
623,951,39.992339999999999,-75.142169999999993,0,1
624,954,39.955010000000001,-75.198369999999997,1,0
625,956,39.961660000000002,-75.236779999999996,0,1
626,958,39.940249999999999,-75.167980000000000,0,0
627,959,39.949249999999999,-75.211269999999999,0,0
628,961,39.930480000000003,-75.168350000000004,0,0
629,962,39.949829999999999,-75.177570000000003,0,0
630,964,39.961990000000000,-75.159300000000002,1,0
631,965,39.959989999999998,-75.225040000000007,1,0
632,966,39.997039999999998,-75.178579999999997,0,0
633,967,39.966650000000001,-75.178910000000002,0,0
634,968,39.963439999999999,-75.169390000000007,0,0
635,969,40.030540000000002,-75.103949999999998,0,0
636,970,39.951129999999999,-75.153589999999994,1,0
637,973,39.924720000000001,-75.173770000000005,0,1
638,974,39.970199999999998,-75.159710000000004,1,0
639,977,39.957389999999997,-75.160309999999996,1,0
640,978,39.973269999999999,-75.123159999999999,0,0
641,980,39.932340000000003,-75.172939999999997,0,0
642,983,39.990299999999998,-75.220309999999998,0,0
643,984,39.959310000000002,-75.159880000000001,1,1
644,986,39.954009999999997,-75.176659999999998,1,0
645,988,39.954079999999998,-75.189719999999994,0,0
646,992,39.954410000000003,-75.163160000000005,1,0
647,993,39.940109999999997,-75.184939999999997,0,1
648,994,39.945830000000001,-75.183120000000002,0,0
649,995,39.932189999999999,-75.181550000000001,1,0
650,996,39.912540000000000,-75.138170000000002,0,1
651,997,39.956409999999998,-75.208460000000002,1,0
652,999,39.931100000000001,-75.173190000000005,0,0
653,1002,39.939689999999999,-75.181500000000000,0,1
654,1004,39.975000000000001,-75.124319999999997,0,0
655,1005,39.950769999999999,-75.175749999999994,1,0
656,1006,39.985810000000001,-75.215670000000003,0,0
657,1007,39.926819999999999,-75.169150000000002,0,0
658,1008,39.957340000000002,-75.203400000000002,1,0
659,1009,39.957709999999999,-75.231440000000006,0,1
660,1011,39.961750000000002,-75.238680000000002,0,1
661,1012,39.996789999999997,-75.153940000000006,0,1
662,1013,39.961179999999999,-75.159480000000002,1,1
663,1014,39.933019999999999,-75.149450000000002,0,0
664,1019,40.028810000000000,-75.089269999999999,0,0
665,1020,39.894460000000002,-75.246769999999998,0,0
666,1021,39.956859999999999,-75.198089999999993,1,0
667,1022,39.966889999999999,-75.192130000000006,0,1
668,1024,39.962649999999996,-75.163089999999997,1,0
669,1025,39.926560000000002,-75.167199999999994,0,0
670,1027,39.951700000000002,-75.177160000000001,1,0
671,1028,39.949950000000001,-75.140870000000007,1,0
672,1029,39.991410000000002,-75.134870000000006,0,1
673,1030,39.947850000000003,-75.231099999999998,0,0
674,1031,39.962040000000002,-75.242769999999993,0,0
675,1034,39.962870000000002,-75.246729999999999,0,0
676,1038,39.959310000000002,-75.219049999999996,0,0
677,1039,39.938980000000001,-75.157839999999993,0,0
678,1040,39.955199999999998,-75.154309999999995,1,0
679,1041,39.961019999999998,-75.144990000000007,0,0
680,1046,40.011589999999998,-75.182130000000001,0,0
681,1047,39.967419999999997,-75.179699999999997,0,0
682,1050,39.942059999999998,-75.211709999999997,0,0
683,1051,39.943640000000002,-75.165490000000005,1,0
684,1052,39.978009999999998,-75.266790000000000,0,0
685,1053,39.952959999999997,-75.151539999999997,1,0
686,1055,39.891330000000004,-75.176029999999997,0,1
687,1056,40.026769999999999,-75.114630000000005,0,0
688,1058,39.904760000000003,-75.168549999999996,0,0
689,1059,40.015320000000003,-75.149879999999996,0,1
690,1060,39.941459999999999,-75.177769999999995,0,0
691,1061,40.005360000000003,-75.075940000000003,0,1
692,1064,40.017069999999997,-75.151359999999997,0,1
693,1066,39.923130000000000,-75.169960000000003,1,0
694,1067,39.957369999999997,-75.170720000000003,1,0
695,1068,39.945959999999999,-75.168329999999997,0,0
696,1069,39.967300000000002,-75.173749999999998,0,0
697,1070,39.956870000000002,-75.199629999999999,1,0
698,1071,39.952520000000000,-75.209260000000000,0,0
699,1072,40.029499999999999,-75.186179999999993,0,0
700,1075,39.942399999999999,-75.155490000000000,0,0
701,1077,40.015909999999998,-75.153850000000006,0,1
702,1078,39.973770000000002,-75.258250000000004,0,0
703,1081,39.950490000000002,-75.167349999999999,1,0
704,1082,39.934869999999997,-75.142679999999999,0,0
705,1083,39.955739999999999,-75.166190000000000,1,0
706,1084,39.926049999999996,-75.182739999999995,0,0
707,1087,40.031590000000001,-75.053380000000004,1,0
708,1089,39.946820000000002,-75.196029999999993,1,0
709,1092,39.953139999999998,-75.161230000000003,1,0
710,1095,39.956960000000002,-75.176019999999994,0,0
711,1098,39.954599999999999,-75.215869999999995,0,0
712,1099,40.033220000000000,-75.080140000000000,0,0
713,1100,39.937179999999998,-75.161479999999997,1,1
714,1101,39.943809999999999,-75.158420000000007,0,0
715,1103,39.903050000000000,-75.173940000000002,0,0
716,1104,39.950000000000003,-75.201719999999995,0,0
717,1105,39.972650000000002,-75.179140000000004,1,0
718,1106,39.956969999999998,-75.225520000000003,1,0
719,1107,39.946350000000002,-75.171490000000006,0,0
720,1108,39.942290000000000,-75.184500000000000,0,0
721,1109,39.950740000000003,-75.150390000000002,1,0
722,1110,40.003889999999998,-75.170680000000004,1,0
723,1112,39.936770000000003,-75.159949999999995,1,0
724,1113,39.990879999999997,-75.091220000000007,1,0
725,1115,40.025759999999998,-75.125370000000004,1,1
726,1116,39.938070000000003,-75.168450000000007,0,1
727,1117,39.976840000000003,-75.127399999999994,0,0
728,1119,39.962589999999999,-75.213040000000007,0,0
729,1120,39.899880000000003,-75.249920000000003,0,0
730,1122,39.933639999999997,-75.192819999999998,1,0
731,1123,40.044600000000003,-75.193100000000001,0,0
732,1125,39.887569999999997,-75.247960000000006,0,1
733,1127,39.977770000000000,-75.151009999999999,0,0
734,1128,39.910049999999998,-75.163359999999997,0,1
735,1129,39.947450000000003,-75.180329999999998,0,0
736,1130,39.980420000000002,-75.239379999999997,0,0
737,1132,39.927270000000000,-75.182479999999998,0,0
738,1133,39.964070000000000,-75.174459999999996,1,0
739,1134,39.987029999999997,-75.122360000000000,0,1
740,1136,39.967739999999999,-75.209750000000000,0,0
741,1140,39.943730000000002,-75.150350000000003,0,0
742,1141,39.970359999999999,-75.245159999999998,0,0
743,1142,40.027279999999998,-75.114189999999994,0,0
744,1143,39.957009999999997,-75.213340000000002,0,0
745,1145,39.957160000000002,-75.201949999999997,1,0
746,1147,39.944899999999997,-75.159800000000004,0,0
747,1148,39.920650000000002,-75.170509999999993,0,0
748,1149,40.025680000000001,-75.031630000000007,0,1
749,1150,39.948410000000003,-75.176259999999999,0,0
750,1152,39.946980000000003,-75.176569999999998,0,0
751,1153,39.951979999999999,-75.165229999999994,1,0
752,1154,39.914209999999997,-75.179569999999998,0,1
753,1155,39.956769999999999,-75.211359999999999,0,0
754,1156,39.975330000000000,-75.245540000000005,0,0
755,1157,39.967970000000001,-75.161940000000001,1,0
756,1158,40.028939999999999,-75.105440000000002,0,0
757,1159,39.968490000000003,-75.165059999999997,0,0
758,1160,39.894570000000002,-75.246639999999999,0,0
759,1161,39.992750000000001,-75.186160000000001,0,1
760,1162,39.929819999999999,-75.144329999999997,0,0
761,1163,39.969740000000002,-75.131770000000003,0,0
762,1164,40.007950000000001,-75.191559999999996,0,0
763,1165,39.975310000000000,-75.121120000000005,1,0
764,1166,39.907550000000001,-75.190299999999993,1,0
765,1167,39.914720000000003,-75.155060000000006,1,0
766,1168,40.024619999999999,-75.123689999999996,0,0
767,1169,39.903689999999997,-75.243240000000000,1,0
768,1172,39.967250000000000,-75.170169999999999,0,0
769,1173,40.036679999999997,-75.064220000000006,1,0
770,1175,39.955449999999999,-75.188270000000003,1,1
771,1177,39.944249999999997,-75.170330000000007,0,0
772,1178,39.953740000000003,-75.209019999999995,0,0
773,1179,39.950339999999997,-75.172240000000002,1,0
774,1180,39.892460000000000,-75.222690000000000,0,1
775,1182,39.940640000000002,-75.149400000000000,0,0
776,1183,39.951479999999997,-75.163719999999998,1,0
777,1185,39.960560000000001,-75.230840000000001,0,1
778,1186,39.972499999999997,-75.177940000000007,1,0
779,1187,39.964060000000003,-75.191599999999994,0,0
780,1190,39.989330000000002,-75.120699999999999,0,0
781,1191,39.949050000000000,-75.155649999999994,1,0
782,1192,39.984839999999998,-75.113380000000006,0,1
783,1193,39.932920000000003,-75.148719999999997,0,0
784,1194,40.021859999999997,-75.037869999999998,0,1
785,1196,39.958289999999998,-75.211050000000000,0,0
786,1198,40.025440000000003,-75.123660000000001,0,0
787,1199,39.922339999999998,-75.186940000000007,0,0
788,1203,40.029130000000002,-75.146860000000004,0,0
789,1204,39.918709999999997,-75.186040000000006,1,0
790,1205,39.957389999999997,-75.144130000000004,0,0
791,1206,39.951039999999999,-75.197280000000006,0,0
792,1207,39.905450000000002,-75.174009999999996,0,0
793,1208,39.937550000000002,-75.150080000000003,0,0
794,1209,39.952930000000002,-75.162459999999996,1,0
795,1210,39.930779999999999,-75.190219999999997,0,0
796,1212,39.939470000000000,-75.151290000000003,0,0
797,1213,39.902479999999997,-75.224840000000000,0,1
798,1215,39.957929999999998,-75.208140000000000,1,0
799,1216,39.928049999999999,-75.219359999999995,0,1
800,1217,39.939050000000002,-75.176320000000004,0,1
801,1219,39.998510000000003,-75.153549999999996,0,1
802,1221,39.949039999999997,-75.149180000000001,1,0
803,1223,39.915939999999999,-75.164519999999996,0,0
804,1224,39.933650000000000,-75.154190000000000,1,0
805,1225,39.957599999999999,-75.158640000000005,1,0
806,1227,39.980300000000000,-75.214160000000007,0,0
807,1228,39.945850000000000,-75.174830000000000,0,0
808,1229,39.981499999999997,-75.117379999999997,0,1
809,1232,39.951300000000003,-75.199439999999996,0,0
810,1233,40.022739999999999,-75.136849999999995,0,0
811,1234,39.990639999999999,-75.128969999999995,0,0
812,1236,39.915550000000003,-75.161460000000005,0,0
813,1237,39.947380000000003,-75.168019999999999,1,0
814,1239,39.966670000000001,-75.160480000000007,1,0
815,1240,39.997250000000001,-75.180189999999996,0,0
816,1241,39.957220000000000,-75.227490000000003,1,0
817,1242,39.968290000000003,-75.163489999999996,0,0
818,1243,40.018129999999999,-75.047100000000000,0,0
819,1247,39.942630000000001,-75.148960000000002,0,0
820,1248,40.014890000000001,-75.109319999999997,0,1
821,1250,39.947569999999999,-75.191320000000005,1,1
822,1252,39.956040000000002,-75.183009999999996,1,1
823,1253,39.937829999999998,-75.151650000000004,0,0
824,1254,39.955599999999997,-75.172790000000006,1,0
825,1255,39.947510000000001,-75.149510000000006,1,0
826,1256,39.904249999999998,-75.164630000000002,0,0
827,1257,39.958449999999999,-75.237449999999995,0,0
828,1258,39.931130000000003,-75.144030000000001,0,0
829,1259,39.946520000000000,-75.161079999999998,0,0
830,1262,39.951929999999997,-75.143299999999996,0,0
831,1264,40.024259999999998,-75.130570000000006,0,0
832,1265,39.975549999999998,-75.189700000000002,0,0
833,1267,39.954270000000001,-75.154510000000002,1,0
834,1268,39.921869999999998,-75.189920000000001,0,1
835,1269,40.029760000000003,-75.087540000000004,0,0
836,1270,39.946919999999999,-75.183459999999997,1,0
837,1271,40.023940000000003,-75.035420000000002,0,0
838,1273,39.990890000000000,-75.130899999999997,0,1
839,1274,39.953940000000003,-75.159440000000004,1,0
840,1277,39.969760000000001,-75.141520000000000,0,0
841,1280,39.991720000000001,-75.185620000000000,0,0
842,1283,39.948610000000002,-75.177840000000003,0,0
843,1284,39.964799999999997,-75.176980000000000,0,0
844,1285,39.946120000000001,-75.157910000000001,0,0
845,1286,39.951329999999999,-75.155159999999995,1,0
846,1287,39.995460000000001,-75.129919999999998,0,0
847,1289,39.945549999999997,-75.165080000000003,1,0
848,1290,40.026679999999999,-75.037589999999994,0,0
849,1291,40.029460000000000,-75.087000000000003,0,0
850,1292,40.026170000000000,-75.097359999999995,0,0
851,1296,39.956150000000001,-75.149140000000003,0,0
852,1297,39.908189999999998,-75.223200000000006,0,1
853,1298,39.954839999999997,-75.183279999999996,1,1
854,1299,39.973840000000003,-75.206429999999997,0,0
855,1300,39.956499999999998,-75.198059999999998,1,0
856,1301,39.948470000000000,-75.171030000000002,1,0
857,1302,39.960209999999996,-75.239109999999997,0,0
858,1303,39.945929999999997,-75.156329999999997,0,0
859,1304,39.943860000000001,-75.167190000000005,1,0
860,1305,40.026730000000001,-75.117080000000001,0,0
861,1307,39.958329999999997,-75.171120000000002,0,0
862,1308,39.952590000000001,-75.165229999999994,1,0
863,1309,39.947360000000003,-75.233630000000005,0,0
864,1311,39.958579999999998,-75.171279999999996,0,0
865,1312,39.950870000000002,-75.163929999999993,1,0
866,1313,39.975409999999997,-75.188519999999997,0,1
867,1315,39.949559999999998,-75.209260000000000,0,0
868,1318,39.992089999999997,-75.140199999999993,0,0
869,1319,39.947780000000002,-75.225399999999993,0,0
870,1325,39.947920000000003,-75.231089999999995,0,0
871,1326,39.953409999999998,-75.196759999999998,1,0
872,1327,39.937959999999997,-75.148370000000000,0,0
873,1333,39.960799999999999,-75.171580000000006,1,0
874,1334,39.982529999999997,-75.151579999999996,0,1
875,1335,39.961199999999998,-75.247079999999997,0,0
876,1336,39.925600000000003,-75.179239999999993,0,0
877,1337,39.973210000000002,-75.159059999999997,1,0
878,1338,39.907470000000004,-75.151200000000003,0,1
879,1340,39.943640000000002,-75.196439999999996,0,1
880,1343,39.955829999999999,-75.174629999999993,1,0
881,1344,39.952060000000003,-75.173509999999993,1,0
882,1346,39.946350000000002,-75.237989999999996,1,0
883,1349,39.933839999999996,-75.147279999999995,0,0
884,1350,39.946280000000002,-75.178349999999995,0,0
885,1351,39.981600000000000,-75.144450000000006,1,0
886,1352,40.024610000000003,-75.130430000000004,0,0
887,1353,39.972490000000001,-75.167420000000007,0,0
888,1354,39.957509999999999,-75.217330000000004,0,0
889,1355,39.960290000000001,-75.228690000000000,1,0
890,1356,39.951070000000001,-75.172089999999997,1,0
891,1357,39.953899999999997,-75.194630000000004,1,0
892,1358,39.962560000000003,-75.246799999999993,0,0
893,1360,39.968840000000000,-75.245469999999997,0,0
894,1362,39.947780000000002,-75.171180000000007,0,0
895,1364,39.911780000000000,-75.172560000000004,0,0
896,1366,40.036799999999999,-75.064260000000004,1,0
897,1367,39.973779999999998,-75.245249999999999,0,0
898,1368,39.952489999999997,-75.176990000000004,1,0
899,1369,39.949249999999999,-75.173000000000002,0,0
900,1372,40.031869999999998,-75.053200000000004,1,0
901,1373,39.938040000000001,-75.176530000000000,0,1
902,1374,39.971319999999999,-75.121260000000007,0,1
903,1375,39.931739999999998,-75.149330000000006,0,0
904,1377,40.005760000000002,-75.099050000000005,0,1
905,1379,39.963090000000001,-75.174689999999998,1,0
906,1380,39.959290000000003,-75.219380000000001,0,0
907,1382,39.915340000000000,-75.159829999999999,0,0
908,1383,39.908020000000000,-75.173410000000004,1,0
909,1385,39.914070000000002,-75.150009999999995,1,0
910,1386,39.955590000000001,-75.157470000000004,1,0
911,1387,40.037820000000004,-75.037989999999994,0,0
912,1388,39.991750000000003,-75.112769999999998,0,0
913,1389,39.960009999999997,-75.165300000000002,1,0
914,1390,39.958460000000002,-75.168859999999995,1,0
915,1391,39.927309999999999,-75.192560000000000,0,0
916,1392,39.953809999999997,-75.175089999999997,1,0
917,1393,40.009200000000000,-75.196899999999999,0,0
918,1394,39.967939999999999,-75.207840000000004,0,0
919,1395,39.987150000000000,-75.187399999999997,0,0
920,1399,40.043630000000000,-75.019540000000006,1,0
921,1401,39.958700000000000,-75.239419999999996,0,0
922,1403,39.947730000000000,-75.198689999999999,0,0
923,1404,39.961500000000001,-75.236710000000002,0,1
924,1407,40.023280000000000,-75.076859999999996,0,1
925,1408,39.963259999999998,-75.188500000000005,0,1
926,1409,40.007880000000000,-75.140500000000003,0,0
927,1411,39.949080000000002,-75.162120000000002,1,0
928,1412,40.027160000000002,-75.114170000000001,0,0
929,1414,39.991140000000001,-75.132890000000003,0,1
930,1416,39.929369999999999,-75.159949999999995,1,0
931,1418,39.946150000000003,-75.169920000000005,0,0
932,1419,39.915050000000001,-75.178269999999998,0,0
933,1420,39.916550000000001,-75.169240000000002,0,0
934,1422,39.950429999999997,-75.199510000000004,0,0
935,1423,39.936740000000000,-75.167000000000002,0,1
936,1424,39.950980000000001,-75.177319999999995,1,0
937,1426,39.939749999999997,-75.157669999999996,0,0
938,1427,39.909360000000000,-75.161140000000003,0,1
939,1430,39.929369999999999,-75.150239999999997,0,0
940,1431,39.942320000000002,-75.161990000000003,0,0
941,1432,39.930900000000001,-75.171610000000001,0,0
942,1433,40.025950000000002,-75.123270000000005,1,0
943,1435,39.959949999999999,-75.158130000000000,0,1
944,1437,39.952170000000002,-75.145229999999998,0,0
945,1438,39.948099999999997,-75.154259999999994,1,0
946,1440,39.986499999999999,-75.145129999999995,0,1
947,1441,39.938200000000002,-75.198650000000001,1,1
948,1442,39.957810000000002,-75.147239999999996,0,0
949,1443,39.914250000000003,-75.171890000000005,0,0
950,1444,40.002560000000003,-75.223630000000000,1,0
951,1446,39.946089999999998,-75.198459999999997,0,1
952,1447,39.957259999999998,-75.170010000000005,1,0
953,1448,39.962940000000003,-75.191389999999998,0,0
954,1449,39.978180000000002,-75.154150000000001,1,0
955,1450,39.942850000000000,-75.182500000000005,0,0
956,1451,39.903950000000002,-75.162300000000002,0,1
957,1452,40.040210000000002,-75.058679999999995,1,0
958,1454,39.976379999999999,-75.151309999999995,0,0
959,1455,39.954419999999999,-75.148089999999996,1,0
960,1456,39.965800000000002,-75.246110000000002,0,0
961,1457,39.958820000000003,-75.213970000000003,0,0
962,1459,39.998150000000003,-75.138880000000000,0,0
963,1460,39.944870000000002,-75.166970000000006,1,0
964,1461,39.958030000000001,-75.148809999999997,0,0
965,1462,39.962179999999996,-75.191249999999997,0,0
966,1463,39.956280000000000,-75.206320000000005,1,0
967,1467,39.949930000000002,-75.203460000000007,0,0
968,1468,40.018479999999997,-75.063730000000007,0,0
969,1469,39.994210000000002,-75.111369999999994,0,0
970,1471,39.959550000000000,-75.197400000000002,1,0
971,1473,39.914479999999998,-75.153160000000000,1,0
972,1475,39.960940000000001,-75.245030000000000,0,0
973,1476,39.955840000000002,-75.183290000000000,1,1
974,1477,39.901359999999997,-75.239400000000003,1,1
975,1478,40.034709999999997,-75.044790000000006,0,0
976,1479,39.953600000000002,-75.165059999999997,1,0
977,1481,39.953350000000000,-75.163330000000002,1,0
978,1482,39.957210000000003,-75.155490000000000,1,0
979,1483,39.944119999999998,-75.153490000000005,0,0
980,1484,39.952950000000001,-75.159670000000006,1,0
981,1485,39.951720000000002,-75.158310000000000,1,0
982,1487,39.973999999999997,-75.155060000000006,0,0
983,1488,39.993310000000001,-75.186030000000002,0,1
984,1489,39.946689999999997,-75.181640000000002,0,0
985,1491,39.915730000000003,-75.162880000000001,0,0
986,1492,39.954670000000000,-75.194469999999995,1,0
987,1493,39.998640000000002,-75.178240000000002,0,1
988,1494,39.930610000000001,-75.159700000000001,1,0
989,1496,39.896149999999999,-75.175849999999997,0,1
990,1499,39.948619999999998,-75.217110000000005,0,0
991,1501,39.932589999999998,-75.194659999999999,0,0
992,1505,39.945450000000001,-75.171689999999998,0,0
993,1508,39.959589999999999,-75.162019999999998,1,1
994,1509,40.031860000000002,-75.052859999999995,1,0
995,1510,39.974119999999999,-75.204319999999996,0,0
996,1511,39.945869999999999,-75.240309999999994,1,0
997,1512,39.971750000000000,-75.185820000000007,0,0
998,1513,40.032139999999998,-75.067700000000002,0,0
999,1514,39.922960000000003,-75.183440000000004,1,0
1000,1515,39.940539999999999,-75.163979999999995,0,0
1001,1517,39.955100000000002,-75.185360000000003,1,1
1002,1519,39.939380000000000,-75.161010000000005,0,0
1003,1520,39.941180000000003,-75.145669999999996,0,0
1004,1522,40.019590000000001,-75.148949999999999,0,0
1005,1523,39.981949999999998,-75.239030000000000,0,1
1006,1525,39.951529999999998,-75.156739999999999,1,0
1007,1527,39.959420000000001,-75.197119999999998,1,0
1008,1530,39.941820000000000,-75.165909999999997,0,0
1009,1534,39.954340000000002,-75.191789999999997,1,0
1010,1536,39.992199999999997,-75.099310000000003,1,0
1011,1538,40.024810000000002,-75.130650000000003,0,0
1012,1539,40.035580000000003,-75.069559999999996,1,0
1013,1540,39.960720000000002,-75.230900000000005,0,1
1014,1542,40.001429999999999,-75.081649999999996,0,1
1015,1544,39.942239999999998,-75.177599999999998,0,0
1016,1546,39.954140000000002,-75.161010000000005,1,0
1017,1547,39.932429999999997,-75.154460000000000,0,0
1018,1549,39.943429999999999,-75.178979999999996,0,0
1019,1551,39.948599999999999,-75.167760000000001,1,0
1020,1552,39.961570000000002,-75.224540000000005,0,0
1021,1553,39.941409999999998,-75.170950000000005,0,0
1022,1555,39.939760000000000,-75.164150000000006,0,1
1023,1557,39.941020000000002,-75.174279999999996,0,0
1024,1558,39.967350000000003,-75.175399999999996,0,0
1025,1559,39.956589999999998,-75.151309999999995,1,0
1026,1560,40.044930000000001,-75.231139999999996,1,0
1027,1561,39.954400000000000,-75.171360000000007,1,0
1028,1562,39.921990000000001,-75.188839999999999,0,1
1029,1563,39.937269999999998,-75.148520000000005,0,0
1030,1564,39.940429999999999,-75.169539999999998,0,0
1031,1565,39.990859999999998,-75.155220000000000,0,1
1032,1567,39.945140000000002,-75.150040000000004,0,0
1033,1568,39.998800000000003,-75.131249999999994,0,1
1034,1569,39.955260000000003,-75.211680000000001,0,0
1035,1570,39.952359999999999,-75.154929999999993,1,0
1036,1572,39.956569999999999,-75.209729999999993,1,0
1037,1573,39.973820000000003,-75.139949999999999,0,0
1038,1574,39.978879999999997,-75.118610000000004,1,0
1039,1575,39.949219999999997,-75.199529999999996,0,0
1040,1576,39.958210000000001,-75.235510000000005,0,0
1041,1577,40.029429999999998,-75.056120000000007,1,0
1042,1580,39.968499999999999,-75.175150000000002,0,0
1043,1582,39.959339999999997,-75.220960000000005,0,0
1044,1583,39.941820000000000,-75.150769999999994,0,0
1045,1584,39.979100000000003,-75.161130000000000,0,0
1046,1585,39.949550000000002,-75.165949999999995,1,0
1047,1587,39.982439999999997,-75.100989999999996,1,1
1048,1588,39.947789999999998,-75.229460000000003,0,1
1049,1589,39.956840000000000,-75.167599999999993,1,0
1050,1591,39.941929999999999,-75.158820000000006,0,0
1051,1596,39.939570000000003,-75.162589999999994,0,1
1052,1597,39.994940000000000,-75.187269999999998,0,0
1053,1600,39.929749999999999,-75.192040000000006,0,0
1054,1601,39.948169999999998,-75.174329999999998,0,0
1055,1602,39.943019999999997,-75.152119999999996,0,0
1056,1603,39.991810000000001,-75.186380000000000,0,0
1057,1604,39.958320000000001,-75.152029999999996,0,0
1058,1605,39.954200000000000,-75.146429999999995,1,0
1059,1608,39.946080000000002,-75.176760000000002,0,0
1060,1609,39.944659999999999,-75.165270000000007,1,0
1061,1610,39.977179999999997,-75.265429999999995,0,0
1062,1611,40.027580000000000,-75.099180000000004,0,0
1063,1612,39.959859999999999,-75.224909999999994,1,0
1064,1613,39.945760000000000,-75.166780000000003,1,0
1065,1614,39.957670000000000,-75.206080000000000,1,0
1066,1616,39.924720000000001,-75.159379999999999,0,0
1067,1617,39.950150000000001,-75.145679999999999,0,0
1068,1618,39.944740000000003,-75.146879999999996,0,0
1069,1619,39.924610000000001,-75.181430000000006,0,0
1070,1621,39.913370000000000,-75.165080000000003,0,0
1071,1622,39.977269999999997,-75.158180000000002,1,0
1072,1623,39.933850000000000,-75.194400000000002,0,0
1073,1624,39.948490000000000,-75.157390000000007,1,0
1074,1625,39.944200000000002,-75.161580000000001,0,0
1075,1628,39.942019999999999,-75.167590000000004,0,0
1076,1629,39.962240000000001,-75.242649999999998,0,0
1077,1631,39.974570000000000,-75.183459999999997,0,0
1078,1633,39.956780000000002,-75.155580000000000,1,0
1079,1634,39.927669999999999,-75.166060000000002,0,0
1080,1635,39.961419999999997,-75.234840000000005,1,0
1081,1636,39.962280000000000,-75.244749999999996,0,0
1082,1637,39.912030000000001,-75.150490000000005,1,0
1083,1638,39.924250000000001,-75.176299999999998,0,0
1084,1639,39.995429999999999,-75.141509999999997,0,1
1085,1640,39.920220000000000,-75.157160000000005,0,0
1086,1641,39.947319999999998,-75.147930000000002,1,0
1087,1642,39.952269999999999,-75.162390000000002,1,0
1088,1644,39.938960000000002,-75.154629999999997,0,0
1089,1645,39.987420000000000,-75.232410000000002,0,0
1090,1647,39.946739999999998,-75.174639999999997,0,0
1091,1648,39.958689999999997,-75.167169999999999,1,0
