OBJECTID,Row_Labels,Average_of,Average__1,comm,ind,OBJECTID_1,ASSET_NAME,ACREAGE,ACREAGE_1,AREA,PERCENTAGE
1679,556,39.975180000000002,-75.188599999999994,0,0,568,Sedgley Porter's House,0.041899860000000,0.041899919953585,0.054558072954704,0.033744733155397
1680,556,39.975180000000002,-75.188599999999994,0,0,571,Hatfield House Building,0.044254010000000,0.044254052850499,0.057624634482494,0.035641433219306
1681,556,39.975180000000002,-75.188599999999994,0,0,940,Lemon Hill Pavilion,0.032870570000000,0.032870488201445,0.042799086752075,0.026471678406650
1682,556,39.975180000000002,-75.188599999999994,0,0,1044,Glendinning Rock Garden,2.630021080000000,2.630020385944477,3.424661277946894,2.118188468054685
1683,556,39.975180000000002,-75.188599999999994,0,0,1063,Hatfield House,0.717367090000000,0.717367446296165,0.934108270361314,0.577755639348963
1684,558,39.960360000000001,-75.138890000000004,1,0,417,Madison War Memorial,0.141197930000000,0.141198057834667,0.183817616589378,0.113717361601663
1685,560,39.929560000000002,-75.190470000000005,0,0,237,Vare Recreation Center,4.107693920000000,4.107695215827865,5.345258333766271,3.308268640149017
1686,560,39.929560000000002,-75.190470000000005,0,0,478,Vare Recreation Center Building,0.297065620000000,0.297065873922858,0.386565274685641,0.239251631213867
1687,560,39.929560000000002,-75.190470000000005,0,0,1003,Lanier Park,4.119986350000000,0.008057203247356,0.010484949432855,0.006489308324565
1688,560,39.929560000000002,-75.190470000000005,0,0,1355,Vare Recreation Center Garden,0.023681460000000,0.023681495551578,0.030816402770942,0.019072780495059
1689,562,39.921199999999999,-75.193839999999994,0,1,33,29th & Passyunk Playground,0.556027400000000,0.556027715069546,0.723442791219548,0.447804516500912
1690,563,39.913530000000002,-75.239630000000005,0,0,60,71st & Dicks Triangle,0.068072880000000,0.068072764236717,0.088558784007347,0.054823124747279
1691,563,39.913530000000002,-75.239630000000005,0,0,115,Elmwood Park,7.234612910000000,7.234613270618166,9.411822273871559,5.826474611224051
1692,564,39.938389999999998,-75.161220000000000,0,1,261,Hawthorne Cultural Center,1.022387150000000,1.022388290970152,1.330549884927037,0.823394758884868
1693,564,39.938389999999998,-75.161220000000000,0,1,264,Ridgway Park,1.015508800000000,1.015508113798154,1.321614719645126,0.817865339547615
1694,564,39.938389999999998,-75.161220000000000,0,1,273,Hawthorne Park,0.874580500000000,0.874581222224466,1.138231082402556,0.704380586002237
1695,564,39.938389999999998,-75.161220000000000,0,1,277,Frank Palumbo Recreation Center,3.221027890000000,0.810476707113341,1.054811556755573,0.652757418028979
1696,564,39.938389999999998,-75.161220000000000,0,1,408,Giuseppe Bardascino Park,0.233517450000000,0.233517584875017,0.303900811460949,0.188065354191155
1697,564,39.938389999999998,-75.161220000000000,0,1,497,Hawthorne Cultural Center Building,0.214421290000000,0.214420902729207,0.279050612154381,0.172687107875051
1698,564,39.938389999999998,-75.161220000000000,0,1,500,Frank Palumbo Recreation Center Building,0.305145690000000,0.262385590138482,0.341486694449154,0.211324924847723
1699,564,39.938389999999998,-75.161220000000000,0,1,1050,Ridgway Park Pool Building,0.008054590000000,0.008054492267091,0.010482389680024,0.006486900506999
1700,565,39.993079999999999,-75.147890000000004,0,0,214,Stephen E. Fotteral Square,5.067868180000000,0.298767433544214,0.389112424970667,0.240608013149902
1701,565,39.993079999999999,-75.147890000000004,0,0,308,12th & Cambria Playground,2.337383580000000,0.271877408930587,0.354129331344078,0.218976186173508
1702,565,39.993079999999999,-75.147890000000004,0,0,361,Veterans Playground,0.657481300000000,0.074669320048734,0.097248798354998,0.060133880729137
1703,566,39.941020000000002,-75.167810000000003,0,0,177,Marian Anderson Recreation Center,3.360903470000000,3.099587246231413,4.034062296159862,2.496336382575188
1704,566,39.941020000000002,-75.167810000000003,0,0,264,Ridgway Park,1.015508800000000,1.015508113798154,1.321614719645126,0.817834397732933
1705,566,39.941020000000002,-75.167810000000003,0,0,273,Hawthorne Park,0.874580500000000,0.068969257582699,0.089760619958415,0.055545176270083
1706,566,39.941020000000002,-75.167810000000003,0,0,502,Marian Anderson Recreation Center Building,0.401486620000000,0.401486343443182,0.522526418867651,0.323346942737532
1707,566,39.941020000000002,-75.167810000000003,0,0,1050,Ridgway Park Pool Building,0.008054590000000,0.008054492267091,0.010482389680024,0.006486655091936
1708,566,39.941020000000002,-75.167810000000003,0,0,1129,Ryan Howard Training Center,0.173793620000000,0.173793527199432,0.226190263167565,0.139969822445963
1709,567,39.951799999999999,-75.182710000000000,1,0,1,William H. ""Billy"" Markward Memorial Playground,3.357339620000000,0.781863388390435,1.017660127876790,0.629645226818256
1710,567,39.951799999999999,-75.182710000000000,1,0,2,Schuylkill Banks,17.745484919999999,4.246617068256406,5.528003409165016,3.420278406384818
1711,567,39.951799999999999,-75.182710000000000,1,0,3,Schuylkill River Park,7.289316870000000,4.664947003666102,6.071886576894813,3.756789026312850
1712,567,39.951799999999999,-75.182710000000000,1,0,1247,Schuylkill River Park Community Garden,0.510932590000000,0.510932493341505,0.665042384596459,0.411474078253058
1713,568,39.914839999999998,-75.155980000000000,1,0,215,Lawrence E. Murphy Recreation Center,4.950025270000000,4.950027273836069,6.439850185251360,3.986573202041922
1714,568,39.914839999999998,-75.155980000000000,1,0,376,Mollbore Terrace Park,1.429625270000000,0.000275380523175,0.000358262625211,0.000221781584955
1715,568,39.914839999999998,-75.155980000000000,1,0,464,Lawrence E. Murphy Recreation Center Building,0.238394800000000,0.238394978414259,0.310147495242037,0.191996033703394
1716,568,39.914839999999998,-75.155980000000000,1,0,1347,Mollbore Terrace Park (8th St),0.477673650000000,0.000275382573601,0.000358262625211,0.000221781584955
1717,569,39.984760000000001,-75.116669999999999,0,1,212,Cohocksink Recreation Center,5.116619660000000,1.781437172601599,2.319942492620326,1.434710507259783
1718,569,39.984760000000001,-75.116669999999999,0,1,222,Frederick Cione Playground,4.752239390000000,0.580194100219616,0.755545237133728,0.467248086482308
1719,569,39.984760000000001,-75.116669999999999,0,1,352,Trenton & Auburn Playground,0.808204120000000,0.808203426795918,1.052547306004714,0.650921600046781
1720,569,39.984760000000001,-75.116669999999999,0,1,598,Frederick Cione Playground Building,0.111465080000000,0.100634380225555,0.131049694924772,0.081044411609271
1721,569,39.984760000000001,-75.116669999999999,0,1,620,Cohocksink Recreation Center Building,0.257187680000000,0.257187516091136,0.334932359792848,0.207130554892920
1722,572,39.962719999999997,-75.246570000000006,0,0,43,Laura Sims Skate House,4.203217690000000,2.711359813704072,3.529706118014511,2.183551572085398
1723,572,39.962719999999997,-75.246570000000006,0,0,525,Laura Sims Skate House Building,0.792981660000000,0.440730683345841,0.573749579588665,0.354933740829076
1724,572,39.962719999999997,-75.246570000000006,0,0,1165,Cobbs Creek Park,729.252538899999990,30.832220807006902,40.138154996122090,24.830319724093663
1725,572,39.962719999999997,-75.246570000000006,0,0,1170,Cobbs Cinder Block Ruins,0.023025790000000,0.023025723162103,0.029976055554475,0.018543828024899
1726,572,39.962719999999997,-75.246570000000006,0,0,1171,Cobbs Stone Quay with Fire Pit,0.012157470000000,0.012157699723642,0.015827461859429,0.009791205859574
1727,572,39.962719999999997,-75.246570000000006,0,0,1249,Cobbs Creek Park Community Garden,1.510726440000000,1.510726354587246,1.966779567202334,1.216691835615432
1728,573,39.958080000000002,-75.162360000000007,1,0,1372,Vine Street Park,11.868121490000000,3.328620278768474,4.333121710240988,2.680740559215728
1729,574,39.916829999999997,-75.171350000000004,0,0,122,Marconi Plaza,18.846212479999998,18.846209946881828,24.518479928763025,15.177669214148356
1730,574,39.916829999999997,-75.171350000000004,0,0,376,Mollbore Terrace Park,1.429625270000000,0.481782257356874,0.626785708408972,0.387999018618891
1731,574,39.916829999999997,-75.171350000000004,0,0,465,Tenaglia Bocce Courts Building,0.096361110000000,0.096361258663195,0.125365323613832,0.077604868583360
1732,574,39.916829999999997,-75.171350000000004,0,0,1349,Mollbore Terrace Park (12th St),0.481781020000000,0.481779436877525,0.626785708408972,0.387999018618891
1733,575,39.958120000000001,-75.150459999999995,0,0,119,Franklin Square,7.164952180000000,7.164950992611891,9.326937696048931,5.770224661463249
1734,575,39.958120000000001,-75.150459999999995,0,0,520,Franklin Square Storage Facility,0.008021830000000,0.008021849941853,0.010442367026482,0.006460298728679
1735,575,39.958120000000001,-75.150459999999995,0,0,521,Franklin Square Maintenance Building & Restooms,0.016219830000000,0.016219804618784,0.021114003645253,0.013062437909034
1736,575,39.958120000000001,-75.150459999999995,0,0,1101,Franklin Square Carousel Booth,0.000718120000000,0.000718139976333,0.000934838110321,0.000578349088890
1737,575,39.958120000000001,-75.150459999999995,0,0,1102,Franklin Square Mini Golf Building 1,0.014466980000000,0.014467074519526,0.018832521816589,0.011650971129534
1738,575,39.958120000000001,-75.150459999999995,0,0,1103,Franklin Square Mini Golf Building 2,0.014427660000000,0.014427721816584,0.018781286540793,0.011619273796328
1739,575,39.958120000000001,-75.150459999999995,0,0,1104,Pavillion in Franklin Square,0.047425010000000,0.047424950149473,0.061735592448263,0.038193483182151
1740,575,39.958120000000001,-75.150459999999995,0,0,1105,Franklin Square Shed,0.002661590000000,0.002661630183559,0.003464790627697,0.002143535314406
1741,575,39.958120000000001,-75.150459999999995,0,0,1106,SquareBurger,0.014435250000000,0.014435339622900,0.018791138568734,0.011625368874525
1742,575,39.958120000000001,-75.150459999999995,0,0,1372,Vine Street Park,11.868121490000000,4.311101870466599,5.612093764233990,3.471990796566075
1743,576,39.962960000000002,-75.202219999999997,0,0,14,Belmont School Playground,0.880770150000000,0.030652482122735,0.039908111174555,0.024687924147453
1744,576,39.962960000000002,-75.202219999999997,0,0,327,Norman (Butch) Ellis Playground,1.479790270000000,1.479479437307188,1.926197187158065,1.191582579330781
1745,576,39.962960000000002,-75.202219999999997,0,0,446,Norman (Butch) Ellis Playground Building,0.016991450000000,0.016991530572616,0.022122004196366,0.013685096726345
1746,582,40.027780000000000,-75.098590000000002,0,0,163,Edward Houseman Playground,8.665195810000000,2.915750692590051,3.799633088698046,2.348331189857066
1747,582,40.027780000000000,-75.098590000000002,0,0,651,Edward Houseman Playground Pool Building,0.091273110000000,0.091272713424165,0.118941251173763,0.073510637309372
1748,584,39.954900000000002,-75.208770000000001,0,0,58,45th & Sansom Tot Lot,0.130736940000000,0.130736819146805,0.170187096486865,0.105293219799757
1749,585,39.938170000000000,-75.154790000000006,0,0,269,Weccacoe Playground,0.903741930000000,0.903742292399160,1.176136904988482,0.727840434676891
1750,585,39.938170000000000,-75.154790000000006,0,0,277,Frank Palumbo Recreation Center,3.221027890000000,0.169410797477374,0.220483161884778,0.136443775979229
1751,585,39.938170000000000,-75.154790000000006,0,0,366,Cianfrani Park,0.608773820000000,0.608773674813803,0.792293475715749,0.490302808551239
1752,585,39.938170000000000,-75.154790000000006,0,0,412,"Frank Palumbo, Sr. Park",0.201635110000000,0.201635269997270,0.262414330603987,0.162392455880059
1753,585,39.938170000000000,-75.154790000000006,0,0,496,Weccacoe Playground Building,0.062378930000000,0.062378875697281,0.081180119287151,0.050237496211940
1754,585,39.938170000000000,-75.154790000000006,0,0,1315,South 6th Street Garden,0.068190360000000,0.068190150373284,0.088739943206433,0.054915816825938
1755,587,39.939880000000002,-75.183149999999998,0,1,399,Julian Abele Park,0.286051990000000,0.286052174914202,0.372286230764521,0.230379910652296
1756,588,39.951659999999997,-75.165480000000002,1,0,307,John F. Kennedy Plaza,2.439869380000000,2.439869214516217,3.176019915458208,1.965066462086269
1757,588,39.951659999999997,-75.165480000000002,1,0,518,Welcome Center,0.093270240000000,0.093270234180009,0.121411256008560,0.075119550145444
1758,588,39.951659999999997,-75.165480000000002,1,0,1001,Levy Park,0.572631830000000,0.099514246644582,0.129541163488261,0.080149685016598
1759,588,39.951659999999997,-75.165480000000002,1,0,1011,Cret Park,1.121917470000000,0.051251910493420,0.066716783069709,0.041278995837045
1760,588,39.951659999999997,-75.165480000000002,1,0,1033,Benjamin Franklin Parkway,64.509472470000006,2.590979251199423,3.373065292616834,2.086982341857349
1761,589,39.933439999999997,-75.191239999999993,1,0,237,Vare Recreation Center,4.107693920000000,4.107695215827865,5.345258333766270,3.308084128460788
1762,589,39.933439999999997,-75.191239999999993,1,0,478,Vare Recreation Center Building,0.297065620000000,0.297065873922858,0.386565274685641,0.239238287460022
1763,589,39.933439999999997,-75.191239999999993,1,0,1003,Lanier Park,4.119986350000000,4.119987641102313,5.361396598145991,3.318071809676906
1764,589,39.933439999999997,-75.191239999999993,1,0,1355,Vare Recreation Center Garden,0.023681460000000,0.023681495551578,0.030816402770942,0.019071716751055
1765,592,39.928150000000002,-75.160210000000006,1,0,274,East Passyunk Community Recreation Center,0.794629190000000,0.794629116140906,1.033960181598028,0.639948006465932
1766,592,39.928150000000002,-75.160210000000006,1,0,314,South Philadelphia Older Adults Center,1.875232310000000,0.486330513707790,0.632855109353729,0.391692419902247
1767,592,39.928150000000002,-75.160210000000006,1,0,475,East Passyunk Community Recreation Center Building,0.370328630000000,0.370328594299505,0.481867151818473,0.298241584807502
1768,592,39.928150000000002,-75.160210000000006,1,0,482,South Philadelphia Older Adults Center Building,0.250605260000000,0.042355831571652,0.055116975167879,0.034113497800855
1769,593,39.959190000000000,-75.243369999999999,0,0,43,Laura Sims Skate House,4.203217690000000,2.175082263045640,2.831568548096427,1.751757734083633
1770,593,39.959190000000000,-75.243369999999999,0,0,108,Cobbs Creek Recreation Center & Pool,6.931076950000000,0.047723052099962,0.062125561929032,0.038434151158600
1771,593,39.959190000000000,-75.243369999999999,0,0,525,Laura Sims Skate House Building,0.792981660000000,0.414005897198511,0.538958866357121,0.333428397178920
1772,593,39.959190000000000,-75.243369999999999,0,0,1165,Cobbs Creek Park,729.252538899999990,2.686221805626313,3.496990627534972,2.163422948711801
1773,595,40.025820000000003,-75.122129999999999,1,0,276,Feltonville Recreation Center,3.279392710000000,0.659203096923892,0.858950415823172,0.530882081419668
1774,597,39.937800000000003,-75.153499999999994,0,0,247,Sacks Playground,3.738516020000000,0.237179943318471,0.308649048084505,0.191005362555882
1775,597,39.937800000000003,-75.153499999999994,0,0,269,Weccacoe Playground,0.903741930000000,0.903742292399160,1.176136904988483,0.727844318156367
1776,597,39.937800000000003,-75.153499999999994,0,0,366,Cianfrani Park,0.608773820000000,0.608773674813803,0.792293475715749,0.490305424620372
1777,597,39.937800000000003,-75.153499999999994,0,0,412,"Frank Palumbo, Sr. Park",0.201635110000000,0.201635269997270,0.262414330603987,0.162393322344382
1778,597,39.937800000000003,-75.153499999999994,0,0,496,Weccacoe Playground Building,0.062378930000000,0.062378875697281,0.081180119287151,0.050237764260095
1779,597,39.937800000000003,-75.153499999999994,0,0,1315,South 6th Street Garden,0.068190360000000,0.068190150373284,0.088739943206433,0.054916109835830
1780,598,39.970579999999998,-75.152580000000000,0,0,218,East Poplar Playground,4.841094440000000,1.823225413717433,2.373764767885860,1.468295382440313
1781,598,39.970579999999998,-75.152580000000000,0,0,280,East Poplar Field,3.081339940000000,3.081338960779890,4.011883329514522,2.481555816864616
1782,598,39.970579999999998,-75.152580000000000,0,0,1320,East Poplar Playground Garden,0.631465670000000,0.631464805708849,0.822151795256170,0.508543096169879
1783,598,39.970579999999998,-75.152580000000000,0,0,1365,Yorktown & Patrick Henry,0.221308510000000,0.218116270372645,0.284003211954888,0.175670567847787
1784,598,39.970579999999998,-75.152580000000000,0,0,1366,Yorktown & Kings Place,0.100006670000000,0.100006769527213,0.130217189731898,0.080546017442152
1785,598,39.970579999999998,-75.152580000000000,0,0,1367,Yorktown Commons,0.776314960000000,0.318099658231901,0.414198530394897,0.256203056772992
1786,599,39.921630000000000,-75.148340000000005,1,0,323,Burke Playground,1.711826600000000,1.711826788410946,2.227232765726455,1.378628328836584
1787,599,39.921630000000000,-75.148340000000005,1,0,469,Burke Playground Building,0.180692160000000,0.180692217933819,0.235097452465323,0.145522288012987
1788,599,39.921630000000000,-75.148340000000005,1,0,1341,Burke Playground Storage Building,0.003173310000000,0.003173327834192,0.004128774154075,0.002555657899690
1789,600,39.924129999999998,-75.245480000000001,0,0,196,"John J. McCreesh, Sr. Playground",5.297793260000000,0.337084894815046,0.438615341663799,0.271487484361010
1790,600,39.924129999999998,-75.245480000000001,0,0,1165,Cobbs Creek Park,729.252538899999990,22.285093575028906,29.011291324636446,17.956969927027973
1791,602,39.946089999999998,-75.242059999999995,0,0,16,60th & Baltimore Park,0.265719220000000,0.265719223987360,0.345842794797282,0.213996940828028
1792,602,39.946089999999998,-75.242059999999995,0,0,325,Sherwood Park,1.647454990000000,0.500063759482420,0.650868465946315,0.402737494287209
1793,602,39.946089999999998,-75.242059999999995,0,0,333,61st & Cobbs Creek,6.689912150000000,1.401674813560208,1.824354419512310,1.128854701138317
1794,602,39.946089999999998,-75.242059999999995,0,0,1165,Cobbs Creek Park,729.252538899999990,8.174168816509962,10.641337092622983,6.584533835599895
1795,603,39.942509999999999,-75.163539999999998,0,0,264,Ridgway Park,1.015508800000000,0.867575672856968,1.129090712397494,0.698682775881838
1796,603,39.942509999999999,-75.163539999999998,0,0,273,Hawthorne Park,0.874580500000000,0.874581222224466,1.138231082402556,0.704338848522949
1797,603,39.942509999999999,-75.163539999999998,0,0,318,Seger Park Playground,1.911304920000000,1.200494437696864,1.562460211118255,0.966852375564229
1798,603,39.942509999999999,-75.163539999999998,0,0,385,Louis I. Kahn Park,0.388319530000000,0.012582246147672,0.016376343965670,0.010133702575973
1799,603,39.942509999999999,-75.163539999999998,0,0,504,Seger Park Playground Building,0.033067010000000,0.000998250433173,0.001299240316001,0.000803971568054
1800,603,39.942509999999999,-75.163539999999998,0,0,1043,Seger Dog Park,0.168994460000000,0.168994442772491,0.219948372360379,0.136104333924714
1801,603,39.942509999999999,-75.163539999999998,0,0,1050,Ridgway Park Pool Building,0.008054590000000,0.008054492267091,0.010482389680024,0.006486516131164
1802,603,39.942509999999999,-75.163539999999998,0,0,1313,Waverly Street Community Garden,0.092752970000000,0.092753009917262,0.120721256733769,0.074702467956356
1803,606,39.930979999999998,-75.191770000000005,0,0,237,Vare Recreation Center,4.107693920000000,4.107695215827865,5.345258333766270,3.308201188327901
1804,606,39.930979999999998,-75.191770000000005,0,0,478,Vare Recreation Center Building,0.297065620000000,0.297065873922858,0.386565274685641,0.239246753146218
1805,606,39.930979999999998,-75.191770000000005,0,0,1003,Lanier Park,4.119986350000000,4.119987641102313,5.361396598145991,3.318189222968114
1806,606,39.930979999999998,-75.191770000000005,0,0,1355,Vare Recreation Center Garden,0.023681460000000,0.023681495551578,0.030816402770942,0.019072391622837
1807,608,39.945059999999998,-75.168530000000004,0,0,177,Marian Anderson Recreation Center,3.360903470000000,0.632083290745687,0.822646103712693,0.509035776616575
1808,608,39.945059999999998,-75.168530000000004,0,0,502,Marian Anderson Recreation Center Building,0.401486620000000,0.035581960118787,0.046309207027344,0.028655144730248
1809,608,39.945059999999998,-75.168530000000004,0,0,1129,Ryan Howard Training Center,0.173793620000000,0.173774182476481,0.226165086234652,0.139946107804357
1810,609,39.963110000000000,-75.179119999999998,0,0,2,Schuylkill Banks,17.745484919999999,7.430711050622065,9.672874987342455,5.983813243807541
1811,609,39.963110000000000,-75.179119999999998,0,0,24,East Fairmount Park,659.240958959999944,16.224278626842043,21.128692095464675,13.070586330394507
1812,609,39.963110000000000,-75.179119999999998,0,0,51,Philadelphia Museum of Art,24.683204270000001,15.353301067197117,19.989071731018271,12.365596817079116
1813,609,39.963110000000000,-75.179119999999998,0,0,133,Benjamin Franklin Parkway Medians,13.931207640000000,8.367134989764832,10.893014760067601,6.738613501319706
1814,609,39.963110000000000,-75.179119999999998,0,0,180,Von Colln Field,6.528407340000000,6.528407956861822,8.499236426334836,5.257779466467255
1815,609,39.963110000000000,-75.179119999999998,0,0,188,Fairmount Water Works,5.800565230000000,0.875320989101774,1.139620364446400,0.704989513315388
1816,609,39.963110000000000,-75.179119999999998,0,0,240,Rodin Museum,4.190618850000000,0.415707265550553,0.541192753013131,0.334791503784581
1817,609,39.963110000000000,-75.179119999999998,0,0,437,River Field Clubhouse,0.093892230000000,0.093892211044916,0.122236132909246,0.075617455196237
1818,609,39.963110000000000,-75.179119999999998,0,0,440,Von Colln Community Center Building,0.037091370000000,0.037091377783480,0.048289358947116,0.029872659987940
1819,609,39.963110000000000,-75.179119999999998,0,0,453,Philadelphia Museum of Art Building,2.800536090000000,2.800534644044991,3.646116582002318,2.255552844464704
1820,609,39.963110000000000,-75.179119999999998,0,0,886,Paine's Park,2.887717420000000,2.887717965838361,3.759474126169634,2.325677846076065
1821,609,39.963110000000000,-75.179119999999998,0,0,979,Eakins Oval,7.817977990000000,7.817977452402909,10.178226725671816,6.296432855717485
1822,609,39.963110000000000,-75.179119999999998,0,0,980,Park Towne,3.687199170000000,3.557465062594477,4.631330585009191,2.865023824591250
1823,609,39.963110000000000,-75.179119999999998,0,0,1000,River Field,6.861626730000000,6.861627832147397,8.932893432778224,5.526047436623128
1824,609,39.963110000000000,-75.179119999999998,0,0,1015,Binswanger Triangle,0.230761670000000,0.230761731275651,0.300424542375658,0.185847988088822
1825,609,39.963110000000000,-75.179119999999998,0,0,1033,Benjamin Franklin Parkway,64.509472470000006,33.812309356687472,44.018541291470797,27.230655900925559
1826,610,39.944049999999997,-75.168750000000003,0,0,177,Marian Anderson Recreation Center,3.360903470000000,3.293280900876836,4.286151431627994,2.652217215013386
1827,610,39.944049999999997,-75.168750000000003,0,0,502,Marian Anderson Recreation Center Building,0.401486620000000,0.401486343443182,0.522526418867651,0.323332851283254
1828,610,39.944049999999997,-75.168750000000003,0,0,1129,Ryan Howard Training Center,0.173793620000000,0.173793527199432,0.226190263167565,0.139963722563476
1829,612,39.947980000000001,-75.172759999999997,0,0,112,Rittenhouse Square,7.313901870000000,7.313901297120556,9.519969296087321,5.890505634687793
1830,612,39.947980000000001,-75.172759999999997,0,0,515,Rittenhouse Square Maintenance Building,0.011128990000000,0.011129000707057,0.014485756512408,0.008963099323663
1831,612,39.947980000000001,-75.172759999999997,0,0,935,Guard Box (Rittenhouse Square),0.002745230000000,0.002745256408945,0.003573296319703,0.002210986343650
1832,614,39.949629999999999,-75.160409999999999,1,0,1326,Sartain Garden,0.084075770000000,0.084075928813829,0.109432308223606,0.067709916031773
1833,616,39.944310000000002,-75.155079999999998,0,0,117,Washington Square,7.188231450000000,4.185938316612098,5.448333293480682,3.371348161800325
1834,616,39.944310000000002,-75.155079999999998,0,0,277,Frank Palumbo Recreation Center,3.221027890000000,0.850703607463908,1.107165682432253,0.685097769760662
1835,616,39.944310000000002,-75.155079999999998,0,0,309,Starr Garden Playground,2.166848140000000,2.166845261574360,2.820146977946911,1.745065292074679
1836,616,39.944310000000002,-75.155079999999998,0,0,318,Seger Park Playground,1.911304920000000,1.481222395137742,1.927831553022487,1.192913687993356
1837,616,39.944310000000002,-75.155079999999998,0,0,366,Cianfrani Park,0.608773820000000,0.247812317529443,0.322517366475528,0.199568982300882
1838,616,39.944310000000002,-75.155079999999998,0,0,503,Starr Garden Playground Building,0.081968890000000,0.081969074885574,0.106682733788933,0.066013699801647
1839,616,39.944310000000002,-75.155079999999998,0,0,504,Seger Park Playground Building,0.033067010000000,0.033066964165092,0.043037229480077,0.026630801876650
1840,616,39.944310000000002,-75.155079999999998,0,0,934,Guard Box (Washington Square),0.003642670000000,0.003642632263281,0.004741147037558,0.002933751752857
1841,616,39.944310000000002,-75.155079999999998,0,0,1043,Seger Dog Park,0.168994460000000,0.148924047271997,0.193826502608096,0.119936976700361
1842,616,39.944310000000002,-75.155079999999998,0,0,1327,South Street Community Garden,0.205610960000000,0.205610920810534,0.267602061407701,0.165588202707854
1843,617,39.957870000000000,-75.175830000000005,0,0,2,Schuylkill Banks,17.745484919999999,1.999585329863404,2.602945907938842,1.610350299402380
1844,617,39.957870000000000,-75.175830000000005,0,0,133,Benjamin Franklin Parkway Medians,13.931207640000000,4.842132997990811,6.303881350288434,3.899987774956319
1845,617,39.957870000000000,-75.175830000000005,0,0,203,Barnes Foundation Museum,5.387681140000000,2.179606819223764,2.837493214675145,1.755456398025042
1846,617,39.957870000000000,-75.175830000000005,0,0,240,Rodin Museum,4.190618850000000,0.597769563084581,0.778212416097067,0.481452416447989
1847,617,39.957870000000000,-75.175830000000005,0,0,422,Coxe Park,0.109275670000000,0.109275417207243,0.142250885578249,0.088005576866782
1848,617,39.957870000000000,-75.175830000000005,0,0,980,Park Towne,3.687199170000000,1.009356733068012,1.314043743730708,0.812952251405098
1849,617,39.957870000000000,-75.175830000000005,0,0,1000,River Field,6.861626730000000,0.465521548664291,0.606044875444457,0.374938466314910
1850,617,39.957870000000000,-75.175830000000005,0,0,1008,Aviator Park,1.903299470000000,1.903299812243618,2.477693706848252,1.532861205636788
1851,617,39.957870000000000,-75.175830000000005,0,0,1009,Winter Street,1.607994450000000,1.607993221517396,2.093299723235493,1.295050283515303
1852,617,39.957870000000000,-75.175830000000005,0,0,1013,West Triangle,0.152973430000000,0.120519099358349,0.156891582455533,0.097063256677909
1853,617,39.957870000000000,-75.175830000000005,0,0,1024,Logan Square,9.209228050000000,2.540504917829332,3.307207645232698,2.046052054114161
1854,617,39.957870000000000,-75.175830000000005,0,0,1033,Benjamin Franklin Parkway,64.509472470000006,13.242293031534158,17.239473839341716,10.665450931597196
1855,617,39.957870000000000,-75.175830000000005,0,0,1070,Former BSA Building,0.154628280000000,0.154628579350834,0.201296212783365,0.124534826304148
1856,617,39.957870000000000,-75.175830000000005,0,0,1111,Barnes Museum Building,0.909827730000000,0.326391208039652,0.424908469894906,0.262875797621049
1857,617,39.957870000000000,-75.175830000000005,0,0,1152,Shakespeare Park,1.183946240000000,0.378451635675428,0.492670936612896,0.304798032053484
1858,618,39.946849999999998,-75.144409999999993,1,0,313,Foglietta Plaza,2.056976600000000,2.056977164814463,2.677228325086402,1.656568864556698
1859,618,39.946849999999998,-75.144409999999993,1,0,390,Delancey Park,0.354885750000000,0.032002866355837,0.041652545190511,0.025773038797472
1860,618,39.946849999999998,-75.144409999999993,1,0,428,I-95 Park,12.845365760000000,7.662366738838566,9.972574869088938,6.170656747052073
1861,618,39.946849999999998,-75.144409999999993,1,0,505,I-95 Park Electric Utilities Building 1,0.003206350000000,0.003206338764738,0.004173143592369,0.002582185343575
1862,618,39.946849999999998,-75.144409999999993,1,0,506,I-95 Park Electric Utilities Building 2,0.003003090000000,0.003003131768174,0.003908664195889,0.002418535374157
1863,618,39.946849999999998,-75.144409999999993,1,0,507,I-95 Park Electric Utilities Building 3,0.003059750000000,0.003059698714536,0.003982282411540,0.002464087575578
1864,618,39.946849999999998,-75.144409999999993,1,0,508,I-95 Park Electric Utilities Building 4,0.003254730000000,0.003254682481016,0.004236064384328,0.002621118378877
1865,618,39.946849999999998,-75.144409999999993,1,0,509,I-95 Park Electric Utilities Building 5,0.003091530000000,0.003091564929529,0.004023759816699,0.002489752244267
1866,618,39.946849999999998,-75.144409999999993,1,0,510,I-95 Park Electric Utilities Building 6,0.003336400000000,0.003336484347021,0.004342528031283,0.002686994106062
1867,618,39.946849999999998,-75.144409999999993,1,0,511,I-95 Park Toilet Building,0.041429900000000,0.041430087965444,0.053922681479987,0.033365340713057
1868,618,39.946849999999998,-75.144409999999993,1,0,1004,Irish Memorial,1.852460380000000,1.852460539574517,2.411146005152661,1.491927065991750
1869,618,39.946849999999998,-75.144409999999993,1,0,1005,Korean War Veteran's Memorial,1.308608340000000,1.308607849345542,1.703202156520993,1.053877861705144
1870,618,39.946849999999998,-75.144409999999993,1,0,1006,Vietnam Memorial,1.979563150000000,1.780609759907408,2.317494885320723,1.433979251907029
1871,621,39.938850000000002,-75.174750000000003,0,1,177,Marian Anderson Recreation Center,3.360903470000000,0.368071919762742,0.479039606191230,0.296445928461468
